발명의명칭,출원인,출원일자,심사진행상태
충격 흡수용 LED(LED FOR ABSORBING IMPACT),엘지전자 주식회사(서울특별시 영등포구...),2003.10.23,취하(심사미청구)
조광식가변저항기의LED구동회로(LIGHT-CONTROLABLE LED DRIVING CIRCUIT FOR VARIABLE RESISTANCE),엘지전자부품 주식회사(경남 양산시 ...),1990.05.28,등록결정(일반)
실리콘 나노파티클을 이용하는 디스플레이 백라이트용백색 LED 소자(White LED device for display backlight using siliconenanoparticle),엘지전자 주식회사(서울특별시 영등포구...),2003.02.13,거절결정(일반)
모니터의 LED와 버튼간의 결합구조(assembly structure between LED and button in monitor),엘지전자 주식회사(서울특별시 영등포구...),2002.12.30,취하(심사미청구)
교체 가능한 LED PCB를 가진 단말기(A mobile terminal having a changeable key board LED PCB),엘지전자 주식회사(서울특별시 영등포구...),2002.12.18,등록결정(일반)
인버터를 이용한 LED 구동회로(LED DRIVING CIRCUIT USING INVERTER),엘지전자 주식회사(서울특별시 영등포구...),2002.04.23,등록결정(일반)
영상표시기기의 전원LED 자동 온/오프 회로장치(Apparatus of Monitor Power LED Auto On/Off Circuit),엘지전자 주식회사(서울특별시 영등포구...),2001.03.03,취하(심사미청구)
VTR의테이프위치감지용LED센서설치구조(LED SENCER SET UP APPARATUS),주식회사 엘지이아이(서울특별시 영등포구...),1987.11.26,등록결정(일반)
LED반사장치(LED REFLECTOR),주식회사 엘지이아이(서울특별시 영등포구...),1987.05.29,등록결정(일반)
LED의밝기조정방법(METHOD OF ADJUSTING THE BRIGHTNESS OF LED),주식회사 엘지이아이(서울특별시 영등포구...),1991.11.13,등록결정(일반)
7세그먼트LED구동회로(DRIVING CIRCUIT FOR AN LED HAVING 7 SEGMENTS),주식회사 엘지이아이(서울특별시 영등포구...),1981.12.09,등록결정(일반)
백색 발광다이오드 소자용 청녹색 발광 형광체 및 그를 이용한 백색 LED 소자(BLUISH GREEN EMITTING PHOSPHORS FOR HIGH COLOR RENDERING AND HIGH EFFICIENT WHITE LEDs AND LEDs USING THE SAME),엘지이노텍 주식회사(서울특별시 강서구...),2014.05.16,등록결정(일반)
"백색 발광다이오드 소자용 시온계 산화질화물 형광체, 그의 제조방법 및 그를 이용한 백색 LED 소자(OXYNITRIDE-BASED PHOSPHORS COMPOSING OF SiON ELEMENT FOR WHITE LEDs, MANUFACTURING METHOD THEREOF AND LEDs USING THE SAME)",유재수(서울 관악구...)|엘지이노텍 주식회사(서울특별시 강서구...),2010.01.14,등록결정(일반)
"R,G,B LED 동시 구동형 피코 프로젝터(Pico projector having a function to drive R,G,B LEDs(light-emittig diodes) at the same time)",엘지이노텍 주식회사(서울특별시 강서구...),2010.06.07,등록결정(재심사후)
엘이디 배열을 갖는 백 라이트 유닛을 구비한 액정표시장치(LIQUID CRYSTAL DISPLAY DEVICE INCLUDING BACK LIGHT UNIT HAVING LED ARRY),엘지디스플레이 주식회사(서울특별시 영등포구...),2010.08.18,등록결정(일반)
질화물계 발광 소자 및 그 제조방법(Nitride based LED and method of manufacturing the same),엘지전자 주식회사(서울특별시 영등포구...)|엘지이노텍 주식회사(서울특별시 강서구...),2006.08.30,등록결정(일반)
수직형 발광 소자 및 그 제조방법(LED having vertical structure and method of making thesame),엘지전자 주식회사(서울특별시 영등포구...)|엘지이노텍 주식회사(서울특별시 강서구...),2006.10.13,등록결정(일반)
수직형 발광 소자 및 그 제조방법(LED having vertical structure and the method ofmanufacturing the same),엘지전자 주식회사(서울특별시 영등포구...)|엘지이노텍 주식회사(서울특별시 강서구...),2006.02.16,등록결정(심사전치후)
수직형 발광 소자의 제조방법(Method of manufacturing LED having vertical structure),엘지전자 주식회사(서울특별시 영등포구...)|엘지이노텍 주식회사(서울특별시 강서구...),2006.01.20,등록결정(일반)
수직 구조의 발광 다이오드 및 그 제조방법(LED Having Vertical Structure and Method Of Manufacturing The Same),엘지전자 주식회사(서울특별시 영등포구...),2003.03.31,등록결정(심사전치후)
발광 소자용 리드 프레임 및 발광 소자 패키지(lead frame for LED and LED package),엘지전자 주식회사(서울특별시 영등포구...)|엘지이노텍 주식회사(서울특별시 강서구...),2006.08.30,등록결정(일반)
수직형 발광 소자(LED having vertical structure),엘지전자 주식회사(서울특별시 영등포구...)|엘지이노텍 주식회사(서울특별시 강서구...),2006.03.16,등록결정(일반)
수직형 발광 소자 및 그 패키지 제조방법(Method of manufacturing and packaging LED havingvertical structure),엘지전자 주식회사(서울특별시 영등포구...)|엘지이노텍 주식회사(서울특별시 강서구...),2006.02.16,등록결정(일반)
마이크로 엘이디를 이용한 디스플레이 장치 및 그 제조방법(DISPLAY DEVICE USING MICRO LED AND METHOD FOR PRODUCING THE SAME),엘지전자 주식회사(서울특별시 영등포구...),2019.11.25,등록결정(일반)
발광 소자 패키지(LED package),엘지전자 주식회사(서울특별시 영등포구...)|엘지이노텍 주식회사(서울특별시 강서구...),2006.07.11,등록결정(일반)
발광 소자 패키지 및 그 제조방법(LED package and method for making the same),엘지전자 주식회사(서울특별시 영등포구...)|엘지이노텍 주식회사(서울특별시 강서구...),2006.07.07,등록결정(일반)
측면형 발광 다이오드의 패키지 구조 및 이에 대한제작방법(Side View LED Package Structure and manufacturingMethod thereof),엘지전자 주식회사(서울특별시 영등포구...)|엘지이노텍 주식회사(서울특별시 강서구...),2005.05.30,등록결정(일반)
발광 소자 패키지 및 그 제조방법(LED package and method of manufacturing the same),엘지전자 주식회사(서울특별시 영등포구...)|엘지이노텍 주식회사(서울특별시 강서구...),2007.11.01,등록결정(일반)
발광 소자 패키지 및 그 제조방법(LED package and method of manufacturing the same),엘지전자 주식회사(서울특별시 영등포구...)|엘지이노텍 주식회사(서울특별시 강서구...),2006.09.29,등록결정(일반)
렌즈 및 이를 포함하는 발광 소자 패키지(Lens and LED package having the same),엘지전자 주식회사(서울특별시 영등포구...)|엘지이노텍 주식회사(서울특별시 강서구...),2006.11.08,거절결정(일반)
발광 소자 패키지 및 그 제조방법(LED package and method of manufacturing the same),엘지전자 주식회사(서울특별시 영등포구...)|엘지이노텍 주식회사(서울특별시 강서구...),2006.12.21,등록결정(일반)
수직형 발광 소자 및 그 제조방법(LED having vertical structure and method for making thesame),엘지전자 주식회사(서울특별시 영등포구...)|엘지이노텍 주식회사(서울특별시 강서구...),2006.05.08,등록결정(일반)
발광 소자 패키지 및 그 제조방법(LED package and method of manufacturing the same),엘지전자 주식회사(서울특별시 영등포구...)|엘지이노텍 주식회사(서울특별시 강서구...),2006.11.08,등록결정(심사전치후)
발광 소자 패키지(LED package),엘지전자 주식회사(서울특별시 영등포구...)|엘지이노텍 주식회사(서울특별시 강서구...),2006.08.08,등록결정(일반)
발광 소자 패키지 및 그 제조방법(LED package and method of manufacturing the same),엘지전자 주식회사(서울특별시 영등포구...)|엘지이노텍 주식회사(서울특별시 강서구...),2006.08.21,등록결정(심사전치후)
수직형 발광 소자의 제조방법(Method for making LED having vertical topology),엘지전자 주식회사(서울특별시 영등포구...)|엘지이노텍 주식회사(서울특별시 강서구...),2006.11.06,등록결정(일반)
수직형 발광 소자의 제조방법(Method of manufacturing LED having vertical structure),엘지전자 주식회사(서울특별시 영등포구...)|엘지이노텍 주식회사(서울특별시 강서구...),2006.03.14,등록결정(일반)
수직형 발광 소자 및 그 패키지 제조방법(Method of manufacturing and packaging LED havingvertical structure),엘지전자 주식회사(서울특별시 영등포구...)|엘지이노텍 주식회사(서울특별시 강서구...),2006.02.16,등록결정(심사전치후)
광출력을 향상시킨 엘이디 소자(LED IMPROVING OUTPUT POWER),엘지전자 주식회사(서울특별시 영등포구...)|엘지이노텍 주식회사(서울특별시 강서구...),2005.09.07,등록결정(일반)
질화물계 발광 소자 및 그 제조방법(Nitride based LED and method of manufacturing the same),엘지전자 주식회사(서울특별시 영등포구...)|엘지이노텍 주식회사(서울특별시 강서구...),2006.09.07,등록결정(일반)
수직형 발광 소자 및 그 제조방법(LED having vertical structure and method for making thesame),엘지전자 주식회사(서울특별시 영등포구...)|엘지이노텍 주식회사(서울특별시 강서구...),2006.07.06,등록결정(일반)
수평형 발광 소자 및 그 제조방법(LED having lateral structure and method for making thesame),엘지전자 주식회사(서울특별시 영등포구...)|엘지이노텍 주식회사(서울특별시 강서구...),2006.06.08,등록결정(일반)
수직형 발광 소자 및 그 제조방법(LED having vertical structure and the method ofmanufacturing the same),엘지전자 주식회사(서울특별시 영등포구...)|엘지이노텍 주식회사(서울특별시 강서구...),2006.02.16,등록결정(일반)
수직형 발광 소자 및 그 제조방법(LED having vertical structure and method of making thesame),엘지전자 주식회사(서울특별시 영등포구...)|엘지이노텍 주식회사(서울특별시 강서구...),2006.05.12,등록결정(일반)
질화물계 발광 소자 및 그 제조방법(Nitride LED and method for making the same),엘지전자 주식회사(서울특별시 영등포구...)|엘지이노텍 주식회사(서울특별시 강서구...),2006.08.08,등록결정(일반)
수직형 발광 소자 및 그 제조방법(LED having vertical structure and method formanufacturing the same),엘지전자 주식회사(서울특별시 영등포구...)|엘지이노텍 주식회사(서울특별시 강서구...),2006.03.21,등록결정(일반)
수직형 발광 소자 및 그 제조방법(LED having vertical structure and method formanufacturing the same),엘지전자 주식회사(서울특별시 영등포구...)|엘지이노텍 주식회사(서울특별시 강서구...),2006.03.21,등록결정(일반)
질화물계 발광 소자 및 그 제조방법(Nitride LED and method of making the same),엘지전자 주식회사(서울특별시 영등포구...)|엘지이노텍 주식회사(서울특별시 강서구...),2006.09.06,등록결정(일반)
엘이디 전광판(LED DISPLAY BOARD SYSTEM),엘지전자 주식회사(서울특별시 영등포구...),2016.09.07,
"양자점, 양자점 필름, 양자점을 포함하는 엘이디 패키지 및 표시장치(Quantum dot, Quantum dot film, and LED package and Display device including quantum dot)",엘지디스플레이 주식회사(서울특별시 영등포구...),2015.08.31,
UV LED 모듈 구동시 오프 상태를 감지하는 노광장치 및 그 오프 상태 감지방법(EXPOSURE APPARATUS FOR SENSING OFF STATUS OF ULTRA VIOLET LIGHT EMITTING DIODE MODULE FOR DRIVING ULTRA VIOLET LIGHT EMITTING DIODE MODULE AND METHOD FOR SENSING OFF STATUS OF ULTRA VIOLET LIGHT EMITTING DIODE MODULE THEREOF),엘지이노텍 주식회사(서울특별시 강서구...),2010.10.21,거절결정(일반)
"엘이디 어레이 유닛, 이를 갖는 직하형 백라이트 유닛 및 이를 갖는 표시장치(LED ARRAY UNIT, DIRECT TYPE OF BACKLIGHT UNIT HAVING THE SAME, AND DISPLAY DEVICE HAVING THE BACKLIGHT UNIT)",엘지이노텍 주식회사(서울특별시 강서구...),2012.12.13,등록결정(일반)
"발광 확산 소자, 이를 갖는 엘이디 어레이 유닛 및 이를 갖는 백라이트 어셈블리(DFUSION-LIGHT EMITTING ELEMENT, LED ARRAY UNIT HAVING THE SAME, AND BACK LIGHT ASSEMBLY HAVING THE SAME)",엘지이노텍 주식회사(서울특별시 강서구...),2012.12.14,등록결정(일반)
엘이디 백라이트 및 이를 이용한 액정표시장치(LED back-light and liquid crystal display device usingthereof),엘지디스플레이 주식회사(서울특별시 영등포구...),2006.04.25,등록결정(심사전치후)
엘이디를 사용하는 백라이트유닛 및 이를 포함하는 액정표시장치(Backlight unit using LED and liquid crystal display device including the same),엘지디스플레이 주식회사(서울특별시 영등포구...),2012.09.18,등록결정(재심사후)
LED 어레이를 구비한 발광 장치(LIGHT EMITTING DEVICE HAVING LIGHT EMITTONG DIODE ARRAY),엘지디스플레이 주식회사(서울특별시 영등포구...),2013.01.31,등록결정(재심사후)
엘이디모듈 및 그 제조방법과 엘이디모듈을 포함하는 액정표시장치(LED module and method of manufacturing the same and liquid crystal display device including LED module),엘지디스플레이 주식회사(서울특별시 영등포구...),2012.09.11,등록결정(일반)
발광소자(LED) 어레이 및 이를 이용한 백라이트유닛(LIGHT EMITTING DIODE ARRAY AND AND BACKLIGHT UNIT USING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2007.06.28,등록결정(일반)
액정표시장치 및 엘이디 어셈블리(Liquid crystal display device and LED assembly),엘지디스플레이 주식회사(서울특별시 영등포구...),2016.09.09,
LED 표시장치(LIGHT EMITTING DIODE DISPLAY DEVICE),엘지디스플레이 주식회사(서울특별시 영등포구...),2019.12.20,
발광 소자모듈(LED Module),엘지이노텍 주식회사(서울특별시 강서구...),2010.10.04,등록결정(일반)
LED 발광 장치(Light Emitting Diode Light Emitting Device),엘지전자 주식회사(서울특별시 영등포구...),2015.04.22,등록결정(일반)
엘이디 모듈 및 이를 구비한 백라이트 모듈 및 이를 구비한 디스플레이 장치(LED Module and backlight Module having the same and Display Device having the same),엘지디스플레이 주식회사(서울특별시 영등포구...),2018.06.20,
기둥 구조와 이를 이용한 발광 소자 및 그 형성방법(Post structure and LED using the structure and methodof making the same),엘지전자 주식회사(서울특별시 영등포구...)|엘지이노텍 주식회사(서울특별시 강서구...),2006.03.23,등록결정(일반)
디지털 가변 저항을 이용한 LED 프로젝터의 동작 방법및 그 방법을 채용한 LED 프로젝터(OPERATING METHOD OF LIGHT EMITTING DIODE PROJECTOR FOR USING DIGITAL VARIABLE RESISTANCE AND LIGHT EMITTING DIODE PROJECTOR ENABLING OF THE METHOD),엘지전자 주식회사(서울특별시 영등포구...),2007.10.22,취하(심사미청구)
LED 웨이퍼의 정밀 탑재 장치 및 방법(APPARATUS AND METHOD FOR PRECISION LOADING OF LIGHT EMITTING DIODE WAFER),주식회사 로보스타(경기도 안산시 상록구...)|주식회사 엘지씨엔에스(서울특별시 강서구...),2010.09.17,등록결정(일반)
LED 웨이퍼의 공급 장치(APPARATUS FOR SUPPLYING OF LIGHT EMITTING DIODE WAFER),주식회사 로보스타(경기도 안산시 상록구...)|주식회사 엘지씨엔에스(서울특별시 강서구...),2010.09.17,등록결정(일반)
형광체 및 이를 이용한 발광소자(Phosphor and LED using the same),엘지이노텍 주식회사(서울특별시 강서구...)|한국화학연구원(대전광역시 유성구...),2004.10.18,원결정유지(심사전치)
도너 기판 및 이를 이용한 LED 전사 방법(DONOR AND TRANSFER METHOD USING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2019.10.29,
형광체 및 이를 이용한 발광소자(Phosphor and LED using the same),엘지이노텍 주식회사(서울특별시 강서구...)|한국화학연구원(대전광역시 유성구...),2004.10.18,등록결정(일반)
마이크로 엘이디 표시 장치 및 그 제조 방법(MICRO LED DISPLAY APPARATUS AND MANUFACTURING METHOD THEREOF),엘지디스플레이 주식회사(서울특별시 영등포구...),2019.12.30,
플립칩형 엘이디 패키지 및 그 제조방법(FLIP CHIP TYPR-LED PACKAGE AND FABRICATION METHOD OF THE SAME),엘지이노텍 주식회사(서울특별시 강서구...),2010.10.28,거절결정(일반)
고정테이프 모듈 및 그를 구비한 디스플레이 장치(LED FPCB Tape module and Display device having the same),엘지디스플레이 주식회사(서울특별시 영등포구...),2017.12.22,등록결정(일반)
LED 패키지 모듈 및 이를 갖는 디스플레이 장치(LIGHT EMITTING DIODE PAKGAGE MODULE AND DISPLAY DEVICE HAVING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2016.04.29,
"발광체, 발광 필름, 이를 포함하는 엘이디 패키지, 발광다이오드 및 발광 장치(LUMINESCENT BODY, LIGHT EMITTHG FILM, LED PACAKGE, LITGH EMITTING DIODE AND LUMINESCENT DEVICE HAVING THE SAME)",엘지디스플레이 주식회사(서울특별시 영등포구...),2017.11.17,
일체형 엘이디 서포터 구조체(Integrated LED Supporter Structure),엘지전자 주식회사(서울특별시 영등포구...),2018.10.24,
"반도체 발광소자 및 이의 제조방법, 반도체 발광 소자패키지(Semiconductor light emitting device and fabrication method thereof, and LED package)",엘지이노텍 주식회사(서울특별시 강서구...),2007.07.26,등록결정(일반)
발광 다이오드용 전원 공급 장치(The power supply device for LED),엘지이노텍 주식회사(서울특별시 강서구...),2012.07.13,등록결정(일반)
반도체 발광 소자를 이용한 디스플레이 장치(DISPLAY DEVICE USING MICRO-LED),엘지전자 주식회사(서울특별시 영등포구...),2019.08.06,
엘이디 백라이트 구동회로(LED backlight driver),엘지이노텍 주식회사(서울특별시 강서구...),2006.07.19,등록결정(일반)
엘이디 드라이브의 웨이브 노이즈 방지 장치(apparatus for preventing wave noises of LED drive),엘지이노텍 주식회사(서울특별시 강서구...),2006.02.21,등록결정(일반)
엘이디 백라이트유닛(LED backlight unit),엘지이노텍 주식회사(서울특별시 강서구...),2006.12.06,등록결정(일반)
"3차원 LED 디스플레이 전류 제어 장치 및 방법과 이를 이용한 3차원 LED 디스플레이 시스템(Apparatus and method for controlling current of 3 dimensional Light Emitting Diode display, and 3 dimensional Light Emitting Diode display system using thereof)",엘지이노텍 주식회사(서울특별시 강서구...),2010.11.23,등록결정(일반)
LED 드라이버와 이를 이용한 액정표시장치(LIGHT EMITTING DIODE DRIVER AND LIQUID CRYSTAL DISPLAY),엘지디스플레이 주식회사(서울특별시 영등포구...),2011.05.20,등록결정(재심사후)
"LED 모듈, 백라이트 유닛, 및 디스플레이 장치(Light emitting diode module, back light unit and display device)",엘지이노텍 주식회사(서울특별시 강서구...),2010.04.02,등록결정(일반)
"LED 모듈, 백라이트 유닛, 및 디스플레이 장치(Light emitting diode module, back light unit and display device)",엘지이노텍 주식회사(서울특별시 강서구...),2010.05.10,등록결정(일반)
마이크로 엘이디를 이용한 디스플레이 장치(DISPLAY DEVICE USING MICRO LED),엘지전자 주식회사(서울특별시 영등포구...),2019.06.20,
마이크로미터 단위 크기의 반도체 발광 소자를 이용하는 발광 장치 및 그 제조 방법(LIGHTING DEVICE USING MICRO-LED AND MANUFACTURING METHOD THEREOF),엘지전자 주식회사(서울특별시 영등포구...),2019.06.13,
LED 패키지 및 이를 구비한 액정표시소자(LIGHT EMITTING DEVICE PACKAGE AND LIQUID CRYSTAL DISPLAY DEVICE HAVING THEREOF),엘지디스플레이 주식회사(서울특별시 영등포구...),2013.12.27,등록결정(일반)
반도체 발광소자 및 그 제조방법(Semiconductor LED and fabrication method thereof),엘지이노텍 주식회사(서울특별시 강서구...),2007.06.21,등록결정(일반)
광소자 패키지 및 그 제조방법(LED PACKAGE AND MANUFACTURING METHOD THREFORE),엘지이노텍 주식회사(서울특별시 강서구...),2012.06.27,거절결정(일반)
질화물 반도체 발광소자 및 그 제조방법(Nitride semiconductor LED and fabrication methodthereof),엘지이노텍 주식회사(서울특별시 강서구...),2006.04.25,등록결정(일반)
질화물 반도체 발광소자 및 그 제조방법(Nitride semiconductor LED and fabrication methodthereof),엘지이노텍 주식회사(서울특별시 강서구...),2004.12.23,등록결정(일반)
발광다이오드 어셈블리 및 이를 포함하는 액정표시장치용백라이트 유닛(LED assembly and backlight unit for LCD including the same),엘지디스플레이 주식회사(서울특별시 영등포구...),2007.11.27,등록결정(일반)
질화물 반도체 발광소자 및 그 제조방법(Nitride semiconductor LED and fabrication method forthereof),엘지이노텍 주식회사(서울특별시 강서구...),2003.06.25,등록결정(일반)
액정표시모듈의 엘이디 백라이트 구성방법(LED organization method for liquid crystal display module),엘지디스플레이 주식회사(서울특별시 영등포구...),2008.07.09,등록결정(심사전치후)
LED 패키지(Pakage of light emitting diode),엘지이노텍 주식회사(서울특별시 강서구...),2005.12.23,등록결정(일반)
엘이디 어셈블리 및 이를 포함하는 액정표시장치(LED assembly and liquid crystal display device using the same),엘지디스플레이 주식회사(서울특별시 영등포구...),2010.10.13,등록결정(일반)
엘이디 구동 회로(LED DRIVING CIRCUIT),엘지전자 주식회사(서울특별시 영등포구...),2005.01.10,등록결정(일반)
발광다이오드 다이본딩 장치 및 다이본딩 방법(Device and Method for LED Die Bonding),엘지전자 주식회사(서울특별시 영등포구...),2010.12.17,취하(심사미청구)
제너다이오드가 집적된 발광소자 서브마운트 제작방법(LED Submount Manufacturing Method integrated Zener Diode),엘지전자 주식회사(서울특별시 영등포구...),2004.07.09,등록결정(일반)
LED 면광원(Light Emitting Diode a front optical source),엘지전자 주식회사(서울특별시 영등포구...),2003.10.16,등록결정(심사전치후)
LD/LED의 양자 우물층 성장 방법(Method for Growing Quantum well of Laser Diode andLight Emitting Diode),엘지전자 주식회사(서울특별시 영등포구...),2001.06.19,취하(심사미청구)
형광체 및 이를 이용한 백색 발광다이오드(PHOSPHOR AND WHITE LED USING THE SAME),엘지이노텍 주식회사(서울특별시 강서구...)|한국화학연구원(대전광역시 유성구...),2004.04.07,등록결정(일반)
질화물 반도체 발광소자 및 그 제조방법(Nitride semiconductor LED and fabrication methodthereof),엘지이노텍 주식회사(서울특별시 강서구...),2004.12.23,등록결정(일반)
엘이디 점등회로 및 점등방법(led lighting circuit and led lighting method),엘지이노텍 주식회사(서울특별시 강서구...),2006.01.11,등록결정(일반)
엘이디 전광판(LED sign board),엘지이노텍 주식회사(서울특별시 강서구...),2009.12.22,취하(심사미청구)
방열 성능이 향상된 LED패키지(Light emitting diode package with improved heat protection performance),엘지디스플레이 주식회사(서울특별시 영등포구...),2010.12.23,취하(심사미청구)
질화물 반도체 발광소자 및 그 제조방법(Nitride semiconductor LED and fabrication methodthereof),엘지이노텍 주식회사(서울특별시 강서구...),2004.08.26,등록결정(일반)
발광 다이오드 제조방법(METHOD FOR MANUFACTURING LED),엘지이노텍 주식회사(서울특별시 강서구...),2004.07.08,등록결정(일반)
질화물 반도체 발광소자 및 그 제조방법(Nitride semiconductor LED and fabrication methodthereof),엘지이노텍 주식회사(서울특별시 강서구...),2004.08.26,등록결정(일반)
형광체 및 이를 이용한 백색 발광다이오드(PHOSPHOR AND WHITE LED USING THE SAME),엘지이노텍 주식회사(서울특별시 강서구...)|한국화학연구원(대전광역시 유성구...),2004.04.07,등록결정(일반)
가변저항이 형성된 LED 패키지(Light Emitting Diode package with variable resistance),엘지이노텍 주식회사(서울특별시 강서구...),2005.10.13,취하(심사미청구)
LED 패키지(Light Emitting Diode package),엘지이노텍 주식회사(서울특별시 강서구...),2006.07.14,등록결정(일반)
LED 패키지(Light Emitting Diode package),엘지이노텍 주식회사(서울특별시 강서구...),2005.01.28,등록결정(일반)
발광다이오드를 이용한 액정표시장치모듈(liquid crystal display module using LED),엘지디스플레이 주식회사(서울특별시 영등포구...),2004.11.16,등록결정(일반)
질화물 반도체 발광소자 및 그 제조방법(Nitride semiconductor LED and fabrication methodthereof),엘지이노텍 주식회사(서울특별시 강서구...),2006.09.18,등록결정(일반)
질화물 반도체 발광소자 및 그 제조방법(Nitride semiconductor LED and fabrication methodthereof),엘지이노텍 주식회사(서울특별시 강서구...),2004.12.23,등록결정(일반)
질화물 반도체 발광소자 및 그 제조방법(Nitride semiconductor LED and fabrication methodthereof),엘지이노텍 주식회사(서울특별시 강서구...),2006.03.06,등록결정(일반)
엘이디 조명기구 및 그 제조방법(LED Lighting and Manufacturing method of the same),엘지전자 주식회사(서울특별시 영등포구...),2013.07.10,취하(심사미청구)
발광 다이오드 및 그 제조방법(LIGHT EMITTING DIODE AND METHOD FOR MANUFACTURING LED),엘지이노텍 주식회사(서울특별시 강서구...),2004.04.13,등록결정(일반)
LED 패키지 및 그 제조방법(Light Emitting Diode Pakage and Method for Manufacturing the Same),엘지전자 주식회사(서울특별시 영등포구...),2009.04.15,취하(심사미청구)
엘이디 백라이트용 연성인쇄회로기판 및 이의 제조방법(Flexible printed circuit board for LED backlight unit and method of fabricating the same),엘지디스플레이 주식회사(서울특별시 영등포구...),2008.12.29,등록결정(일반)
엘이디 백라이트(LED Backlight),엘지이노텍 주식회사(서울특별시 강서구...),2007.07.20,취하(심사미청구)
질화물 반도체 발광소자 및 그 제조방법(Nitride semiconductor LED and fabrication methodthereof),엘지이노텍 주식회사(서울특별시 강서구...),2004.12.23,등록결정(일반)
발광다이오드 패키지 및 이를 포함하는 발광다이오드 어셈블리(LED Package And LED Assembly Including The Same),엘지디스플레이 주식회사(서울특별시 영등포구...),2012.11.06,거절결정(재심사)
"움직이는 방열핀을 구비한 히트 싱크, 이를 포함하는 엘이디 패키지 및 엘이디 모듈(Heat Sink with Moving Radiation Fin, LED Module and LED Package Including The Same)",엘지이노텍 주식회사(서울특별시 강서구...),2011.10.07,취하(심사미청구)
휴대용 단말기의 발광장치(LED REFLECTING APPARATUS FOR MOBILE PHONE),주식회사 엘지이아이(서울특별시 영등포구...),2001.05.21,설정등록의뢰
LED 패키지(LIGHT EMITTING DIODE PACKAGE),엘지디스플레이 주식회사(서울특별시 영등포구...),2010.12.23,취하(심사미청구)
광소자 패키지 및 그 제조방법(LED package and manufacturing method therfor),엘지이노텍 주식회사(서울특별시 강서구...),2012.12.17,취하(심사미청구)
2중 렌즈구조의 LED 패키지 및 이를 구비한액정표시장치(LIGHT EMITTING DIODE PACKAGE HAVING STRUCTURE OF DUAL LENS AND LIQUID CRYSTAL DISPLAY DEVICE THEREBY),엘지디스플레이 주식회사(서울특별시 영등포구...),2007.05.09,등록결정(일반)
테이프 타입 LED 패키지 및 그 제조 방법(TPAE TYPE LIGHT EMITTING DIODE PACKAGE AND MANUFACTURING METHOD OF THE SAME),엘지이노텍 주식회사(서울특별시 강서구...),2010.08.02,등록결정(일반)
LED 패키지 및 그 제조 방법(LIGHT EMITTING DIODE PACKAGE AND FABRICATING METHOD THEREOF),엘지이노텍 주식회사(서울특별시 강서구...),2010.03.16,등록결정(일반)
반도체 발광소자 및 이를 구비한 발광소자 패키지(Semiconductor light emitting device and LED package having the same),엘지이노텍 주식회사(서울특별시 강서구...),2008.11.18,등록결정(일반)
발광 다이오드 패키지(LED PACKAGE),엘지이노텍 주식회사(서울특별시 강서구...),2007.06.27,등록결정(일반)
발광 소자의 구동 시스템 및 그 구동 방법(Method and system for operating LED),엘지전자 주식회사(서울특별시 영등포구...),2006.08.10,등록결정(일반)
질화물 반도체 발광소자 및 그 제조방법(Nitride semiconductor LED and fabrication methodthereof),엘지이노텍 주식회사(서울특별시 강서구...),2004.12.23,등록결정(일반)
엘이디 및 이를 이용한 액정표시장치(LED and Liquid Crystal Display device using thereof),엘지디스플레이 주식회사(서울특별시 영등포구...),2005.11.09,등록결정(일반)
"엘이디 발광유닛 및 엘이디 백라이트어셈블리와액정표시장치모듈(LED lighting unit, LED back light assembly and liquidcrystal display module)",엘지디스플레이 주식회사(서울특별시 영등포구...),2005.12.29,등록결정(일반)
질화물 반도체 발광소자 및 그 제조방법(Nitride semiconductor LED and fabrication methodthereof),엘지이노텍 주식회사(서울특별시 강서구...),2004.10.19,등록결정(일반)
질화물 반도체 발광소자 및 그 제조방법(Nitride semiconductor LED and fabrication method forthereof),엘지이노텍 주식회사(서울특별시 강서구...),2002.08.19,등록결정(일반)
LED/LD의 p-콘택층 성장 방법(p-Contact Growth Method of Light Emitting Diode/LaserDiode),엘지전자 주식회사(서울특별시 영등포구...),2001.06.20,등록결정(일반)
LED 어레이를 구비한 발광 장치(LIGHT EMITTING DEVICE HAVING LIGHT EMITTONG DIODE ARRAY),엘지디스플레이 주식회사(서울특별시 영등포구...),2013.01.31,등록결정(재심사후)
양방향 LED 패키지 및 그 제조 방법(BIDIRECTIONAL LIGHT EMITTING DIODE PACKAGE AND MANUFACTURING THE SAME),엘지이노텍 주식회사(서울특별시 강서구...),2010.03.31,등록결정(일반)
엘이디 패키지 및 엘이디 패키지를 포함하는 백라이트 유닛(LED PACKAGE AND BACK LIGHT UNIT INCLUDING THE LED PACKAGE),엘지디스플레이 주식회사(서울특별시 영등포구...),2017.07.21,등록결정(일반)
질화물 반도체 발광소자 및 그 제조방법(Nitride compound semiconductor LED and fabricatingmethod thereof),엘지이노텍 주식회사(서울특별시 강서구...),2004.12.17,등록결정(심사전치후)
세탁기와 그 내부 조명용 엘이디 어셈블리와 그 제어 방법(Washing machine and LED assembly of the same andControl method of the same),엘지전자 주식회사(서울특별시 영등포구...),2005.08.18,등록결정(일반)
