발명의명칭,출원인,출원일자,심사진행상태
반도체 패키지용 다열형 리드리스 프레임 및 이를 이용한 반도체 패키지의 제조방법(Manufacture method for multi-row leadless lead frame and semiconductor package),엘지이노텍 주식회사(서울특별시 강서구...),2008.10.21,등록결정(일반)
반도체 패키지용 다열형 리드리스 프레임 및 이를 이용한 반도체 패키지의 제조방법(Structure for multi-row leadless lead frame and semiconductor package thereof and manufacture method thereof),엘지이노텍 주식회사(서울특별시 강서구...),2008.09.19,등록결정(일반)
다열 리드형 리드프레임 및 그 제조방법(Structure and manufacture method for lead frame of multi-row type),엘지이노텍 주식회사(서울특별시 강서구...),2008.03.25,등록결정(일반)
OLED 표시 장치(ORGANIC LIGHT EMITTING DIODE DISPLAY DEVICE),엘지디스플레이 주식회사(서울특별시 영등포구...),2012.12.28,등록결정(일반)
영상 인식이 가능한 이동체와 이동체 유도 방법(ROBOT HAVING FUNCTION OF RECOGNIZING IMAGE AND LEADING METHOD FOR THEREOF),엘지전자 주식회사(서울특별시 영등포구...),2005.07.22,등록결정(심사전치후)
적층 OLED들을 위한 중간 전극들(Intermediate electrodes for stacked OLEDs),엘지디스플레이 주식회사(서울특별시 영등포구...),2006.05.19,등록결정(일반)
영구자석형 모터의 약계자 운전을 위한 진각 제어장치 및그 방법(LEAD-ANGLE CONTROL APPARATUS AND METHOD FOR FLUXWEAKENING OPERATION OF PMSM),엘지전자 주식회사(서울특별시 영등포구...),2004.12.20,등록결정(일반)
"리드리스 프레임, 이를 포함하는 반도체 칩 패키지 및 그 제조 방법(LEADLESS LEAD FRAME, SEMICONDUCTOR CHIP PACKAGE USING THEREOF AND MANUFACTURING METHOD THEREOF)",엘지이노텍 주식회사(서울특별시 강서구...),2011.12.22,등록결정(일반)
"리드프레임 및 이를 이용한 반도체패키지, 이들의 제조방법(Structure for multi-row lead frame and semiconductor package thereof and manufacture method thereof)",엘지이노텍 주식회사(서울특별시 강서구...),2011.03.23,등록결정(일반)
반도체 패키지의 다열 리드 프레임 및 그 제조방법(Multi-row lead frame and Manufacture method of Multi-row lead frame),엘지이노텍 주식회사(서울특별시 강서구...),2008.08.29,등록결정(일반)
리드 프레임 및 그 제조방법(LEAD FRAME AND METHOD FOR MANUFACTURING THE SAME),엘지이노텍 주식회사(서울특별시 강서구...),2008.09.05,등록결정(심사전치후)
냉장고의 리드와이어 연결구조(A lead wire connecting structure for refrigerator),엘지전자 주식회사(서울특별시 영등포구...),2007.05.23,등록결정(일반)
리드 프레임(Lead Frame),엘지이노텍 주식회사(서울특별시 강서구...),2006.01.27,거절결정(일반)
이동체 인도 시스템(SYSTEM FOR LEAD A ROBOT INTO THE TARGET POINT),엘지전자 주식회사(서울특별시 영등포구...),2005.07.22,등록결정(일반)
원통형 리드선이 구비된 다이오드(Diode having a cylinder type lead wire),엘지전자 주식회사(서울특별시 영등포구...),2003.01.08,취하(심사미청구)
접착형 OLED 제작 방법(method for fabrication OLED of adhesion type),엘지전자 주식회사(서울특별시 영등포구...),2004.06.24,등록결정(일반)
누설자계의 상쇄효과 극대화를 위한 리드와이어정리구조(Lead wire arrangement structure),주식회사 엘지이아이(서울특별시 영등포구...),1996.10.01,등록결정(일반)
조명 장치용 OLED 패널 및 그 제조 방법(OLED PANEL FOR LIGHTING DEVICE AND METHOD OF MANUFACTURING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2017.11.29,등록결정(일반)
OLED 조명 장치(LIGHT APPARATUS FOR ORGANIC LIGHT EMITTING DEVICE),엘지디스플레이 주식회사(서울특별시 영등포구...),2017.11.28,등록결정(일반)
전극탭과 리드의 접합방법(Welding method of electrode tap and lead),주식회사 엘지에너지솔루션(서울특별시 영등포구...),2017.11.28,등록결정(일반)
"비납계 압전 재료 조성물, 이를 제조하는 방법, 비납계 압전 소자, 및 비납계 압전 소자를 포함하는 표시 장치(COMPOSITION OF LEAD-FREE PIEZOELECTRIC MATERIAL, METHOD FOR FABRICATING THE SAME, LEAD-FREE PIEZOELECTRIC DEVICE, AND DISPLAY APPARATUS COMPRISING LEAD-FREE PIEZOELECTRIC DEVICE)",엘지디스플레이 주식회사(서울특별시 영등포구...)|고려대학교 산학협력단(서울특별시 성북구...),2020.12.23,
OLED 조명 장치(LIGHT APPARATUS FOR ORGANIC LIGHT EMITTING DEVICE),엘지디스플레이 주식회사(서울특별시 영등포구...),2017.11.28,등록결정(일반)
OLED 스탠드(OLED STAND),오승철(충청북도 음성군...)|주식회사 엘지화학(서울특별시 영등포구...),2013.04.11,등록결정(일반)
전극 리드를 버스바에 밀착시키는 가압 지그 및 이를 포함하는 레이저 용접 장치(A pressing jig that closely contacts electrode lead with bus bar and laser welding apparatus comprising the same),주식회사 엘지에너지솔루션(서울특별시 영등포구...),2019.10.28,
OLED 조명 장치(LIGHT APPARATUS FOR ORGANIC LIGHT EMITTING DEVICE),엘지디스플레이 주식회사(서울특별시 영등포구...),2017.11.28,등록결정(일반)
신규한 전극리드-전극 탭 결합부로 이루어진 전극조립체 및이를 포함하고 있는 전기화학 셀(Electrode Assembly Having Noble Lead-Tap Joint andElectrochemical Cell Containing the Same),주식회사 엘지화학(서울특별시 영등포구...),2006.07.18,등록결정(일반)
전면 발광형 OLED 소자 및 그 제조 방법(FRONT EMITTING OLED DEVICE AND MANUFACTURING METHODTHEREOF),엘지전자 주식회사(서울특별시 영등포구...),2005.09.28,등록결정(일반)
전면 발광형 OLED 소자 및 그 제조 방법(FRONT EMITTING OLED DEVICE AND MANUFACTURING METHODTHEREOF),엘지전자 주식회사(서울특별시 영등포구...),2005.09.20,등록결정(일반)
"OLED 패널, OLED 표시 장치 및 OLED 패널의 제조 방법(OLED Panel, OLED Display Device and Method of Fabricating OLED Panel)",엘지디스플레이 주식회사(서울특별시 영등포구...),2017.07.24,등록결정(일반)
다수개의 홀이 형성된 리드탭과 전극탭의 결착 구조를 포함하는 전지 및 전지의 전극탭 및 리드탭의 접합방법(Battery including a bonding structure between a lead tab having plurality of holes and electrode tabs and method of joining electrode tabs and a lead tab of a battery),주식회사 엘지에너지솔루션(서울특별시 영등포구...),2019.05.03,
전도성 튜브를 이용한 전극리드를 포함하는 이차전지(Lithium Secondary Battery comprising Electrode Lead using Electric-Conductive Tube),주식회사 엘지에너지솔루션(서울특별시 영등포구...),2017.05.30,등록결정(일반)
"이차전지용 리드탭, 이의 제조 장치, 및 이를 포함하는 이차전지(LEAD TAP FOR SECONDARY BATTERY, MANUFACTURING APPARATUS THEREOF, AND SECONDARY BATTERY INCLUDING SAME)",주식회사 엘지화학(서울특별시 영등포구...)|엘지전자 주식회사(서울특별시 영등포구...),2018.11.21,
복수 금속 시트가 결합된 전극 리드를 포함하는 이차전지 및 이의 제조방법(Electrode Assembly having Electrode Lead Combined with Multiple Metal Sheets and Method thereof),주식회사 엘지에너지솔루션(서울특별시 영등포구...),2019.11.20,
전지셀 및 전극 리드 제조방법(BATTERY CELL AND METHOD OF PREPARING ELECTRODE LEAD),주식회사 엘지화학(서울특별시 영등포구...),2017.09.15,등록결정(일반)
전극 리드와 버스바의 결합 구조가 개선된 배터리 모듈(Battery module with improved coupling structure between electrode lead and bus bar),주식회사 엘지화학(서울특별시 영등포구...),2017.04.18,등록결정(일반)
리튬 이차전지의 리튬 전극 탭과 메탈 리드의 접합방법(METHOD FOR BONDING LITHIUM ELECTRODE TAP AND METAL LEAD),주식회사 엘지에너지솔루션(서울특별시 영등포구...),2019.08.19,
전극 리드 및 이를 포함하는 이차 전지(Electrode lead and secondary battery including the same),주식회사 엘지화학(서울특별시 영등포구...),2016.06.07,등록결정(일반)
"이차전지용 전극리드, 이를 포함하는 파우치형 이차전지 및 배터리 모듈(An electrode lead for a secondary battery, a pouch type secondary battery and a battery module comprising the same)",주식회사 엘지화학(서울특별시 영등포구...),2017.04.26,등록결정(일반)
전극리드가 면에 위치한 전지셀(Battery Cell Comprising Electrode Lead Facing Outer Surface of Electrode Assembly),주식회사 엘지에너지솔루션(서울특별시 영등포구...),2017.04.28,등록결정(일반)
전극리드 및 이를 포함하는 이차전지(ELECTRODE LEAD AND SECONDARY BATTERY COMPRISING THE SAME),주식회사 엘지화학(서울특별시 영등포구...),2013.09.24,거절결정(일반)
"배터리 및 배터리의 전극탭을 전극 리드에 기계적으로 결합하기 위한 프레임(SECONTADARY BATTERY, AND FRAME FOR MECHANICALLY COUPLING ELECTRODE TAP TO ELECTRODE LEAD IN THE SECONTADARY BATTERY)",주식회사 엘지화학(서울특별시 영등포구...),2017.02.02,등록결정(일반)
일체형 양극리드 및 음극리드를 포함하는 전지셀(Battery Cell Comprising Unified Cathode Lead and Anode Lead),주식회사 엘지화학(서울특별시 영등포구...),2015.01.05,등록결정(일반)
리드 웰딩 용이성이 향상된 모형셀 및 그 제조방법(Mock-up cell that improves the ease of welding leads and method for fabricating the same),주식회사 엘지화학(서울특별시 영등포구...),2015.01.13,등록결정(일반)
전지의 전극탭 및 리드탭 접합방법 및 상기 접합방법에 의한 접합 구조를 갖는 리튬 이차 전지(Method of joining an electrode tab and a lead tab of a battery and Lithium secondary battery having a joining structure by the joining method),주식회사 엘지에너지솔루션(서울특별시 영등포구...),2019.01.11,
"음극에 리드를 용접하는 방법, 이에 의해 제조된 배터리용 리드 음극 및 이를 포함하는 이차전지(A WELDING METHOD FOR LEAD TO ANODE, BATTERY LEAD ANODE MANUFACTURED BY THE SAME AND SECONDARY BATTERY COMPRISING THE SAME)",주식회사 엘지화학(서울특별시 영등포구...),2014.06.13,거절결정(일반)
탭-리드 결합부가 일측에 접하는 구조를 가진 전극조립체를 포함하는 전지 셀 및 이의 제조방법(BATTERY CELL COMPRISING ELECTRODE ASSEMBLY INCLUDING STRUCTURE OF TAB-LEAD ATTACHED PORTION CONTACTED ONE SIDE THEREOF AND METHOD FOR PREPARING THE SAME),주식회사 엘지화학(서울특별시 영등포구...),2015.10.12,등록결정(재심사후)
"이차전지의 복수개의 전극 탭과 전극 리드의 용접 방법 및 이에 의해 제조된 이차 전지, 이차전지의 복수개의 전극 탭과 전극 리드의 용접 불량 검사 방법(METHOD FOR WELDING PLURAL ELECTRODE TAB AND ELECTRODE LEAD OF SECONDARY BATTERY AND SECONDARY BATTERY USING THE SAME, METHOD FOR INSPECTING POOR WELDING OF SECONDARY BATTERY)",주식회사 엘지화학(서울특별시 영등포구...),2014.11.19,등록결정(일반)
내열성이 향상된 이차전지용 전극리드 또는 알루미늄 파우치 및 이를 포함하는 이차전지(ELECTRODE LEAD OR ALUMINUM POUCH FOR SECONDARY BATTERY WITH IMPROVED THERMAL RESISTANCE AND SECONDARY BATTERY COMPRISING SAME),주식회사 엘지화학(서울특별시 영등포구...),2015.05.13,거절결정(재심사)
"전지의 플렉서블 리드탭, 이를 구비하는 전지셀 및 그 적층체(FLEXIBLE LEAD TAB OF BATTERY, BATTREY CELL AND STACK OF THE SAME WITH THE LEAD TAB)",주식회사 엘지화학(서울특별시 영등포구...),2014.10.28,거절결정(일반)
외력특성을 갖는 리드날개를 포함하는 파우치형 이차전지(Pouch Type Lithium Secondary Battery comprising Lead Wing having External Force Properties),주식회사 엘지에너지솔루션(서울특별시 영등포구...),2017.05.30,등록결정(일반)
이차전지 모듈의 전극 리드 용접 방법 및 이를 이용한 컴팩트한 이차전지 모듈(Method for welding of electrode-leads & secondary battery module utilizing thereof),주식회사 엘지화학(서울특별시 영등포구...),2014.12.24,등록결정(일반)
둥근 형태로 전극 리드를 가공할 수 있는 리드 가공 장치 및 이를 이용하여 가공된 전극 리드를 포함하는 가공된 전지셀(Electrode Lead Machining Apparatus Capable of Forming Round Shape at Electrode Lead and Battery Cell Comprising Machined Electrode Lead by Using the Same),주식회사 엘지화학(서울특별시 영등포구...),2016.10.04,등록결정(일반)
전지셀의 폭발을 방지하기 위한 리드 어셈블리 및 이를 포함하는 전지셀(Lead Assembly for Preventing Explosion of Battery Cell and Battery Cell Including the Same),주식회사 엘지화학(서울특별시 영등포구...),2015.05.08,등록결정(일반)
전극 조립체의 복수개의 전극 탭과 전극 리드의 연결부의 포밍 방법 및 이를 이용하여 제조된 이차 전지(FORMING METHOD OF CONNECT PORTION OF PLURAL ELECTRODE TAB AND ELECTRODE LEAD OF ELECTRODE ASSEMBLY AND SECONDARY BATTERY USING THE SAME),주식회사 엘지화학(서울특별시 영등포구...),2014.07.11,등록결정(재심사후)
OLED 조명 장치(LIGHT APPARATUS FOR ORGANIC LIGHT EMITTING DEVICE),엘지디스플레이 주식회사(서울특별시 영등포구...),2017.11.28,등록결정(일반)
냉장고용 리드와이어 가고정구조(Lead-wire temporary fixation structure forrefrigerators),엘지전자 주식회사(서울특별시 영등포구...),2004.10.12,등록결정(일반)
OLED 화소 증착을 위한 증착용 마스크(DEPOSITION MASK FOR OLED PIXEL DEPOSITION),엘지이노텍 주식회사(서울특별시 강서구...),2020.11.26,
OLED 화소 증착을 위한 증착용 마스크(DEPOSITION MASK FOR OLED PIXEL DEPOSITION),엘지이노텍 주식회사(서울특별시 강서구...),2020.11.20,
OLED 표시 장치 및 그의 구동 방법(ORGANIC LIGHT EMITTING DIODE DISPLAY DEVICE AND DRIVING METHOD THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2012.12.21,등록결정(일반)
OLED 화소 증착을 위한 증착용 마스크(DEPOSITION MASK FOR OLED PIXEL DEPOSITION),엘지이노텍 주식회사(서울특별시 강서구...),2020.11.20,
전극 리드를 통한 전기 연결 구조를 효율적으로 구성할 수 있는 비정형 구조의 전지셀(Battery Cell of Irregular Structure Capable of Efficiently Accomplishing Electrical Connection through Electrode Lead),주식회사 엘지화학(서울특별시 영등포구...),2015.11.17,취하(심사미청구)
전극 탭-리드 결합부의 안정성이 향상된 이차전지(Secondary Battery with Improved Stability of Electrode Tab-Lead Coupling Portions),주식회사 엘지화학(서울특별시 영등포구...),2014.12.23,거절결정(일반)
전지셀의 외면을 따라 연장되어 있는 전극 리드를 포함하는 전지팩(Battery Pack Including Electrode Lead Being Extended Along External Surface of Battery Cell),주식회사 엘지화학(서울특별시 영등포구...),2015.06.15,등록결정(일반)
개선된 전극 리드 구조를 갖는 이차전지 및 그 제조방법(Secondary battery with improved structure of electrode lead and Method for manufacturing the same),주식회사 엘지화학(서울특별시 영등포구...),2014.04.01,등록결정(일반)
OLED 표시 장치(ORGANIC LIGHT EMITTING DIODE DISPLAY DEVICE),엘지디스플레이 주식회사(서울특별시 영등포구...),2012.12.14,등록결정(일반)
OLED 조명 모듈(OLED LIGHTING MODULE),주식회사 엘지화학(서울특별시 영등포구...)|주식회사 파워로직스(충청북도 청주시 흥덕구...),2013.07.17,등록결정(일반)
타일링 구조의 OLED 조명 장치(TILING STRUCTURE TYPE LIGHT APPARATUS FOR ORGANIC LIGHT EMITTING DEVICE),엘지디스플레이 주식회사(서울특별시 영등포구...),2017.11.29,등록결정(일반)
전극 리드와 전극 탭을 용접하기 위한 용접용 밀착지그(Welding Stick Jig For Welding Electrode Lead And Electrode Tab),주식회사 엘지에너지솔루션(서울특별시 영등포구...),2020.11.04,
인쇄회로기판 및 인쇄회로기판과 배터리의 전극 리드의 접합 방법(Printed circuit board and a method of bonding and electrode lead of battery to printed circuit board),주식회사 엘지화학(서울특별시 영등포구...),2017.02.22,등록결정(일반)
냉장고용 댐퍼의 리드와이어 고정구조(A lead-wire fixations structure of damper forrefrigerator),엘지전자 주식회사(서울특별시 영등포구...),2003.03.05,등록결정(일반)
높은 절연성의 리드 필름을 포함하고 있는 전극리드와 이를사용하는 이차전지(Electrode Lead Comprising Lead Film of High Electric Insulation and Secondary Battery Employed with the Same),주식회사 엘지화학(서울특별시 영등포구...),2007.08.15,등록결정(일반)
OLED 조명용 광 지향 필름 및 이를 포함하는 OLED 조명장치(LIGHT DIRECTING FILM FOR OLED ILLUMINATING DEVICE AND OLED ILLUMINATING DEVICE COMPRISING THE SAME),주식회사 엘지화학(서울특별시 영등포구...),2014.06.03,등록결정(일반)
용접강도가 향상된 전극 리드 및 이를 포함하는 이차전지(Electrode Lead of Improved Welding Strength and Secondary Battery Comprising the Same),주식회사 엘지화학(서울특별시 영등포구...),2012.08.27,등록결정(일반)
전극 리드와 전압 센싱부재 간의 연결을 단순화한 배터리 모듈 및 이를 포함하는 배터리 팩(Battery module having a simple connection structure between cell lead and voltage sensing member and battery pack including the same),주식회사 엘지에너지솔루션(서울특별시 영등포구...),2020.07.22,
전극 리드와 전압 센싱부재 간의 연결을 단순화한 배터리 모듈 및 이를 포함하는 배터리 팩(Battery module having a simple connection structure between cell lead and voltage sensing member and battery pack including the same),주식회사 엘지에너지솔루션(서울특별시 영등포구...),2020.07.22,
인쇄회로기판의표면실장용리드단자(LEAD TERMINAL FOR MOUNTED ON SURFACE OF PCB),엘지이노텍 주식회사(서울특별시 강서구...),1995.08.21,등록결정(일반)
리드프레임삽입장치(LEAD-FRAME INSERTION DEVICES),엘지이노텍 주식회사(서울특별시 강서구...),1994.08.25,등록결정(일반)
OLED 표시 장치(ORGANIC LIGHT EMITTING DIODE DISPLAY DEVICE),엘지디스플레이 주식회사(서울특별시 영등포구...),2012.12.28,등록결정(일반)
투명 OLED 표시 장치 및 그의 구동 방법(TRANSPARENT ORGANIC LIGHT EMITTING DIODE DISPLAY DEVICE AND DRIVING METHOD THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2013.06.28,등록결정(일반)
OLED 기반 디스플레이의 구동방법 및 그의 장치(METHOD AND APPARATUS FOR DISPLAY DRIVING BASED ON OLED),엘지전자 주식회사(서울특별시 영등포구...),2007.07.25,등록결정(일반)
플렉서블 OLED 디스플레이 디바이스(FLEXIBLE ORGANIC LIGHT EMITTING DIODE DISPLAY DEVICE),엘지디스플레이 주식회사(서울특별시 영등포구...),2015.10.28,등록결정(일반)
전자레인지의 리드와이어 고정장치(Device for fixing lead wires for microwave oven),주식회사 엘지이아이(서울특별시 영등포구...),2001.08.27,설정등록의뢰
OLED 표시 장치 및 그의 구동 방법(Organic Light Emitting Diode display device and method for driving the same),엘지디스플레이 주식회사(서울특별시 영등포구...),2017.08.07,등록결정(일반)
OLED 표시 장치 및 그의 구동 방법(ORGANIC LIGHT EMITTING DIODE DISPLAY DEVICE AND DRIVING METHOD THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2013.03.25,등록결정(일반)
OLED 표시 장치 및 그의 구동 방법(ORGANIC LIGHT EMITTING DIODE DISPLAY DEVICE AND DRIVING METHOD THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2013.03.25,등록결정(일반)
플렉시블 OLED 표시장치(Flexible OLED device),엘지디스플레이 주식회사(서울특별시 영등포구...),2011.10.05,등록결정(일반)
OLED 표시 장치 및 그의 제조 방법(ORGANIC LIGHT EMITTING DIODE DISPLAY DEVICE),엘지디스플레이 주식회사(서울특별시 영등포구...),2012.12.14,등록결정(일반)
OLED를 통하여 효율적으로 키패드를 사용하는 단말기및 방법(TERMINAL AND METHOD FOR EFFECTIVELY USING KEYPAD TROUGHOLED),주식회사 엘지유플러스(서울특별시 용산구...),2006.08.02,등록결정(일반)
리드 프레임 어셈블리 및 그의 발광 칩 어레이 모듈(lead frame assembly and light emitting chip array module of the same),엘지이노텍 주식회사(서울특별시 강서구...),2010.10.11,등록결정(재심사후)
서로 다른 저항값을 갖는 금속층들의 결합으로 이루어진 전극리드를 포함는 이차전지(Secondary Battery Including an Electrode Lead Made of a Combination of Metal Layers Having Different Resistance Values),주식회사 엘지화학(서울특별시 영등포구...),2016.08.26,등록결정(일반)
OLED 패널용 봉지재(FSPM)의 프레스 재단장치(PRESS CUTTING APPARUTUS OF ENCAPSULATION FILM FOR OLED PANEL),주식회사 엘지화학(서울특별시 영등포구...)|주식회사 예선테크(경기도 군포시...),2021.04.05,등록결정(일반)
OLED 조명 모듈(OLED LIGHTING MODULE),주식회사 엘지화학(서울특별시 영등포구...),2012.09.14,등록결정(일반)
OLED 표시장치(Organic Light Emitting Diode Display device),엘지디스플레이 주식회사(서울특별시 영등포구...),2010.09.29,등록결정(일반)
세탁기의 리드선 고정구조(structure to fix lead-wire of washing machine),엘지전자 주식회사(서울특별시 영등포구...),2002.03.25,취하(심사미청구)
세탁기의 리드선 고정구조(structure to fix lead wires of washing machine),엘지전자 주식회사(서울특별시 영등포구...),2001.05.21,취하(심사미청구)
세탁기의 리드선 고정구조(structure to fix lead wires of washing machine),엘지전자 주식회사(서울특별시 영등포구...),2001.05.21,취하(심사미청구)
세탁기의 리드선 고정구조(structure to fix lead wires of washing machine),엘지전자 주식회사(서울특별시 영등포구...),2001.05.21,취하(심사미청구)
세탁기의 리드선 고정구조(structure to fix lead wires of washing machine),엘지전자 주식회사(서울특별시 영등포구...),2001.05.21,취하(심사미청구)
OLED 모듈 및 그를 구비한 디스플레이 장치(OLED Module and Display Device having the Same),엘지디스플레이 주식회사(서울특별시 영등포구...),2018.11.30,
OLED 표시 장치의 화질 보상 장치 및 보상 방법(Apparatus for compensating quality of Organic light emitting diode display device and method for compensating quality of the same),엘지디스플레이 주식회사(서울특별시 영등포구...),2016.07.01,
전극리드의 절곡 및 용접 장치 및 이를 이용한 전극리드의 용접 방법(Electrode Lead Bending and Welding Device and Welding Method Using the Same),주식회사 엘지에너지솔루션(서울특별시 영등포구...),2020.07.15,
OLED 표시 장치 및 그의 구동 방법(ORGANIC LIGHT EMITTING DIODE DISPLAY DEVICE AND DRIVING METHOD THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2012.12.14,등록결정(일반)
OLED 표시장치(OLED Display Device),엘지디스플레이 주식회사(서울특별시 영등포구...),2009.10.21,등록결정(일반)
OLED 표시 장치(ORGANIC LIGHT EMITTING DIODE DISPLAY DEVICE),엘지디스플레이 주식회사(서울특별시 영등포구...),2014.12.10,등록결정(일반)
OLED 표시 장치(ORGANIC LIGHT EMITTING DIODE DISPLAY DEVICE),엘지디스플레이 주식회사(서울특별시 영등포구...),2014.12.10,등록결정(일반)
파장 선택적 광열변환 필름 및 이를 이용한 OLED용 전사 필름(LIGHT TO HEAT CONVERSION FILM WITH WAVELENGTH SELECTIVITY AND TRANSFER FILM FOR OLED USING THE SAME),주식회사 엘지화학(서울특별시 영등포구...),2014.11.13,등록결정(재심사후)
납 자동 주입기(Automatic Lead Injector),주식회사 엘지화학(서울특별시 영등포구...),2009.08.26,등록결정(일반)
OLED 표시 장치 및 그의 구동 방법(ORGANIC LIGHT EMITTING DIODE DISPLAY DEVICE AND DRIVING METHOD THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2012.12.28,등록결정(일반)
새도우 마스크 제조 방법 및 이를 이용한 OLED 소자 제조 방법(Method for manufacturing shadow mask and method for manufacturing OLED device using the same),엘지디스플레이 주식회사(서울특별시 영등포구...),2014.12.24,등록결정(일반)
냉장고 도어의 리드와이어 연결구조(Lead wire connecting structure of door for refrigerator),엘지전자 주식회사(서울특별시 영등포구...),2003.11.10,등록결정(일반)
OLED 표시패널과 이를 이용한 OLED 표시 장치(Organic Light Emitting Diode display panel and Organic Light Emitting Diode display device using the same),엘지디스플레이 주식회사(서울특별시 영등포구...),2018.08.17,
드럼세탁기의 리드와이어 고정구조(Structure for fixing of lead wire in drum-washer),엘지전자 주식회사(서울특별시 영등포구...),2004.04.20,등록결정(일반)
LCD 어셈블리의 케이블 인출 구조를 갖는 가전제품(home appliance having structure for leading cable in Liquid Crystal Display Assembly),엘지전자 주식회사(서울특별시 영등포구...),2002.11.29,등록결정(일반)
건조겸용 드럼세탁기의 팬모터 리드 와이어 고정 장치(Support Apparatus for Lead Wire of Fan Motor in DrumType Washer),엘지전자 주식회사(서울특별시 영등포구...),2004.04.20,취하(심사미청구)
모터의 고정자권선 연결장치(Connecting Device of Stator Lead Wire for Motor),엘지전자 주식회사(서울특별시 영등포구...),2009.04.02,등록결정(일반)
OLED 화소 증착을 위한 증착용 마스크 제조 방법(A FABRICATION METHOD OF DEPOSITION MASK FOR OLED PIXEL DEPOSITION),엘지이노텍 주식회사(서울특별시 강서구...),2020.04.22,
세탁기의 조작부 배선 결선장치(device for binding lead wire of controller in washingmachine),엘지전자 주식회사(서울특별시 영등포구...),2000.12.30,취하(심사미청구)
OLED 화소 증착을 위한 금속 재질의 증착용 마스크 및 증착용 마스크의 제조방법(A DEPOSITION MASK OF METAL MATERIAL FOR OLED PIXEL DEPOSITION AND METHOD FOR MANUFACTURING OF THE SAME),엘지이노텍 주식회사(서울특별시 강서구...),2020.04.07,
"리드프레임, 그를 이용한 발광 소자 패키지 및 그의 제조방법(Lead frame , light emitting device package using thesame and fabricating method thereof)",엘지전자 주식회사(서울특별시 영등포구...)|엘지이노텍 주식회사(서울특별시 강서구...),2005.12.15,등록결정(일반)
OLED 화소 증착을 위한 증착용 마스크 제조 방법(A FABRICATION METHOD OF DEPOSITION MASK FOR OLED PIXEL DEPOSITION),엘지이노텍 주식회사(서울특별시 강서구...),2020.03.20,
OLED용 메탈 마스크 및 OLED용 메탈 마스크 가공 장치(A metal mask for OLED and a metal mask maching apparatus for OLED),엘지전자 주식회사(서울특별시 영등포구...),2016.03.31,등록결정(일반)
OLED 화소 증착을 위한 금속판 재질의 증착용 마스크 및 이의 제조방법(A DEPOSITION MASK OF METAL PLATE MATERIAL FOR OLED PIXEL DEPOSITION AND METHOD FOR MANUFACTURING OF THE SAME),엘지이노텍 주식회사(서울특별시 강서구...),2018.09.20,
배터리 셀의 전극 리드 가접 지그(ELECTRODE LEAD TACK WELDING JIG OF BATTERY CELL),주식회사 엘지에너지솔루션(서울특별시 영등포구...),2019.01.08,
OLED 증착 마스크용 금속 기판 및 OLED 증착용 마스크(A METAL SUBSTRATE FOR DEPOSITION MASK FOR OLED PIXEL DEPOSITION AND OLED PIXEL DEPOSITION MASK),엘지이노텍 주식회사(서울특별시 강서구...),2020.02.18,
OLED 표시 장치 및 그 구동 방법(ORGANIC LIGHT EMITTING DIODE AND DRIVING METHOD OF THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2014.12.26,등록결정(일반)
전지셀의 활성화 공정에서 전극 리드에 대한 접촉성을 개선할 수 있는 구조를 포함하는 그립핑 장치(Gripping Device Having Structure Capable of Improving Contact Property to Electrode Lead in Activation Process of Battery Cell),주식회사 엘지에너지솔루션(서울특별시 영등포구...),2017.03.21,등록결정(일반)
OLED 디스플레이 패널 및 OLED 디스플레이 장치(OLED display panel and OLED display apparatus),엘지전자 주식회사(서울특별시 영등포구...),2020.02.12,
스팟 용접용 지그(Spot welding Jig for electrode lead),주식회사 엘지에너지솔루션(서울특별시 영등포구...),2018.02.12,등록결정(일반)
OLED 화소 증착을 위한 금속 재질의 증착용 마스크(A DEPOSITION MASK OF METAL MATERIAL FOR OLED PIXEL DEPOSITION),엘지이노텍 주식회사(서울특별시 강서구...),2020.01.22,
OLED 화소 증착을 위한 금속 재질의 증착용 마스크(A DEPOSITION MASK OF METAL MATERIAL FOR OLED PIXEL DEPOSITION),엘지이노텍 주식회사(서울특별시 강서구...),2020.01.21,
OLED 화소 증착을 위한 금속 재질의 증착용 마스크 및 OLED 패널 제조 방법(A DEPOSITION MASK OF METAL MATERIAL FOR OLED PIXEL DEPOSITION AND OLED DISPLAY PANEL FABRICATION METHOD),엘지이노텍 주식회사(서울특별시 강서구...),2020.01.16,
OLED 표시 장치 및 구동 방법(Organic light emitting diode display device and method for driving the same),엘지디스플레이 주식회사(서울특별시 영등포구...),2017.04.25,등록결정(일반)
커넥터 리드 와이어 정리를 위한 편향요크의 홀더구조(HOLDER STRUCTURE OF CONNECTOR LEAD WIRE FOR ARRANGEMENT INA DEFLECTION YOKE),엘지전자 주식회사(서울특별시 영등포구...),1999.02.05,등록결정(일반)
