발명의명칭,출원인,출원일자,심사진행상태
반도체 기억 소자의 워드라인 드라이버 회로(WORD LINE DRIVER OF S-RAM),에스케이하이닉스 주식회사(경기도 이천시...),1993.07.02,등록결정(일반)
스태틱램셀제조방법(METHOD OF MANUFACTURING A STATIC RAM CELL),에스케이하이닉스 주식회사(경기도 이천시...),1993.07.07,등록결정(일반)
디램(DRAM)셀의전하저장전극제조방법(METHOD OF MAKING A CHARGE STORAGE NODE IN DRAM CELL),에스케이하이닉스 주식회사(경기도 이천시...),1993.06.17,등록결정(일반)
디코더에이용되는SRAM읽기어드레스발생기(),에스케이하이닉스 주식회사(경기도 이천시...),1992.12.31,취하(심사미청구)
디램(DRAM)제조방법(MANUFACTURING METHOD OF DRAM),에스케이하이닉스 주식회사(경기도 이천시...),1992.12.30,등록결정(일반)
다이나믹램리프레쉬시스템(DYNAMIC RAM(DRAM)REFRESH SYSTEM),에스케이하이닉스 주식회사(경기도 이천시...),1992.12.30,등록결정(일반)
상태다이어그램방식을이용한DRAM콘트롤시스템및그운용방법(DRAM CONTROL SYSTEM USING STATE DIAGRAM MODE AND ITS OPERATION METHOD),에스케이하이닉스 주식회사(경기도 이천시...),1992.12.30,등록결정(일반)
좌표지정을이용한비디오램인터페이스제어회로(VIDEO RAM INTERFACE CONTROL CIRCUIT USING DESIGNATION OF COORDINATE),에스케이하이닉스 주식회사(경기도 이천시...),1992.12.29,등록결정(일반)
박막트랜지스터스태틱램(TFTSRAM)제조방법(METHOD OF MANUFACTURING A TFT SRAM),에스케이하이닉스 주식회사(경기도 이천시...),1992.10.30,등록결정(일반)
반도체집적소자의디램(DRAM)제조방법(DRAM MANUFACTURE METHOD),에스케이하이닉스 주식회사(경기도 이천시...),1992.10.24,등록결정(일반)
저전력소비형다이나믹램(LOW POWER CONSUMPTION DYNAMIC RAM),에스케이하이닉스 주식회사(경기도 이천시...),1992.06.24,등록결정(일반)
다이오드특성을이용한DRAM메모리셀(),에스케이하이닉스 주식회사(경기도 이천시...),1992.06.03,거절결정(일반)
박막트랜지스터형SRAM셀의형성시역방향기생PN다이오드제거방법(THIN FILM TRANSISTOR TYPE SRAM CELL),에스케이하이닉스 주식회사(경기도 이천시...),1992.04.17,등록결정(일반)
비트라인콘택및캐패시터콘택을가진DRAM(DRAM USING A BIT LINE CONTACT OR CAPACITOR CONTACT),에스케이하이닉스 주식회사(경기도 이천시...),1992.04.17,등록결정(일반)
박막트랜지스터형SRAM셀의노우드접촉형성시순방향기생PN다이오드제거방법(THIN FILM TRANSISTOR TYPE SRAM CELL),에스케이하이닉스 주식회사(경기도 이천시...),1992.03.27,등록결정(일반)
DRAM셀및그제조방법(DRAM CELL AND FABRICATING METHOD THEREOF),에스케이하이닉스 주식회사(경기도 이천시...),1992.03.11,등록결정(일반)
워드라인매립형DRAM셀및그제조방법(WORD-LINE BURIED TYPE DRAM CELL AND THE MANUFACTURING METHOD THEREOF),에스케이하이닉스 주식회사(경기도 이천시...),1991.12.31,등록결정(일반)
DRAM셀및그제조방법(DRAM CELL AND FABRICATING METHOD THEREOF),에스케이하이닉스 주식회사(경기도 이천시...),1991.12.28,등록결정(일반)
다이나믹램의다비트병렬테스트구조(MULTI-BIT PARALLEL TEST STRUCTURE OF DYNAMIC RAM),에스케이하이닉스 주식회사(경기도 이천시...),1991.12.27,등록결정(일반)
DRAM셀의전하저장전극형성방법(),에스케이하이닉스 주식회사(경기도 이천시...),1991.12.20,거절결정(일반)
수직형트랜지스터를갖는DRAM셀및그제조방법(DRAM CELL HAVING A VERTICAL TRANSISTOR AND FABRICATING METHOD THEREOF),에스케이하이닉스 주식회사(경기도 이천시...),1991.09.26,등록결정(일반)
DRAM셀의비트라인콘택제조방법(),에스케이하이닉스 주식회사(경기도 이천시...),1991.08.14,거절결정(일반)
DRAM셀및그제조방법(DRAM CELL AND FABRICATING METHOD THEREOF),에스케이하이닉스 주식회사(경기도 이천시...),1991.08.21,등록결정(일반)
SRAM의메모리코아회로(MEMORY CORE CIRCUIT OF SRAM),에스케이하이닉스 주식회사(경기도 이천시...),1991.07.16,등록결정(일반)
PPL셀로구성한SRAM소자및그제조방법(SRAM DEVICE HAVING A PPL CELL AND METHOD OF MANUFACTURING THEREFOR),에스케이하이닉스 주식회사(경기도 이천시...),1991.06.07,등록결정(일반)
SRAM소자용부하저항체및그제조방법(LOAD RESISTOR FOR SRAM DEVICE AND FABRICATING METHOD THEREOF),에스케이하이닉스 주식회사(경기도 이천시...),1991.05.03,등록결정(일반)
센싱동작을고속화한DRAM(DRAM ENHANCED THE SPEED OF SENSING OPERATION),에스케이하이닉스 주식회사(경기도 이천시...),1990.11.30,등록결정(일반)
고부하저항체를갖는SRAM및그제조방법(SRAM HAVING A RESISTANCE RESISTOR AND FABRICATING METHOD THEREOF),에스케이하이닉스 주식회사(경기도 이천시...),1990.09.28,등록결정(심사전치후)
동작상태변화에의한오동작방지회로를부가한SRAM(SRAM ADDED ERROR PREVENTING CIRCUIT BY THE VARIATION OF OPERATION),에스케이하이닉스 주식회사(경기도 이천시...),1990.08.14,등록결정(일반)
고부하저항기를갖는SRAM장치(METHOD OF FABRICATING A RESISTOR FOR SRAM),에스케이하이닉스 주식회사(경기도 이천시...),1990.07.18,등록결정(일반)
DRAM셀제조방법(METHOD FOR MANUFACTURING A DRAM CELL),에스케이하이닉스 주식회사(경기도 이천시...),1990.05.30,등록결정(일반)
DRAM셀및그제조방법(DYNAMIC RANDOM ACCESS MEMORY AND METHOD OF PRODUCING THE SAME),에스케이하이닉스 주식회사(경기도 이천시...),1990.05.18,등록결정(일반)
DRAM셀의스택캐패시터제조방법(MANUFACTURING METHOD OF DRAM CELL STACK CAPACITOR),에스케이하이닉스 주식회사(경기도 이천시...),1989.11.30,등록결정(일반)
다이나믹램의센스증폭기용래칭부(LATCHING UNIT FOR SENSE AMPLIFIER OF D-RAM),에스케이하이닉스 주식회사(경기도 이천시...),1989.09.08,등록결정(일반)
반도체소자에음전하를공급하기위한VBB발생기(VBB GENERATOR FOR PROVIDING TRUE CHARGE TO D-RAM),에스케이하이닉스 주식회사(경기도 이천시...),1989.02.03,등록결정(일반)
SDTAS구조로이루어진DRAM셀및그제조방법(MANUFACTURING METHOD OF DRAM WITH SDTAS STRUCTURE),에스케이하이닉스 주식회사(경기도 이천시...),1988.09.22,등록결정(일반)
SDTSAC구조로이루어진DRAM셀및그제조방법(MANUFACTURING METHOD OF DRAM CELL WITH SDTSAC STRUCTURE),에스케이하이닉스 주식회사(경기도 이천시...),1988.09.22,등록결정(일반)
