발명의명칭,출원인,출원일자,심사진행상태
스택형 피엔 다이오드를 이용한 상변환 기억 소자 및 그의제조방법(Phase change RAM device using stack type PN diode andmethod for manufacturing the same),에스케이하이닉스 주식회사(경기도 이천시...),2004.06.30,취하(심사미청구)
피엔 다이오드를 이용한 상변환 기억 소자 및 그의 제조방법(Phase change RAM device using PN diode and method ofmanufacturing the same),에스케이하이닉스 주식회사(경기도 이천시...),2004.06.30,취하(심사미청구)
피엔 다이오드를 이용한 상변환 기억 소자(Phase change RAM device using PN diode),에스케이하이닉스 주식회사(경기도 이천시...),2004.06.30,취하(심사미청구)
DRAM 셀 트랜지스터 제조 방법(Method for fabricating a DRAM cell Transistor),에스케이하이닉스 주식회사(경기도 이천시...),2004.04.20,등록결정(일반)
PSRAM의 액티브 제어회로(Active control circuit of pseudo Static Random AccessMemory),에스케이하이닉스 주식회사(경기도 이천시...),2004.04.13,등록결정(일반)
고주파 DRAM용 입출력라인 센스 앰프(INPUT/OUTPUT LINE SENSE AMP FOR HIGH FREQUENCY DRAM),에스케이하이닉스 주식회사(경기도 이천시...),2003.04.29,등록결정(일반)
자기저항 램(Magnetoresistive RAM),에스케이하이닉스 주식회사(경기도 이천시...),2002.09.04,등록결정(일반)
6F2 DRAM 셀을 구비한 반도체 메모리 소자(A semiconductor device having 6F2 DRAM cell),에스케이하이닉스 주식회사(경기도 이천시...),2002.05.31,등록결정(일반)
자기저항 램 및 그 제조방법(Magnetoresistive RAM and manufacturing method therefor),에스케이하이닉스 주식회사(경기도 이천시...),2001.12.28,등록결정(일반)
강유전체 메모리 소자 및 그 제조 방법(Ferroelectric RAM and method for fabricating the same),에스케이하이닉스 주식회사(경기도 이천시...),2001.12.29,등록결정(일반)
강유전체 메모리 셀어레이(Ferroelectric RAM cell array),에스케이하이닉스 주식회사(경기도 이천시...),2001.12.29,등록결정(일반)
강유전체 메모리 소자 및 그 제조 방법(Ferroelectric RAM and method for fabricating the same),에스케이하이닉스 주식회사(경기도 이천시...),2001.12.29,등록결정(일반)
자기 저항 램(Magnetoresistive RAM),에스케이하이닉스 주식회사(경기도 이천시...),2001.12.07,등록결정(일반)
자기 저항 램(Magnetoresistive RAM),에스케이하이닉스 주식회사(경기도 이천시...),2001.12.07,등록결정(일반)
자기저항 램(Magnetoresistive RAM),에스케이하이닉스 주식회사(경기도 이천시...),2001.12.07,등록결정(일반)
자기저항 램(Magnetoresistive RAM),에스케이하이닉스 주식회사(경기도 이천시...),2001.12.07,등록결정(일반)
자기저항 램(Magnetoresistive RAM),에스케이하이닉스 주식회사(경기도 이천시...),2001.12.07,등록결정(일반)
디램(DRAM) 셀 및 그의 제조 방법(DRAM cell and method for manufacturing the same),에스케이하이닉스 주식회사(경기도 이천시...),2001.06.30,등록결정(일반)
"자기저항램과 그의 셀 및 셀 어레이(Magnetoresistive RAM, cell and array thereof)",에스케이하이닉스 주식회사(경기도 이천시...),2001.06.30,등록결정(일반)
마그네틱 램(Magnetoresistive RAM),에스케이하이닉스 주식회사(경기도 이천시...),2001.06.30,등록결정(일반)
디디알 메모리의 입력 장치(Input device of Double data rate RAM),에스케이하이닉스 주식회사(경기도 이천시...),2001.06.30,등록결정(일반)
"자기저항램과 그의 셀 및 셀 어레이(Magnetoresistive RAM, cell and array thereof)",에스케이하이닉스 주식회사(경기도 이천시...),2001.06.30,등록결정(일반)
에스램(SRAM)의 전원 전압 제어 회로(Circuit for Controlling Power Voltage of Static RandomAccess Memory),에스케이하이닉스 주식회사(경기도 이천시...),2001.05.18,등록결정(일반)
억세스 시간의 선택적 조정 기능을 갖는 램 억세스 장치(RAM ACCESS DEVICE FOR ADJUSTING ACCESS TIME OPTIONALLY),에스케이하이닉스 주식회사(경기도 이천시...),2000.12.30,등록결정(일반)
SRAM의 셀 레이소에 따라 전압레벨을 제어하는부트스트랩 회로(Bootstrap circuit for controlling voltage levelthereof acording to cell ratio of SRAM),에스케이하이닉스 주식회사(경기도 이천시...),2000.12.29,등록결정(일반)
DRAM 셀 및 그의 제조 방법(DRAM cell and Method for manufacturing the same),에스케이하이닉스 주식회사(경기도 이천시...),2000.12.28,등록결정(일반)
확장된 램 억세스 명령어를 억세스하는 시간을 향상시킨램 억세스 장치(RAM ACCESS DEVICE FOR IMPROVING ACCESS TIME OFEXTENDED RAM ACCESS CODE),에스케이하이닉스 주식회사(경기도 이천시...),2000.08.18,등록결정(일반)
디램(DRAM) 셀 캐패시터의 제조 방법(Method for manufacturing dram cell capacitor),에스케이하이닉스 주식회사(경기도 이천시...),1999.12.31,등록결정(일반)
에스지램(SGRAM)의 라이트 구동장치(write for driving equipment of SGRAM),에스케이하이닉스 주식회사(경기도 이천시...),1999.12.30,등록결정(일반)
에스램(SRAM)소자의 제조방법(Method for fabricating an SRAM device),에스케이하이닉스 주식회사(경기도 이천시...),1999.12.31,등록결정(일반)
디램(DRAM) 셀 캐패시터의 제조 방법(Method for manufacturing DRAM cell capacitor),에스케이하이닉스 주식회사(경기도 이천시...),1999.12.30,등록결정(일반)
강유전체 메모리 장치에서의 기준 전압 생성 장치 및 그생성 방법(An apparatus and method for generating a referencevoltage in ferroelectric RAM),에스케이하이닉스 주식회사(경기도 이천시...),1999.12.28,등록결정(일반)
다중포트 램에서의 내장형 자기진단 방법(BUILT-IN-SELF-TEST METHOD IN MULTI-PORT RAM),에스케이하이닉스 주식회사(경기도 이천시...),1999.12.29,등록결정(일반)
게이트 전극 사이의 불순물 확산을 감소시키기 위한SRAM 소자의 제조 방법(METHOD OF FABRICATING SRAM DEVICE FOR DIMINISHINGIMPURITY INTERDIFFUSION BETWEEN GATE ELECTRODES OF THAT),에스케이하이닉스 주식회사(경기도 이천시...),1999.12.27,등록결정(일반)
콘택홀 마진을 확보하기 위한 SRAM 소자의 제조 방법(METHOD OF FABRICATING SRAM DEVICE FOR ENSURING CONTACTHOLE MARGIN),에스케이하이닉스 주식회사(경기도 이천시...),1999.12.27,취하(심사미청구)
듀얼 게이트 전극 사이의 불순물 확산을 방지하기 위한SRAM 소자의 제조 방법(METHOD OF FABRICATING SRAM DEVICE FOR PROTECTINGIMPURITY INTERDIFFUSION BETWEEN DUAL GATE ELECTRODESOF THAT),에스케이하이닉스 주식회사(경기도 이천시...),1999.12.24,취하(심사미청구)
SRAM의 MOS 트랜지스터 및 박막 트랜지스터의게이트전극 형성방법(Method for forming SRAM MOS transistor and Thin FilmTransistor gate),에스케이하이닉스 주식회사(경기도 이천시...),1999.12.17,등록결정(일반)
열처리 공정을 통하여 불순물을 확산시키는 SRAM소자의 제조 방법(METHOD OF FABRICATING SRAM DEVICE USING IMPURITYDIFFUSION BY THERMAL PROCESS),에스케이하이닉스 주식회사(경기도 이천시...),1999.12.14,등록결정(일반)
스태틱 램의 테스트 패턴(Test pattern of Static-RAM),에스케이하이닉스 주식회사(경기도 이천시...),1999.12.09,등록결정(일반)
강유전체 메모리 장치 및 그의 구동방법(A ferroelectric RAM and driving method thereof),에스케이하이닉스 주식회사(경기도 이천시...),1999.06.28,등록결정(일반)
SDRAM(SYNCHRONOUS DYNAMIC RANDOM ACCESS MEMORY),에스케이하이닉스 주식회사(경기도 이천시...),1999.06.28,등록결정(일반)
복합 반도체장치 SDRAM 범용 입출력 모듈(macro input/output module for SDRAM of memory merged logic),에스케이하이닉스 주식회사(경기도 이천시...),1999.04.22,등록결정(일반)
평면 홀 효과를 이용한 자기 메모리 기본 소자(Magnetic RAM cell usingplanar hall effect),에스케이하이닉스 주식회사(경기도 이천시...),1999.01.08,취하(심사미청구)
DRAM의 음전위 워드라인 전압 공급회로(CIRCUIT FOR SUPPLYING NEGATIVE POTENTIAL WORD LINE VOLTAGE OF DRAM),에스케이하이닉스 주식회사(경기도 이천시...),1998.12.30,등록결정(일반)
강유전체램의캐패시터제조방법(METHOD FOR MANUFACTURING CAPACITOR OF FERROELECTRIC RAM),에스케이하이닉스 주식회사(경기도 이천시...),1998.10.22,등록결정(일반)
강유전체램 소자의 제조방법(METHOD FOR MANUFACTURING A FERROELECTRIC RAM),에스케이하이닉스 주식회사(경기도 이천시...),1998.10.29,등록결정(일반)
강유전체 램의 캐패시터 제조방법(METHOD FOR FABRICATING CAPACITOR OF FERROELECTRIC RAM),에스케이하이닉스 주식회사(경기도 이천시...),1998.10.13,등록결정(일반)
강유전체램의캐패시터제조방법(METHOD FOR MANUFACTURING CAPACITOR OF FERROELECTRIC RAM),에스케이하이닉스 주식회사(경기도 이천시...),1998.10.22,등록결정(일반)
강유전체 램의 캐패시터 제조방법(METHOD FOR MANUFACTURING CAPACITOR OF FERROELECTRIC RAM),에스케이하이닉스 주식회사(경기도 이천시...),1998.10.22,거절결정(일반)
강유전체 램의 캐패시터 제조방법(METHOD FOR FABRICATING CAPACITOR OF FERRO ELECTRIC RAM),에스케이하이닉스 주식회사(경기도 이천시...),1998.10.14,취하(심사미청구)
강유전체 램의 캐패시터 제조방법(METHOD FOR MANUFACTURING CAPACITOR OF FERROELECTRIC RAM),에스케이하이닉스 주식회사(경기도 이천시...),1998.10.22,취하(심사미청구)
강유전체 램의 캐패시터 제조방법(METHOD FOR FABRICATING CAPACITOR OF FERRO ELECTRIC RAM),에스케이하이닉스 주식회사(경기도 이천시...),1998.10.13,취하(심사미청구)
강유전체 램의 캐패시터 제조방법(METHOD FOR FABRICATING CAPACITOR OF FERROELECTRIC RAM),에스케이하이닉스 주식회사(경기도 이천시...),1998.10.13,취하(심사미청구)
멀티-밀도(Multi-density) 싱크-링크 디램(SLDRAM) 제어회로(CIRCUIT FOR CONTROLLING MULTI-DENSITY SINK-RINK DRAM),에스케이하이닉스 주식회사(경기도 이천시...),1998.06.30,등록결정(일반)
스태틱램의 비트라인 클램핑회로(BIT LINE CLAMPING CIRCUIT OF STATIC RAM),에스케이하이닉스 주식회사(경기도 이천시...),1998.06.15,등록결정(일반)
133MHzSDRAM의테스트장치및그테스트방법(TEST EQUIPMENT OF 133MHZ SDRAM AND TEST METHOD THEREOF),에스케이하이닉스 주식회사(경기도 이천시...),1998.05.14,등록결정(일반)
"EDO DRAM 모듈의 불량소자 검출기(DEFECTIVE DEVICE DETECTOR OF EDO DRAM MODULE, CAPABLE OF DISPLAYING VALUE OF DATA AND ADDRESS WHEN ERROR OCCURS)",에스케이하이닉스 주식회사(경기도 이천시...),1997.12.30,등록결정(일반)
동기식 램의 내부클럭버퍼 스트로빙신호 발생회로(INTERNAL CLOCK BUFFER STROBING SIGNAL GENERATION CIRCUIT OF SYNCHRONOUS RAM FOR IMPROVING OPERATION SPEED),에스케이하이닉스 주식회사(경기도 이천시...),1997.12.27,등록결정(일반)
듀얼 포트 램을 이용한 데이타 분할 및 재조립 장치와 그 제어 방법(Device and method for dividing and recombining data using dual port ram),에스케이하이닉스 주식회사(경기도 이천시...),1997.06.10,등록결정(일반)
여분의데이터램을구비한캐쉬메모리장치(A CACHE MEMORY DEVICE HAVING EXCESS DATA RAM),에스케이하이닉스 주식회사(경기도 이천시...),1997.05.08,등록결정(일반)
강유전체 램 제조 방법(ferrodielectronics ram fabrication method),에스케이하이닉스 주식회사(경기도 이천시...),1996.06.29,등록결정(일반)
강유전체 램 제조방법(MANUFACTURING METHOD OF FERRO-ELECTRIC RAM),에스케이하이닉스 주식회사(경기도 이천시...),1996.06.28,등록결정(일반)
스태틱 램 제조 방법(FABRICATION METHOD OF STATIC RAM CELL),에스케이하이닉스 주식회사(경기도 이천시...),1995.12.29,등록결정(일반)
스태틱 램 제조 방법(FABRICATION METHOD OF STATIC RAM),에스케이하이닉스 주식회사(경기도 이천시...),1995.12.16,등록결정(일반)
파이포형식의램및그구현방법(FIFO TYPE RAM AND METHOD FOR EMBODYING THEREOF),에스케이하이닉스 주식회사(경기도 이천시...),1995.11.17,등록결정(일반)
다이나믹램의전하저장전극콘택방법(STORAGE NODE CONTACT METHOD OF DYNAMIC RAM),에스케이하이닉스 주식회사(경기도 이천시...),1995.11.06,등록결정(일반)
동기식스태틱램(SYNCHRONOUS STATIC RAM),에스케이하이닉스 주식회사(경기도 이천시...),1995.05.23,등록결정(일반)
디램(DRAM) 소자의 적층형 캐패시터 제조 방법(METHOD FOR MANUFACTURING STACKED CAPACITOR OF DRAM DEVICE),에스케이하이닉스 주식회사(경기도 이천시...),1995.05.16,등록결정(일반)
듀얼포트램을이용한펄스부호변조다중접속및스위칭장치(PCM switch using dualport RAM),에스케이하이닉스 주식회사(경기도 이천시...),1995.04.11,등록결정(일반)
스택틱램셀제조방법(MANUFACTURING METHOD OF A STATIC RAM),에스케이하이닉스 주식회사(경기도 이천시...),1994.06.23,등록결정(일반)
색상파렛트램을포함하는멀티미디어용디지틀/아날로그변환장치(A DIGITAL/ANALOGUE CONVERTER INCLUDING A CHROMINANCE PALETTE RAM),에스케이하이닉스 주식회사(경기도 이천시...),1993.10.19,등록결정(일반)
셀비율이향상된SRAM셀제조방법(),에스케이하이닉스 주식회사(경기도 이천시...),1992.08.29,취하(심사미청구)
박막트랜지스터형SRAM셀형성시기생PN다이오드제거방법(THIN FILM TRANSITOR TYPE SRAM CELL),에스케이하이닉스 주식회사(경기도 이천시...),1992.03.27,등록결정(일반)
다이내믹램의메모리셀및셀어레이의배열구조(MEMORY CELL OF DYNAMIC RAM AND ARRANGEMENT STRUCTURE OF THE CELL ARRAY),에스케이하이닉스 주식회사(경기도 이천시...),1991.11.29,등록결정(일반)
DRAM의워드선구동회로(WORD LINE DRIVING CIRCUIT OF DRAM),에스케이하이닉스 주식회사(경기도 이천시...),1991.10.21,등록결정(일반)
DRAM의센스증폭회로(SENSE-AMP CIRCUIT OF DRAM),에스케이하이닉스 주식회사(경기도 이천시...),1990.11.30,등록결정(일반)
SRAM의비트선충전회로(BIT LINE CHARGING CIRCUIT OF SRAM),에스케이하이닉스 주식회사(경기도 이천시...),1990.08.28,등록결정(일반)
SRAM의비트선풀업회로(BIT LINE PULL-UP CIRCUIT IN SRAM),에스케이하이닉스 주식회사(경기도 이천시...),1990.05.18,등록결정(일반)
듀얼포트램의중재회로(DUAL PORT RAM ARBITRATION CIRCUIT),에스케이하이닉스 주식회사(경기도 이천시...),1989.01.25,등록결정(일반)
"DRAM용 커패시터, 이를 포함하는 DRAM 및 이들의 제조 방법(Capacitor for dynamic random access memory, DRAM including the same and methods of fabricating thereof)",에스케이하이닉스 주식회사(경기도 이천시...)|한국과학기술원(대전광역시 유성구...),2021.02.03,
DRAM의 웰 구조(DRAM Well Structure),에스케이하이닉스 주식회사(경기도 이천시...),2004.04.21,취하(심사미청구)
SDRAM모듈 호환형 멀티피씨비(),에스케이하이닉스 주식회사(경기도 이천시...),1997.12.23,취하(심사미청구)
SRAM의스탠바이모드에서데이터백업회로(DATA BACK-UP CIRCUIT OF SRAM),에스케이하이닉스 주식회사(경기도 이천시...),1994.11.29,등록결정(일반)
상변화 기억 소자 및 그 제조방법(Phase Change RAM device and method of manufacturing the same),에스케이하이닉스 주식회사(경기도 이천시...),2009.04.03,거절결정(일반)
"메모리 소자 및 이의 제조 방법, 비휘발성 ReRAM 소자및 이의 제조방법(MEMORY DEVICE AND METHOD OF FABRICATION THEREOF, NON-VOLATILE RERAM DEVICES AND METHOD OF FABRICATION THEREOF)",에스케이하이닉스 주식회사(경기도 이천시...),2008.02.04,거절결정(일반)
저항 변화 메모리 소자 및 그 제조방법(Resistance RAM device and method of manufacturing the same),에스케이하이닉스 주식회사(경기도 이천시...),2007.08.03,취하(심사미청구)
연속 버스트 모드 동작이 가능한 슈도 SRAM의 워드라인제어 회로(Word line control circuit of Pseudo SRAM for continuousburst mode operation),에스케이하이닉스 주식회사(경기도 이천시...),2006.04.17,취하(심사미청구)
SRAM의밧데리백업장치(),에스케이하이닉스 주식회사(경기도 이천시...),1991.09.24,거절결정(일반)
PSRAM의 프리차지 제어회로(Precharge control circuit of Pseudo Static RandomAccess Memory),에스케이하이닉스 주식회사(경기도 이천시...),2004.04.20,취하(심사미청구)
DRAM 소자의 제조 방법(Method for fabricating a DRAM cell),에스케이하이닉스 주식회사(경기도 이천시...),2004.04.20,취하(심사미청구)
DRAM 소자의 제조 방법(Method for fabricating a DRAM cell),에스케이하이닉스 주식회사(경기도 이천시...),2004.04.20,취하(심사미청구)
DRAM 소자의 테스트 패턴 제조 방법(Method for fabricating a test pattern for a DRAM cell),에스케이하이닉스 주식회사(경기도 이천시...),2004.04.20,취하(심사미청구)
기판에 매립된 비트 라인을 갖는 DRAM Cell 제조 방법(Method of manufacturing DRAM cell having bit line embedded in semiconductor substrate),에스케이하이닉스 주식회사(경기도 이천시...),2003.11.01,취하(심사미청구)
DDR SDRAM에서의 포스트앰블 링잉 현상 방지 방법(A method for masking the postamble ringing in DDR SDRAM),에스케이하이닉스 주식회사(경기도 이천시...),2003.06.30,취하(심사미청구)
DDR SDRAM 에서의 라이트 리커버리 시간 개선 방법(A method for improving the write recovery time in DDRSDRAM),에스케이하이닉스 주식회사(경기도 이천시...),2003.06.27,취하(심사미청구)
에스램(SRAM)의 제조 방법(Method for manufacturing a SRAM),에스케이하이닉스 주식회사(경기도 이천시...),2002.07.18,취하(심사미청구)
MRAM의 센싱 마진 제어 장치(Device for controlling sensing margin ofmagnetoresistive random access memory),에스케이하이닉스 주식회사(경기도 이천시...),2002.07.12,취소환송후 재거절결정
디램(DRAM) 셀 및 그의 제조 방법(A DRAM cell and method for manufacturing the same),에스케이하이닉스 주식회사(경기도 이천시...),2002.06.29,취하(심사미청구)
디램(DRAM) 셀 트랜지스터의 제조 방법(Method for manufacturing a DRAM cell),에스케이하이닉스 주식회사(경기도 이천시...),2002.06.24,취하(심사미청구)
디램(DRAM) 셀의 제조 방법(Method for manufacturing a DRAM cell),에스케이하이닉스 주식회사(경기도 이천시...),2001.12.31,취하(심사미청구)
에프이램(FeRAM)의 캐패시터 제조 방법(Method for manufacturing a capacitor of FerroelectricRandom Access Memory),에스케이하이닉스 주식회사(경기도 이천시...),2001.12.31,거절결정(일반)
자기저항 램의 MTJ 제조 방법(Magnetic tennel junction manufacturing method ofmagnetoresistive RAM),에스케이하이닉스 주식회사(경기도 이천시...),2001.12.29,취하(심사미청구)
디램(DRAM) 셀의 제조 방법(Method for manufacturing a DRAM cell),에스케이하이닉스 주식회사(경기도 이천시...),2001.12.31,취하(심사미청구)
디램(DRAM) 셀의 제조 방법(Method for manufacturing a DRAM cell),에스케이하이닉스 주식회사(경기도 이천시...),2001.12.31,취하(심사미청구)
디램(DRAM) 셀의 제조 방법(Method for manufacturing a DRAM cell),에스케이하이닉스 주식회사(경기도 이천시...),2001.12.31,취하(심사미청구)
디램(DRAM) 셀의 제조 방법(Method for manufacturing a DRAM cell),에스케이하이닉스 주식회사(경기도 이천시...),2001.12.26,취하(심사미청구)
강유전체 메모리 소자의 제조 방법(Method for fabricating Ferroelectric RAM),에스케이하이닉스 주식회사(경기도 이천시...),2001.12.29,취하(심사미청구)
에스램(SRAM)의 제조 방법(Method for manufacturing a SRAM),에스케이하이닉스 주식회사(경기도 이천시...),2001.06.30,취하(심사미청구)
디램(DRAM) 셀의 제조 방법(Method for manufacturing a DRAM cell),에스케이하이닉스 주식회사(경기도 이천시...),2001.06.30,거절결정(일반)
SRAM의 제조 방법(Method for Manufacturing SRAM),에스케이하이닉스 주식회사(경기도 이천시...),2001.04.10,취하(심사미청구)
서브-블록 선택 어드레스 디코더 및 이를 이용한에스디램(SDRAM)의 리프레시 동작 방법(sub-block selection address decoder and method foroperating refresh of SDRAM using the same),에스케이하이닉스 주식회사(경기도 이천시...),2001.03.08,거절결정(일반)
FRAM의 게이트전극 구조 및 그 제조방법(Structure and Method for manufacturing gate of FRAM),에스케이하이닉스 주식회사(경기도 이천시...),2000.06.30,취하(심사미청구)
디램(DRAM) 셀 캐패시터의 제조 방법(Method for manufacturing dram cell capacitor),에스케이하이닉스 주식회사(경기도 이천시...),1999.12.31,취하(심사미청구)
전압 전송 스위치를 이용한 DRAM의 고전압 발생장치(Voltage up generator of DRAM using charge transferswitch),에스케이하이닉스 주식회사(경기도 이천시...),1999.12.30,취하(심사미청구)
디램(DRAM) 셀 캐패시터의 제조방법(Method for manufacturing dram cell capacitor),에스케이하이닉스 주식회사(경기도 이천시...),1999.12.31,취하(심사미청구)
SDRAM 장치(SDRAM device),에스케이하이닉스 주식회사(경기도 이천시...),1999.12.30,취하(심사미청구)
디램(DRAM) 셀 및 그의 제조 방법(DRAM cell and method for manufacturing the same),에스케이하이닉스 주식회사(경기도 이천시...),1999.12.28,취하(심사미청구)
DRAM의 비트라인 센싱 장치(Device for sensing bitline in DRAM),에스케이하이닉스 주식회사(경기도 이천시...),1999.12.27,취하(심사미청구)
SDRAM의 자동 칼럼 어드레스 발생방법(Method for generating automated column address inSDRAM),에스케이하이닉스 주식회사(경기도 이천시...),1999.12.29,취하(심사미청구)
반도체장치의 DRAM 제조방법(METHOD FOR MANUFACTURING DRAM OF A SEMICONDUCTOR DEVICE),에스케이하이닉스 주식회사(경기도 이천시...),1999.12.23,취하(심사미청구)
저전원용 SRAM장치(low power SRAM device),에스케이하이닉스 주식회사(경기도 이천시...),1999.07.02,취하(심사미청구)
SRAM 장치의 소모 전류 감소형 워드라인 승압회로(Word line Vpp Circuitry for reducing current in SRAMs),에스케이하이닉스 주식회사(경기도 이천시...),1999.04.19,취하(심사미청구)
센스 앰프의 출력 피이드백회로를 갖는 DRAM 장치(DRAM provided with output feedback circuitry of sence amplifier),에스케이하이닉스 주식회사(경기도 이천시...),1999.04.15,취하(심사미청구)
SDRAM의 불량 뱅크 검출방법(METHOD FOR DETECTING INFERIOR OF SDRAM),에스케이하이닉스 주식회사(경기도 이천시...),1998.12.30,취하(심사미청구)
SRAM의 리던던시 셀 선택회로(CIRCUIT FOR SELECTING REDUNDANCY CELL OF SRAM),에스케이하이닉스 주식회사(경기도 이천시...),1998.12.30,취하(심사미청구)
PNPN 다이오드를 갖는 SRAM 장치의 메모리 셀 구조 및그 형성 방법(MEMORY CELL STRUCTURE OF SDRAM HAVING PNPN DIODE AND MANUFACTURING METHOD THEREOF),에스케이하이닉스 주식회사(경기도 이천시...),1998.12.30,취하(심사미청구)
SRAM소자의 제조방법(FABRICATION METHOD OF SRAM DEVICE),에스케이하이닉스 주식회사(경기도 이천시...),1998.12.30,거절결정(일반)
강유전 디램의 콘택 홀 형성 방법(METHOD FOR FORMING CONTACT HOLE OF FERROELECTRIC D-RAM),에스케이하이닉스 주식회사(경기도 이천시...),1998.12.30,취하(심사미청구)
램버스 디램의 테스트 보드(TEST BOARD FOR RAM BUS DRAM),에스케이하이닉스 주식회사(경기도 이천시...),1998.12.17,취하(심사미청구)
디램의 셀 트랜지스터 제조방법_(CELL TRANSISTOR FABRICATION OF D RAM),에스케이하이닉스 주식회사(경기도 이천시...),1998.12.15,취하(심사미청구)
싱크로너스 DRAM의 버스트 모드 제어 회로(BURST MODE CONTROL CIRCUIT FOR A SYNCHRONOUS DRAM),에스케이하이닉스 주식회사(경기도 이천시...),1998.09.22,취하(심사미청구)
엔진전자시스템에서 램의 전류소모를 줄이기위한 장치 및 방법(DEVICE AND METHOD FOR REDUCING CURRENT CONSUMPTION OF RAM IN ENGINE MANAGEMENT SYSTEM),에스케이하이닉스 주식회사(경기도 이천시...),1998.08.21,취하(심사미청구)
DRAM의 리페어 회로(REPAIR CIRCUIT FOR DRAM),에스케이하이닉스 주식회사(경기도 이천시...),1998.06.30,거절결정(일반)
"SDRAM모듈의 불량소자 검출기(DEVICE FOR DETECTING A DEFECTED DEVICE OF AN SDRAM(SYNCHRONOUS DYNAMIC RANDOM ACCESS MEMORY), ESPECIALLY FOR DETECTING DEFECTS IN A DEFECTED MEMORY MODULE DURING INSTALLATION TEST OF A MEMORY MODULE)",에스케이하이닉스 주식회사(경기도 이천시...),1997.12.29,취하(심사미청구)
"저전압구동스태틱램(LOW VOLTAGE DRIVING STATIC RAM, ESPECIALLY FOR WRITING EXACT INFORMATION IN MEMORY CELL)",에스케이하이닉스 주식회사(경기도 이천시...),1997.12.29,거절결정(일반)
"디지털 비디오 디스크 플레이어의 동적램 제어 장치및 그방법(APPARATUS FOR CONTROLLING A DYNAMIC RAM(RANDOM-ACCESS MEMORY) OF A DIGITAL VIDEO DISC PLAYER BY PERFORMING A REFRESHING OPERATION FOR REPEATEDLY RECORDING DATA AT REGULAR TIME INTERVALS, AND A METHOD THEREOF)",에스케이하이닉스 주식회사(경기도 이천시...),1997.12.04,취하(심사미청구)
하이로드레지스터형 에스램 셀 제조 방법(METHOD FOR MANUFACTURING A HYDRO RESISTOR TYPE S RAM CELL CAPABLE OF PREVENTING LOSS OF A FIELD OXIDE LAYER BY FORMING AN ETCH PREVENTIVE SPACER HAVING ETCH SELECTIVITY IN A SIDE OF A VERTICAL STRUCTURE),에스케이하이닉스 주식회사(경기도 이천시...),1997.12.02,취하(심사미청구)
"진동방지용칩이 내장된 비디오 CD 플레이어(VIDEO CD PLAYER HAVING A VIBRATION PREVENTION CHIP, FOR NORMALLY DISPLAYING A SCREEN OF A VIDEO CD IN A COLLISION BY CONNECTING A PREDETERMINED VIBRATION PREVENTION CHIP TO A D RAM)",에스케이하이닉스 주식회사(경기도 이천시...),1997.12.02,취하(심사미청구)
반도체 DRAM 소자(),에스케이하이닉스 주식회사(경기도 이천시...),1997.06.25,거절결정(일반)
SRAM의 박막 트랜지스터 제조방법(),에스케이하이닉스 주식회사(경기도 이천시...),1995.12.30,취하(심사미청구)
저전압 고속 동작용 CMOS SRAM의 센스 증폭기(),에스케이하이닉스 주식회사(경기도 이천시...),1995.12.28,포기(등록결정전 포기서제출)
스태틱램의쓰기회복회로(WRITE RECOVERING CIRCUIT OF STATIC RAM),에스케이하이닉스 주식회사(경기도 이천시...),1995.05.17,등록결정(일반)
다이나믹램의셀및그제조방법(DYNAMIC RAM CELL AND FABRICATION METHOD),에스케이하이닉스 주식회사(경기도 이천시...),1995.05.17,등록결정(일반)
디램(DRAM)소자의적층형캐패시터제조방법(),에스케이하이닉스 주식회사(경기도 이천시...),1995.05.16,거절결정(일반)
패리티저장용디램에뮬레이션회로(THE EMULATION CIRCUIT FOR PARITY STORAGE D-RAM),에스케이하이닉스 주식회사(경기도 이천시...),1994.08.19,등록결정(일반)
동기식 디램의 히든 셀프리프레쉬 장치(SELF-REFRESHING UNIT IN SYNCHRONOUS DYNAMIC RAM),에스케이하이닉스 주식회사(경기도 이천시...),1994.05.20,등록결정(일반)
저전력 소모와 고속 동작을 갖는 스태택 램 셀(STATIC RAM CELL WITH LOW POWER AND HIGH SPEED),에스케이하이닉스 주식회사(경기도 이천시...),1994.04.22,등록결정(일반)
다이나믹램(DYNAMIC RAM),에스케이하이닉스 주식회사(경기도 이천시...),1994.03.31,등록결정(일반)
디램소자의 리프레쉬 장치(REFRESHER OF DYNAMIC RAM),에스케이하이닉스 주식회사(경기도 이천시...),1994.03.31,등록결정(일반)
다이나믹 램(DRAM)셀 및 그 제조 방법(MANUFACTURING METHOD OF DRAM CELL),에스케이하이닉스 주식회사(경기도 이천시...),1994.02.07,등록결정(일반)
디램제조방법(METHOD FOR FABRICATING DYNAMIC RAM),에스케이하이닉스 주식회사(경기도 이천시...),1994.02.07,등록결정(일반)
디램제조방법(MANUFACTURE OF D-RAM),에스케이하이닉스 주식회사(경기도 이천시...),1994.02.03,등록결정(일반)
에스램셀및제조방법(S-RAM CELL AND THE FABRICATING METHOD THEREOF),에스케이하이닉스 주식회사(경기도 이천시...),1993.12.23,등록결정(일반)
에스램소자제조방법(THE MANUFACTURING METHOD FOR S-RAM DEVICE),에스케이하이닉스 주식회사(경기도 이천시...),1993.10.20,등록결정(일반)
