발명의명칭,출원인,출원일자,심사진행상태
"이중 포트 집적회로 소자의 번-인 검사방법(BURN-IN TESTING METHOD OF DUAL-PORTED INTEGRATED CIRCUIT(IC) DEVICE, ESPECIALLY FOR EFFECTIVELY DETECTING INITIAL FALSE DATA TRANSFER GATE OF DUAL-PORTED IC DEVICE SUCH AS VIDEO MEMORY OR WINDOW MEMORY HAVING RAM AREA, DATA TRANSFER GATE AREA AND SAM AREA)",삼성전자주식회사(경기도 수원시 영통구...),1997.09.18,거절결정(일반)
디지털 비디오 디스크 램의 데이터 슬라이스회로(DATA SLICE CIRCUIT OF A DIGITAL VIDEO DISK RAM FOR OBTAINING A STABLE SHAPING WAVEFORM BY SETTING ASYMMETRIC OFFSET INTO 0),삼성전자주식회사(경기도 수원시 영통구...),1997.08.20,취하(국내우선권주장)
디브이디-램 디스크의 고속 초기화 방법(METHOD FOR INITIALIZING A DVD-RAM DISK AT A HIGH SPEED BY DECODING 0 FOR INITIALIZATION),삼성전자주식회사(경기도 수원시 영통구...),1997.08.28,거절결정(일반)
"기입 동작시 펄스된 워드 라인 기능을 갖는 스태틱 램(STATIC RAM HAVING PULSED WORD LINE FUNCTION IN WRITING, ESPECIALLY INCLUDING A GENERATION UNIT GENERATING FIRST DETECTION SIGNAL FOR TRANSITION STATE OF ADDRESS SIGNAL AND INCLUDING A GENERATION UNIT FOR SECOND DETECTION SIGNAL FOR ACTIVE STATE TRANSITION)",삼성전자주식회사(경기도 수원시 영통구...),1997.08.26,등록결정(일반)
"램과 롬을 구비한 시스템 및 어드레스 맵핑방법(SYSTEM INCLUDING RAM AND ROM AND ADDRESS MAPPING METHOD THEREOF, ESPECIALLY INCLUDING DATA CONTROL UNIT OUTPUTTING DATA AND PROGRAM DATA)",삼성전자주식회사(경기도 수원시 영통구...),1997.08.20,등록결정(일반)
"아이아이씨 버스를 이용한 마이콤 펌웨어 로드를 위한 회로(CIRCUIT FOR LOADING MICROCONTROLLER FIRMWARE USING IIC BUS, ESPECIALLY USING AS MAIN PROCESSOR MICROCONTROLLER HAVING I2C BUS, EEPROM, RAM AND EEPROM WRITE FUNCTION)",삼성전자주식회사(경기도 수원시 영통구...),1997.07.31,취하(심사미청구)
영상및음향의무한반복재생용텔레비젼및그텔레비젼의주요장면에대한영상녹화및재생방법(TV FOR INFINITELY AND REPEATEDLY REPRODUCING A VIDEO AND AN AUDIO AND A METHOD FOR RECORDING AND REPRODUCING A VIDEO WITH RESPECT TO AN IMPORTANCE SCENE OF THE TV TO INSTANTANEOUSLY CAPTURE THE IMPORTANT SCENE OF A TV PROGRAM AND INSTANTLY RECORD THE CAPTURED IMPORTANT SCENE USING A RAM),삼성전자주식회사(경기도 수원시 영통구...),1997.07.15,등록결정(일반)
고집적 페로일렉트릭 플로팅게이트 램 및 그 제조방법(HIGHLY INTEGRATED FERROELECTRIC FLOATING GATE RAM CAPABLE OF BEING OPERATED WITH ONE TRANSISTOR AND MANUFACTURING METHOD THEREOF),삼성전자주식회사(경기도 수원시 영통구...),1997.07.10,등록결정(일반)
양방향 램을 이용한 안정된 패킷 전송 방법(A METHOD OF PACKET TRANSMISSION USING DUAL PORT RAM),삼성전자주식회사(경기도 수원시 영통구...),1997.06.30,등록결정(일반)
액정표시장치 컨트롤러 램(LIQUID DISPLAY DEVICE CONTROL RAM),삼성전자주식회사(경기도 수원시 영통구...),1997.04.30,등록결정(일반)
스태틱램의 센스앰프회로(SENSE AMPLIFIER CIRCUIT FOR STATIC RAM),삼성전자주식회사(경기도 수원시 영통구...),1997.03.25,등록결정(일반)
시간축보정회로에서의RAM제어펄스발생회로(),삼성전자주식회사(경기도 수원시 영통구...),1985.12.31,등록결정(일반)
영상처리 시스템의 비디오 램(VIDEO RAM FOR IMAGE PROCESSING SYSTEM),삼성전자주식회사(경기도 수원시 영통구...),1996.12.31,등록결정(일반)
다이나믹 램(Danamic RAM),삼성전자주식회사(경기도 수원시 영통구...),1996.11.12,등록결정(일반)
에프램(FRAM) 제조 방법(),삼성전자주식회사(경기도 수원시 영통구...),1996.10.11,취하(심사미청구)
DRAM의행열어드레스선택회로(),삼성전자주식회사(경기도 수원시 영통구...),1985.07.25,등록결정(일반)
전압승압회로를 이용한 스태틱 램의 데이터 출력 구동기(Data output driver for static RAM),삼성전자주식회사(경기도 수원시 영통구...),1996.09.21,등록결정(일반)
DRAM 장치의 비트라인 증폭 회로(),삼성전자주식회사(경기도 수원시 영통구...),1996.05.16,취하(심사미청구)
메모리를 이용한 마이크로 콘트롤러의 내부 램 데이터표시장치(MICROCONTROLER INTERNAL RAM DATA DISPLAY DEVICE USE MEMORY),삼성전자주식회사(경기도 수원시 영통구...),1995.12.27,등록결정(일반)
디스플레이 데이터 램의 어드레스 발생 방법 및 장치(Address generation method and apparatus for display data RAM),삼성전자주식회사(경기도 수원시 영통구...),1995.12.27,등록결정(일반)
FRAM의 커패시터 형성방법(),삼성전자주식회사(경기도 수원시 영통구...),1995.12.26,취하(심사미청구)
강유전체랜덤액세서메모리용강유전체캐패시터(FERROELECTRIC CAPACITOR FOR FERROELECTRIC RAM),삼성전자주식회사(경기도 수원시 영통구...),1995.11.28,등록결정(일반)
정적램의상태검출회로와검출방법(METHOD AND APPARATUS FOR TESTING A STATIC RAM),삼성전자주식회사(경기도 수원시 영통구...),1995.11.15,등록결정(일반)
다이내믹RAM데이타의리드및라이트방법(),삼성전자주식회사(경기도 수원시 영통구...),1995.11.14,거절결정(일반)
램포인터어드레스의증가및감소장치(INCREASING AND REDUCING DEVICE OF RAM POING ADDRESS),삼성전자주식회사(경기도 수원시 영통구...),1995.11.11,등록결정(일반)
듀얼포트램을이용한엠펙데이타수신장치(MPEG data receiving apparatus using dual port RAM),삼성전자주식회사(경기도 수원시 영통구...),1995.11.06,등록결정(일반)
램을이용한다중채널유한임펄스응답필터(UNLIMITED IMPULSE RESPONSE FILTER OF MULTI CHANNEL USED FOR RAM),삼성전자주식회사(경기도 수원시 영통구...),1995.08.29,등록결정(일반)
SDRAM에 프레임의 영상신호를기록하는 방법(METHOD OF RECODING FRAME IMAGE SIGNAL IN SDRAM),삼성전자주식회사(경기도 수원시 영통구...),1995.07.31,등록결정(일반)
외부메모리를이용한다수의램브레이크조건설정회로(MULTI-RAM-BREAK-CONDITION SET CIRCUIT USING EXTERNAL MEMORY),삼성전자주식회사(경기도 수원시 영통구...),1995.07.19,등록결정(일반)
3차원그랙픽스용램(RAM FOR THREE-DIMENSIONAL GRAPHICS),삼성전자주식회사(경기도 수원시 영통구...),1995.02.28,등록결정(일반)
비디오램및시리얼데이타출력방법(VIDEO RAM AND METHOD FOR OUTPUTTING SERIAL DATA),삼성전자주식회사(경기도 수원시 영통구...),1994.03.31,등록결정(일반)
듀얼포트를가지는그래픽램및그래픽램의시리얼데이타액세스방법(DUALPORT GRAPHIC RAM AND ACCESSING METHOD OF SERIAL DATA OF GRAPHIC RAM),삼성전자주식회사(경기도 수원시 영통구...),1994.01.26,등록결정(일반)
비디오램및샘블럭에서의피크전류억제방법(METHOD FOR REDUCING THE PEAK CURRENT IN VIDEO RAM AND SAMBLOCK),삼성전자주식회사(경기도 수원시 영통구...),1993.12.02,등록결정(일반)
비디오램의열디코오더배열방법(COLUMN DECODER ARRANGING METHOD OF VIDEO RAM),삼성전자주식회사(경기도 수원시 영통구...),1993.07.31,등록결정(일반)
하프샘과풀샘의선택적실현이이루어지는비디오램(VIDEO RAM OPTIONAL EXECUTED HALF SAM AND FULL SAM),삼성전자주식회사(경기도 수원시 영통구...),1993.06.19,등록결정(일반)
양방향에서동시에입출력가능한듀얼포트램(DUAL PORT RAM BEING CAPABLE BIDIRECTIONAL INPUT AND OUTPUT SIMULTANEOUSLY),삼성전자주식회사(경기도 수원시 영통구...),1993.06.30,등록결정(일반)
램데이타보호장치및그회로(RAM DATA PROTECTION DEVICE AND CIRCUIT),삼성전자주식회사(경기도 수원시 영통구...),1992.12.07,등록결정(일반)
고속의시리얼라이트전송동작을위한비디오램(VIDEO RAM FOR HIGH SPEED SERIAL WRITE TRANSFER OPERATION),삼성전자주식회사(경기도 수원시 영통구...),1992.11.21,등록결정(일반)
디지탈오디오시스템의램어드레스컨트롤장치(RAM ADDRESS CONTROLLER IN DIGITAL AUDIO SYSTEM),삼성전자주식회사(경기도 수원시 영통구...),1991.09.28,등록결정(일반)
듀얼포트램의악세스제어회로(DUAL-PORT RAM ACCESSING CONTROL CIRCUIT),삼성전자주식회사(경기도 수원시 영통구...),1990.07.20,등록결정(일반)
마이크로프로세서간의이중으로할당된램의고속억세스중재제어시스템및그방법(SYSTEM AND METHOD FOR ARBITRATING HIGH SPEED ACCESS BETWEEN RAMS),삼성전자주식회사(경기도 수원시 영통구...),1987.12.22,등록결정(일반)
ROM/RAM맵핑에의한시스템속도향상회로(),삼성전자주식회사(경기도 수원시 영통구...),1987.11.12,취하(심사미청구)
DRAM의리프레쉬제어회로(REFESH CONTROL CIRCUIT OF DRAM),삼성전자주식회사(경기도 수원시 영통구...),1987.06.30,등록결정(일반)
고속CPU와DRAM의인터페이스회로(),삼성전자주식회사(경기도 수원시 영통구...),1985.12.30,취하(심사미청구)
컴퓨터용비디오텍스디코드를위한뱅킹VRAM(),삼성전자주식회사(경기도 수원시 영통구...),1985.11.29,거절결정(일반)
DRAM 커패시터를 포함하는 이미지 센서 및 이미지 센서의 동작 방법(IMAGE SENSOR INCLUDING DRAM CAPACITOR AND OPERATING METHOD OF IMAGE SENSOR),삼성전자주식회사(경기도 수원시 영통구...),2021.04.15,
정적 램 메모리 장치 및 이의 동작 방법(STATIC RAM MEMORY DEVICE AND ITS OPERATION METHOD),삼성전자주식회사(경기도 수원시 영통구...)|연세대학교 산학협력단(서울특별시 서대문구...),2020.10.27,
이중의 행-열 주요 DRAM(DUAL ROW-COLUMN MAJOR DRAM),삼성전자주식회사(경기도 수원시 영통구...),2018.04.04,
PRAM에서 셀 위치에 의해 고유한 스니크 전류를 디노이징하기 위한 방법(METHOD FOR DENOISING OF INTRINSIC SNEAK CURRENT BY CELL LOCATION IN PRAM),삼성전자주식회사(경기도 수원시 영통구...),2019.10.17,
MRAM 특성 분석 장치 및 그 분석 방법(Analysis Apparatus of Magnetic Random Access Memoryand Analysis Method Thereof),삼성전자주식회사(경기도 수원시 영통구...),2003.11.24,등록결정(일반)
고속 DRAM의 정확한 독출 레이턴시를 제어하는 방법 및장치(Method and apparatus for controlling read latency in high speed DRAM),삼성전자주식회사(경기도 수원시 영통구...),2007.02.08,등록결정(일반)
하이브리드 DRAM/낸드 메모리에서 읽기-수정-쓰기 오버헤드를 감소시키기 위한 기술들(TECHNIQUES TO REDUCE READ-MODIFY-WRITE OVERHEAD IN HYBRID DRAM/NAND MEMORY),삼성전자주식회사(경기도 수원시 영통구...),2018.01.16,
UWB(Ultra Wide Band) 통신 시스템에서 STS(Scrambled Timestamp Sequence)를 생성하기 위한 장치 및 방법(DEVICE AND METHOD FOR GENERATING SCRAMBLED TIMESTAMP SEQUENCE (STS) IN ULTRA WIDE BAND (UWB) COMMUNICATION SYSTEM),삼성전자주식회사(경기도 수원시 영통구...),2020.12.04,
초기 DRAM 페이지 활성화를 위한 시스템 및 방법(SYSTEM AND METHOD FOR EARLY DRAM PAGE-ACTIVATION),삼성전자주식회사(경기도 수원시 영통구...),2019.12.24,
비대칭 SRAM 소자 및 그 제조방법(Asymmetric SRAM device and method for manufacturingthe same),삼성전자주식회사(경기도 수원시 영통구...),2004.06.12,등록결정(일반)
디램셀캐패시터의제조방법(D-RAM CELL CAPACITOR MANUFACTURING METHOD),삼성전자주식회사(경기도 수원시 영통구...),1998.06.15,거절결정(일반)
작은 서브스레시홀드 누설 전류 값을 지니는 셀트랜지스터를 구비하는 DRAM(DRAM including a cell having a small value ofsubthreshold leakage currents),삼성전자주식회사(경기도 수원시 영통구...),2001.12.11,등록결정(일반)
고집적DRAM셀의제조방법(HIGH INTETRATED DRAM CELL FABRICATION METHOD),삼성전자주식회사(경기도 수원시 영통구...),1995.09.19,등록결정(일반)
DRAM을 포함하는 반도체 소자의 콘택 구조체 및 그형성방법(Contact structure in semiconductor device includingDRAM and forming method thereof),삼성전자주식회사(경기도 수원시 영통구...),2000.06.20,등록결정(일반)
멀티-포트 SDRAM 엑세스 제어장치와 제어방법(Apparatus and method for access controlling multi-portSDRAM),삼성전자주식회사(경기도 수원시 영통구...),2005.09.27,등록결정(일반)
레이아웃 면적이 감소되는 SRAM 셀(SRAM cell having small layout area),삼성전자주식회사(경기도 수원시 영통구...),1996.12.04,등록결정(일반)
이종 네트워크로 연결된 무선 통신 시스템의 메크로셀 기지국에서 복수의 ABS(Almost Blank Subframe) 패턴을 이용한 캐리어 집성 수행방법 및 장치(A Method and an apparatus for performing Carrier Aggregation using Multiple ABS(Almost Blank Subframe) pattern in a macro cell base station of a wireless communication system with Heterogeneous Networks),삼성전자주식회사(경기도 수원시 영통구...),2014.02.04,등록결정(재심사후)
MDL(Merged DRAM and LOGIC)의선택적 실리사이드막 형성방법(Method for fabricating selective silicide film ofMDL),삼성전자주식회사(경기도 수원시 영통구...),2001.02.12,등록결정(일반)
NVRAM 셀을 채용한 플래쉬 메모리 장치(Flash memory device employing NVRAM cells),삼성전자주식회사(경기도 수원시 영통구...),2008.01.28,취하(심사미청구)
개선된 씨모오스 스태틱램 셀 구조 및 그 셀의 제조방법(IMPROVED CMOS STATIC RAM CELL AND MANUFACTURING METHOD THEREOF),삼성전자주식회사(경기도 수원시 영통구...),1997.07.12,등록결정(일반)
스위치신호발생기및이를이용한고속동기형SRAM(HIGH SPEED SYNCHRONOUS SRAM),삼성전자주식회사(경기도 수원시 영통구...),1997.01.29,등록결정(일반)
고집적DRAM셀및그제조방법(LARGE SCALE INTEGRATED DRAM CELL AND ITS FABRICATION),삼성전자주식회사(경기도 수원시 영통구...),1995.06.23,등록결정(일반)
"듀얼포트 메모리를 사용하는 프로세서의 인터페이스 장치(INTERFACE APPARATUS FOR A PROCESSOR USING A DUAL PORT RANDOM ACCESS MEMORY, PARTICULARLY RELATED TO CAPABLE OF REALIZING AN INTERFACE FUNCTION SO AS NOT TO GENERATE A DATA COLLISION WHEN THE INTERFACE FUNCTION OF A NON-WAITING TERMINAL PROCESSOR IS IMPLEMENTED BY USING THE DUAL PORT RAM)",삼성전자주식회사(경기도 수원시 영통구...),1997.12.27,포기(등록결정전 포기서제출)
DIP-SRAM의인터페이스회로(INTERFACE CIRCUIT OF DTP-SRAM),삼성전자주식회사(경기도 수원시 영통구...),1990.08.20,등록결정(일반)
다양한 PVT 변화에 대해서도 안정적인 버츄얼 레일스킴을 적용한 SRAM 장치(SRAM device employing stable virtual rail schemeagainst process-voltage-temperature variations),삼성전자주식회사(경기도 수원시 영통구...),2004.07.02,등록결정(일반)
DRAM 구조의 메모리를 구비하는 디스플레이용 구동집적회로 및 디스플레이 구동방법(Driving IC for display device having DRAM and drivingmethod thereof),삼성전자주식회사(경기도 수원시 영통구...),2006.02.24,등록결정(일반)
탄소나노튜브를 이용한 MRAM 및 그 제조 방법(Vertical nano-size magneto random access memory usingcarbon nanotubes and manufacturing method thereof),삼성전자주식회사(경기도 수원시 영통구...),2001.01.10,등록결정(일반)
웹문서의 클로즈업 기능을 구비한 정보통신기기와 이것을 이용한 웹문서의 디스플레이 방법 및 그 방법을 기록한 기록매체{Device and method for close-up web document having frame and and recording the method}(System and method for close-up web document havingframe and and recording the method),삼성전자주식회사(경기도 수원시 영통구...),2001.01.16,등록결정(취소환송후)
DRAM의 비트라인 프리차지 회로(Circuit for precharging a bitline of DRAM),삼성전자주식회사(경기도 수원시 영통구...),2009.07.01,취하(심사미청구)
2T-1C FRAM 및 그 작동방법(2T-1C FRAM and operation method thereof),"삼성전자주식회사(경기도 수원시 영통구...)|버지니아 테크 인터렉추얼 프라퍼티스, 인크.(미국 ***** 버지니아주 블랙스버그 크래프트 드라이브 **** 스위트 ****)",2001.02.22,등록결정(일반)
선택적으로 스트레스가 인가되어 안정도가 향상된SRAM셀을 포함하는 집적 회로(Intergrated circuit compring stability improved and selectively stressed SRAM cell),삼성전자주식회사(경기도 수원시 영통구...)|인터내셔널 비즈니스 머신즈 코오퍼레이션(미국 뉴욕주 ***** 아몬크 뉴 오차드 로드),2007.12.03,등록결정(일반)
트랜스퍼 몰드 램 구조(Structure of Transfer Mold Ram),삼성전자주식회사(경기도 수원시 영통구...),2006.11.06,취하(심사미청구)
DRAM 반도체 소자 및 그 제조방법(DRAM semiconductor device and fabrication methodthereof),삼성전자주식회사(경기도 수원시 영통구...),2002.08.02,등록결정(일반)
프레넬 스크램블러(Fresnel Scrambler)를 구비한 프로젝션디스플레이장치(PROJECTION DISPLAY APPARATUS WITH FRESNEL SCRAMBLER),삼성전자주식회사(경기도 수원시 영통구...),1997.05.26,등록결정(일반)
다른 메모리 셀들을 포함하는 하이브리드 DRAM 어레이(HYBRID DRAM ARRAY INCLUDING DISSIMILAR MEMORY CELLS),삼성전자주식회사(경기도 수원시 영통구...),2017.11.23,등록결정(일반)
복수의 시트들로 구성된 채널 영역을 포함하는 SRAM 소자(SRAM DEVICE INCLUDING A CHANNEL REGION HAVING A PLURALITY OF SHEETS),삼성전자주식회사(경기도 수원시 영통구...),2016.01.04,등록결정(일반)
핀 당 대여폭의 증가 없이 대역폭이 증가하는 DRAM(DRAM BANDWIDTH INCREASE WITHOUT PER PIN BANDWIDTH INCREASE),삼성전자주식회사(경기도 수원시 영통구...),2021.06.10,
MRAM을 포함한 씨모스 이미지 센서(CMOS Image Sensor(CIS) comprising MRAM(Magnetic Random Access Memory)),삼성전자주식회사(경기도 수원시 영통구...),2017.01.13,
MRAM-PRAM복합 메모리 소자 및 그 제조 방법(MRAM-PRAM composite memory device and method of manufacturing the same),삼성전자주식회사(경기도 수원시 영통구...),2006.12.28,취하(심사미청구)
자기 랜덤 액세스 메모리(MRAM) 디바이스(WRITE CIRCUIT FOR LARGE MRAM ARRAYS),삼성전자주식회사(경기도 수원시 영통구...),2001.05.02,등록결정(일반)
유압 램 지지 장치(Hydraulic ram support device),삼성중공업 주식회사(경기도 성남시 분당구...),2015.04.29,거절결정(일반)
STT-MRAM에서의 결함 MTJ 셀 스크린 방법 및 시스템(Method and system for screening defective magnetic tunnel junction CELL IN Spin-Transfer Torque Magnetic Random Access Memory),삼성전자주식회사(경기도 수원시 영통구...),2019.01.25,등록결정(일반)
DRAM 셀렉터 소자 및 그 제조 방법(DRAM SELECTOR ELEMENT AND MANUFACTURING METHOD THEREOF),삼성전자주식회사(경기도 수원시 영통구...),2019.01.25,등록결정(일반)
여러 동작 모드들을 갖는 SRAM 비트셀 공급 블록(SRAM BITCELL SUPPLY BLOCK WITH MULTIPLE OPERATING MODES),삼성전자주식회사(경기도 수원시 영통구...),2020.05.14,
랜덤화된 데이터를 저장하는 DRAM 및 이의 동작 방법(DRAM STORING RANDOMIZED DATA AND OPERATING METHOD OF THE SAME),삼성전자주식회사(경기도 수원시 영통구...),2013.03.15,취하(심사미청구)
영상 부호화를 위한 초기 QP (QuantizationParameter) 값 예측 방법 및 장치(Method and apparatus for estimating first QP value to encode video),삼성전자주식회사(경기도 수원시 영통구...),2006.12.14,등록결정(일반)
콘택홀 형성 방법 및 이를 이용한 디램(DRAM) 제조방법(Method of forming contacthole and method of fabricatingDRAM using the same),삼성전자주식회사(경기도 수원시 영통구...),2006.07.28,취하(심사미청구)
문턱 전압제어 PRAM의 프로그램 방법(Programming method for threshold voltage-controlledPhase-Change Random Access Memory),삼성전자주식회사(경기도 수원시 영통구...),2006.05.22,취하(심사미청구)
낸드―플래쉬 메모리에서 DRAM 으로 SRAM 을이용해 데이터를 전송하는 방법 및 이를 적용한화상형성장치(Method of transferring data from NAND-flash memory toDRAM via SRAM and image forming apparatus using thesame),삼성전자주식회사(경기도 수원시 영통구...),2006.01.12,취하(심사미청구)
저항 변환 물질을 포함하는 RRAM(Resistive random access memory enclosing a oxide withvariable resistance states),삼성전자주식회사(경기도 수원시 영통구...),2005.08.04,등록결정(일반)
DRAM히든 리프레쉬 동작 시 발생되는 동작 시간 지연을감소시킬 수 있는 장치와 방법(Apparatus and method for reducing operation time delaygenerated DRAM hidden refresh operation),삼성전자주식회사(경기도 수원시 영통구...),2005.05.27,등록결정(일반)
칩 사이즈를 감소시키는 LCD용 SRAM의 데이터 독출회로 및 데이터 독출 제어 방법(Data read circuit of SRAM for LCD reducing chip sizeand control method for reading data from the SRAM),삼성전자주식회사(경기도 수원시 영통구...),2004.09.24,등록결정(일반)
데이터 입출력용 스위치 버퍼의 액세스 시간을 감소시키는다중 포트 미디어 DRAM(A multi port media DRAM reducing access time of switchbuffer for inputting and outputting data),삼성전자주식회사(경기도 수원시 영통구...),2004.07.16,취하(심사미청구)
복수의 DRAM 버스를 채용한 컴퓨팅 시스템(Computing-system have a two DRAM-bus),삼성전자주식회사(경기도 수원시 영통구...),2004.06.29,취하(심사미청구)
DRAM 동작을 제어하는 장치(Apparatus for control operation of dynamic randomaccess memory),삼성전자주식회사(경기도 수원시 영통구...),2004.05.24,취하(심사미청구)
램을이용한수신데이타지연기록장치(DATA RETARDING DEVICE USING RAM),삼성전자주식회사(경기도 수원시 영통구...),1991.03.11,등록결정(일반)
DDR SDRAM 콘트롤러의 데이터 제어회로(Data control circuit in the Double Data RateSynchronous DRAM Controller),삼성전자주식회사(경기도 수원시 영통구...),2003.12.18,거절결정(일반)
디스크 드라이브의 DVDRAM 디스크 판별 방법 및 장치(Method and apparatus for discriminating DVDRAM disk indisk drive),삼성전자주식회사(경기도 수원시 영통구...),2003.01.24,등록결정(일반)
DRAM리프레시회로(),삼성전자주식회사(경기도 수원시 영통구...),1989.12.14,등록결정(일반)
자기 랜덤 액세스 메모리(MRAM) 디바이스 및 그의제조방법(MRAM device and methof for manufacturing thereof),삼성전자주식회사(경기도 수원시 영통구...),2002.06.26,거절결정(일반)
DRAM의 셀패드 형성방법(Method for forming cell pads in DRAM),삼성전자주식회사(경기도 수원시 영통구...),2002.06.05,포기(등록료 미납)
DRAM의 오토 프리차지 시작시점 제어방법(Method for controlling auto precharge start time ofDRAM),삼성전자주식회사(경기도 수원시 영통구...),2002.05.15,취하(심사미청구)
SDRAM의 제어 방법(Method for controlling Synchronous DRAM),삼성전자주식회사(경기도 수원시 영통구...),2002.01.31,등록결정(일반)
씨모스램의정보안정을위한전원장치(VOLTAGE DEVICE FOR INFORMATION STABILITY OF CMOS RAM),삼성전자주식회사(경기도 수원시 영통구...),1989.06.30,등록결정(일반)
디램(DRAM) 소자 제조방법(Method for fabricating DRAM device),삼성전자주식회사(경기도 수원시 영통구...),2001.07.27,취하(심사미청구)
비동기 SDRAM의 어드레스 버퍼회로(Address buffer of asynchronous static dynamic randomaccess memory),삼성전자주식회사(경기도 수원시 영통구...),2001.02.16,취하(심사미청구)
셀 어레이 영역을 둘러싸는 장벽을 가지는 DRAM 소자및 그 제조방법(DRAM device having fence surrounding cell aray regionand manufacturing method thereof),삼성전자주식회사(경기도 수원시 영통구...),2000.06.01,취하(심사미청구)
DRAM 구성을 자동 검출하는 장치 및 방법(Apparatus and method for auto-detecting DRAMconfiguration),삼성전자주식회사(경기도 수원시 영통구...),1999.10.02,등록결정(일반)
DRAM타이밍발생기(),삼성전자주식회사(경기도 수원시 영통구...),1987.07.08,등록결정(일반)
에스디램(SDRAM)에서의 데이터 입력 버퍼 제어회로(Circuit for control a data input buffer in SDRAM),삼성전자주식회사(경기도 수원시 영통구...),1999.06.11,취하(심사미청구)
리페어 가능한 램을 테스트하는 테스트 시스템 및 그의 테스트방법(TEST SYSTEM FOR TESTING REPAIRABLE RAM AND TESTING METHOD OF THE SAME),삼성전자주식회사(경기도 수원시 영통구...),1998.12.07,취하(심사미청구)
듀얼포트램의엑세스장치(ACCESS DEVICE OF A DUAL PORT RAM),삼성전자주식회사(경기도 수원시 영통구...),1998.09.05,거절결정(일반)
배터리 백-업 기능을 가지는 보조 램 보드장치(AUXILIARY RAM BOARD APPARATUS HAVING A BATTERY BACK-UP FUNCTION),삼성전자주식회사(경기도 수원시 영통구...),1998.08.21,거절결정(일반)
액정 드라이버에 내장되는 정적 램 셀(STATIC RAM CELL WITHIN LIQUID CRYSTAL DRIVER),삼성전자주식회사(경기도 수원시 영통구...),1998.07.31,취하(심사미청구)
디지탈 다기능 디스크 램 시스템의 트래킹 서보 장치(TRACKING SERVO DEVICE OF DIGITAL MULTI-FUNCTION DISK RAM SYSTEM),삼성전자주식회사(경기도 수원시 영통구...),1998.08.03,취하(심사미청구)
"마이크로 컨트롤러의 롬/스타틱램 테스팅 회로(ROM/STATIC RAM TESTING CIRCUIT OF A MICROCONTRLLER, ESPECIALLY FOR SHORTENING TEST TIME)",삼성전자주식회사(경기도 수원시 영통구...),1998.04.10,취하(심사미청구)
광디스크 재생 드라이브에서 디브이디-램 디스크 재생시 디스크회전속도 제어장치 및 방법(APPARATUS AND METHOD FOR CONTROLLING SPEED OF REVOLUTION OF DVD-RAM DISK IN OPTICAL DISK REPRODUCING DRIVE),삼성전자주식회사(경기도 수원시 영통구...),1998.03.20,등록결정(일반)
"에스램(SRAM) 셀(SRAM CELL, PARTICULARLY CONCERNED WITH REDUCING A GATE LENGTH OF A TFT AND SIZE OF AN OFFSET REGION BY FORMING A CHANNEL REGION AND AN OFFSET REGION OF THE TFT TO BE FORMED HAVING A SHAPE LIKE A LITERAL I OR REVERSED L)",삼성전자주식회사(경기도 수원시 영통구...),1998.03.16,취하(심사미청구)
DRAM 장치 및 그 제조 방법(DRAM DEVICE HAVING OPTIMUM STRUCTURE OF TRANSISTORS ARRANGED ON CELL ARRAY REGION AND PERIPHERAL CIRCUIT REGION AND MANUFACTURING METHOD OF THE SAME),삼성전자주식회사(경기도 수원시 영통구...),1998.01.12,등록결정(일반)
액정 표시 장치를 위한 구동 장치(DRIVING APPARATUS FOR A LIQUID CRYSTAL DISPLAY DEVICE WHICH DRIVES HORIZONTAL AND VERTICAL LINES OF A LIQUID CRYSTAL DISPLAY DEVICE BY USING A RAM FOR STORING COLOR DATA OF COLOR-CHANGED PIXELS),삼성전자주식회사(경기도 수원시 영통구...),1998.01.19,취하(심사미청구)
"박막 트랜지스터를 부하소자로 갖는 에스램(SRAM) 셀 및 그제조방법(SRAM CELL HAVING A THIN TRANSISTOR AS A LOAD DEVICE AND A MANUFACTURING METHOD THEREOF, PARTICULARLY RELATED TO DECREASING A POLYSILICON LAYER FROM 3 FLOORS TO 2 FLOORS BY USING AN N-CHANNEL THIN FILM TRANSISTOR AS A LOAD DEVICE AND A GATE CONDUCTING LAYER OF A DRIVING TRANSISTOR AS THE GATE OF THE N-CHANNEL THIN FILM TRANSISTOR)",삼성전자주식회사(경기도 수원시 영통구...),1997.12.31,취하(심사미청구)
쓰레기 소각설비용 반입크레인의 PLC(PROGRAMMABLE LOGIC CONTROLLER)제어시스템(SYSTEM FOR ACTIVATING A SPEED CONTROL UNIT AS A COUNTERMEASURE WHEN A CRANE IN A GARBAGE INCINERATION FACILITY IS NOT WORKING DUE TO THE MALFUNCTION OF A POWER LINE CARRIER),삼성중공업 주식회사(경기도 성남시 분당구...),1997.12.31,취하(심사미청구)
병렬프로세서를 이용한 레이저 프린터(LASER PRINTER USING PARALLEL PROCESSORS FOR TREATING DATA OF ONE PAGE PER PROCESSOR BY READING/ANALYZING PRINT DATA IN A RAM INTO ONE PAGE UNIT AND CONVERTING INTO PRINT IMAGES),삼성전자주식회사(경기도 수원시 영통구...),1997.12.31,취하(심사미청구)
