발명의명칭,출원인,출원일자,심사진행상태
박막트랜지스터 어레이 기판 및 그 제조방법(THIN FILM TRANSISTOR ARRAY SUBSTRATE AND METHOD FOR MANUFACTURING OF THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2012.02.29,등록결정(일반)
박막 트랜지스터 기판 및 이를 이용한 표시장치(Thin Film Transistor Substrate And Display Using The Same),엘지디스플레이 주식회사(서울특별시 영등포구...),2015.02.24,등록결정(재심사후)
산화물 박막트랜지스터 및 그 제조 방법(OXIDE THIN FILM TRANSISTOR AND METHOD FOR MANUFACTURING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2014.12.02,등록결정(일반)
박막 트랜지스터 어레이 기판 및 그 제조방법(Thin film transistor array substrate and method for fabricating the same),엘지디스플레이 주식회사(서울특별시 영등포구...),2013.09.05,등록결정(일반)
박막 트랜지스터 기판 및 이를 이용한 표시장치(Thin Film Transistor Substrate And Display Using The Same),엘지디스플레이 주식회사(서울특별시 영등포구...),2015.02.24,등록결정(일반)
구동회로 일체형 액정표시장치용 박막 트랜지스터 제조방법(Method of fabricating Thin Film Transistor for LiquidCrystal Display Device with driving circuit),엘지디스플레이 주식회사(서울특별시 영등포구...),2002.12.11,등록결정(일반)
구동회로 일체형 액정표시장치용 박막 트랜지스터 및 그제조방법(Thin Film Transistor for Liquid Crystal Display Devicewith driving circuit and method of fabricating the same),엘지디스플레이 주식회사(서울특별시 영등포구...),2002.12.04,등록결정(일반)
박막 트랜지스터 어레이 기판 및 표시장치(THIN FILM TRANSISTOR ARRAY SUBSTRATE AND DISPLAY DEVICE),엘지디스플레이 주식회사(서울특별시 영등포구...),2020.07.01,
표시 소자용 박막 트랜지스터 기판 및 그 제조 방법(Thin Film Transistor Substrate for Display Device AndMethod For Fabricating The Same),엘지디스플레이 주식회사(서울특별시 영등포구...),2003.11.27,등록결정(일반)
"박막트랜지스터, 어레이 기판 및 이를 포함하는 반사형 표시장치(Thin film transistor, Array substrate and Reflective display device including the same)",엘지디스플레이 주식회사(서울특별시 영등포구...),2017.07.31,등록결정(일반)
박막 트랜지스터 기판 및 이를 이용한 표시장치(Thin Film Transistor Substrate And Display Using The Same),엘지디스플레이 주식회사(서울특별시 영등포구...),2015.02.24,등록결정(일반)
박막 트랜지스터 및 이를 이용한 표시패널(THIN FILM TRANSISTOR AND DISPLAY PANEL USING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2016.11.30,
"박막 트랜지스터, 이를 이용한 유기 발광 표시 장치와 이의 히스테리시스 제어 방법(Thin Film Transistor, Organic Light Emitting Display Device Using the Same, and Method for Controlling Hysteresis of Thin Film Transistor)",엘지디스플레이 주식회사(서울특별시 영등포구...),2016.12.30,
구동 박막 트랜지스터 및 이를 이용한 유기 발광 표시 장치(Driving Thin Film Transistor and Organic Light Emitting Display Device),엘지디스플레이 주식회사(서울특별시 영등포구...),2016.12.30,
박막 트랜지스터 및 그 제조 방법(THIN FILM TRANSISTOR WITH VERTICAL CHANNEL AND MANUFACTURING METHOD OF THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...)|한국과학기술원(대전광역시 유성구...),2020.06.25,
보상용 박막 트랜지스터를 구비한 액정 표시장치(LIQUID CRYSTAL DISPLAY DEVICE HAVING A COMPENSTING THIN FILM TRANSISTOR),엘지디스플레이 주식회사(서울특별시 영등포구...),2015.09.17,등록결정(일반)
이중층 산화물 반도체 물질을 구비한 박막 트랜지스터 기판(Thin Film Transistor Substrate Having Bi-Layer Oxide Semiconductor),엘지디스플레이 주식회사(서울특별시 영등포구...),2017.05.31,등록결정(일반)
박막 트랜지스터 어레이 기판 및 표시장치(THIN FILM TRANSISTOR ARRAY SUBSTRATE AND DISPLAY DEVICE),엘지디스플레이 주식회사(서울특별시 영등포구...),2020.06.22,
박막 트랜지스터 어레이 기판 및 표시장치(THIN FILM TRANSISTOR ARRAY SUBSTRATE AND DISPLAY DEVICE),엘지디스플레이 주식회사(서울특별시 영등포구...),2020.06.22,
"폴리실리콘 박막트랜지스터 및 그 제조방법 그리고, 이를적용한 액정표시소자의 제조방법(Polysilicon Thin Film Transistor, Method ForFabricating The Same And Method For Fabricating LiquidCrystal Display Device By Said Method)",엘지디스플레이 주식회사(서울특별시 영등포구...),2001.05.25,등록결정(일반)
박막 트랜지스터 어레이 기판 및 그 제조방법(THIN FILM TRANSISTOR ARRAY SUBSTRATE AND MANUFACTURINGMETHOD OF THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2003.06.23,등록결정(일반)
"박막 트랜지스터, 그 제조 방법 및 이를 이용한 표시 장치(Thin film transistor, fabricating method thereof, display device using the same and fabricating method thereof)",엘지디스플레이 주식회사(서울특별시 영등포구...),2011.06.30,등록결정(일반)
박막 트랜지스터 기판 및 이의 제조 방법(THIN FILM TRANSISTOR SUBSTRATE AND METHOD OF FABRICATING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2011.05.31,등록결정(일반)
박막 트랜지스터 기판 및 그 제조 방법(Thin Film Transistor Substrate And Method ForFabricating The Same),엘지디스플레이 주식회사(서울특별시 영등포구...),2004.12.31,등록결정(일반)
박막 트랜지스터 어레이 기판(Thin film transistor array substrate),엘지디스플레이 주식회사(서울특별시 영등포구...),2014.11.28,등록결정(일반)
박막 트랜지스터 기판(Thin Film Transistor Substrate),엘지디스플레이 주식회사(서울특별시 영등포구...),2006.06.30,등록결정(일반)
"폴리실리콘막 제조 방법, 그를 이용한 박막트랜지스터 및유기전계발광표시장치 제조 방법(Fabrication method of poly-silicon layer andfabrication method of Thin Film Transistor and organicelectroluminescence display device using it)",엘지디스플레이 주식회사(서울특별시 영등포구...),2005.12.30,등록결정(일반)
유기 박막트랜지스터 및 액정표시소자의 제조방법(FABRICATION METHOD OF ORGANIC THIN FILM TRANSISTOR ANDLIQUID CRYSTAL DISPLAY DEVICE),엘지디스플레이 주식회사(서울특별시 영등포구...),2004.08.30,등록결정(일반)
"산화물 박막트랜지스터를 포함하는 기판 및 이의 제조방법, 이를 이용한 액정표시장치용 구동회로(SUBSTRATE INCULDING OXIDE THIN-FILM TRANSISTOR AND METHOD FOR FABBICATING THE SAME, DIRVING CIRCUIT FOR LIQUID CRYSTAL DISPLAY DEVICE USING THEREOF)",엘지디스플레이 주식회사(서울특별시 영등포구...),2012.08.31,등록결정(일반)
박막 트랜지스터 및 그 제조방법(THIN FILM TRANSISTOR AND METHOD OF FABRICATING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2008.11.11,등록결정(일반)
박막 트랜지스터 기판과 디스플레이 장치 및 그들의 제조방법(THIN FILM TRANSISTOR SUBSTRATE AND DISPLAY DEVICE AND METHOD OF MANUFACTURING THE SAMES),엘지디스플레이 주식회사(서울특별시 영등포구...),2016.05.25,등록결정(일반)
"유기 박막 트랜지스터 및 그의 제조 방법, 이를 이용한평판 표시 장치(Organic Thin Film Transistor and Method For Fabricating the Same, and Flat Panel Display Device Using the Organic Thin Film Transistor)",엘지디스플레이 주식회사(서울특별시 영등포구...),2007.06.18,등록결정(일반)
박막트랜지스터 어레이 기판의 제조 방법(Method of Fabricating Thin Film Transistor ArraySubstrate),엘지디스플레이 주식회사(서울특별시 영등포구...),2003.10.15,등록결정(일반)
"박막트랜지스터 및 그 제조방법과 그 박막트랜지스터를포함하는 평판 표시 장치(thin film transistor, fabricating method of the same,and flat panel display having the thin film transistor)",엘지디스플레이 주식회사(서울특별시 영등포구...),2005.12.29,등록결정(일반)
박막 트랜지스터의 제조방법 및 박막 트랜지스터 어레이기판의 제조방법(METHOD FOR FABRICATING THIN FILM TRANSISTOR AND METHOD FOR FABRICATING THIN FILM TRANSISTOR ARRAY SUBSTRATE),엘지디스플레이 주식회사(서울특별시 영등포구...),2006.11.28,등록결정(일반)
산화물 박막 트랜지스터의 제조방법(METHOD OF FABRICATING OXIDE THIN FILM TRANSISTOR),엘지디스플레이 주식회사(서울특별시 영등포구...),2008.10.28,등록결정(심사전치후)
리페어 트랜지스터를 포함하는 유기 발광 표시 장치(Organic Light-Emitting Display device having a repair transistor),엘지디스플레이 주식회사(서울특별시 영등포구...),2017.09.07,등록결정(일반)
산화물 박막 트랜지스터의 제조방법(METHOD OF FABRICATING OXIDE THIN FILM TRANSISTOR),엘지디스플레이 주식회사(서울특별시 영등포구...),2008.07.22,등록결정(심사전치후)
박막트랜지스터 기판의 제조방법(Method For Manufacturing Thin Film Transistor Substrate),엘지디스플레이 주식회사(서울특별시 영등포구...),2006.12.28,등록결정(일반)
산화물 반도체 박막트랜지스터 및 그 제조 방법(oxide semiconductor thin film transistor and method of manufacturing of the same),엘지디스플레이 주식회사(서울특별시 영등포구...),2011.08.30,등록결정(일반)
박막트랜지스터 어레이 기판 및 그의 제조방법(THIN FILM TRANSISTOR ARRAY SUBSTRATE AND METHOD FOR MANUFACTURING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2012.12.27,등록결정(일반)
폴리실리콘을 이용한 박막트랜지스터를 포함하는 어레이 기판 및 이의 제조방법(Array substrate including thin film transistor of polycrystalline silicon and method of fabricating the same),엘지디스플레이 주식회사(서울특별시 영등포구...),2009.12.03,등록결정(일반)
산화물 박막 트랜지스터의 제조방법(METHOD OF FABRICATING OXIDE THIN FILM TRANSISTOR),엘지디스플레이 주식회사(서울특별시 영등포구...),2010.12.30,등록결정(일반)
트랜지스터 어레이 기판의 제조 장치 및 제조 방법(APPARATUS AND METHOD FOR MANUFACTURING OF TRANSISTOR ARRAY SUBSTRATE),엘지디스플레이 주식회사(서울특별시 영등포구...),2011.11.01,등록결정(일반)
산화물 박막트랜지스터 어레이 기판 및 그 제조방법(Oxide Thin Film Transistor Array Substrate and the method of manufacturing the same),엘지디스플레이 주식회사(서울특별시 영등포구...),2011.10.04,등록결정(일반)
박막트랜지스터 기판 및 그 제조방법(THIN FILM TRANSISTOR SUBSTRATE AND METHOD OF FABRICATING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2011.08.19,등록결정(일반)
박막 트랜지스터 어레이 기판 및 이의 제조방법(THIN FILM TRANSISTOR ARRAY SUBSTRATE AND METHOD FOR FABRICATING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2010.07.05,등록결정(일반)
박막 트랜지스터 어레이 기판 및 그 제조 방법(Thin film transistor array substrate and fabrication method of the same),엘지디스플레이 주식회사(서울특별시 영등포구...),2014.12.16,등록결정(일반)
액정 표시 장치의 박막 트랜지스터 어레이 기판(Substrate for Thin Film Transistor Array in Liquid Crystal Display Device),엘지디스플레이 주식회사(서울특별시 영등포구...),2005.02.15,등록결정(일반)
박막트랜지스터의 제조방법(FABRICATION METHOD THIN FILM TRANSISTOR),엘지디스플레이 주식회사(서울특별시 영등포구...),2004.09.24,등록결정(심사전치후)
박막 트랜지스터 기판의 제조 방법(Method for Fabricating Thin Film Transistor Substrate),엘지디스플레이 주식회사(서울특별시 영등포구...),2005.03.08,등록결정(일반)
박막트랜지스터를 구비한 표시장치 및 그 제조방법(Display device having Thin Film transistor and Method for fabricating thereof),엘지디스플레이 주식회사(서울특별시 영등포구...),2010.08.06,등록결정(일반)
박막 트랜지스터 및 이를 구비한 액정표시장치(THIN FILM TRANSISTOR AND LIQUID CRYSTAL DISPLAY DEVICEHAVING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2005.04.19,등록결정(일반)
간접 열 결정화 박막 트랜지스터 기판 및 그 제조 방법(Indirect Thermal Crystalization Thin Film Transistor Substrate And Method For Manufacturing The Same),엘지디스플레이 주식회사(서울특별시 영등포구...),2010.06.25,등록결정(일반)
프린지 필드 스위칭 방식의 박막 트랜지스터 기판 및 그 제조 방법(Fringe Field Switching Type Thin Film Transistor Substrate and Manufacturing Method Thereof),엘지디스플레이 주식회사(서울특별시 영등포구...),2010.04.09,등록결정(일반)
산화물 박막 트랜지스터 및 그 제조방법(OXIDE THIN FILM TRANSISTOR AND METHOD OF FABRICATING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2009.09.10,등록결정(일반)
"수평 전계 박막 트랜지스터 기판 및 그 제조 방법과, 그를이용한 액정 패널 및 그 제조 방법(Thin Film Transistor Substrate of Horizontal ElectricField And Fabricating Method Thereof, Liquid CrystalDisplay Panel Using The Same And Fabricating MethodThereof)",엘지디스플레이 주식회사(서울특별시 영등포구...),2004.12.31,등록결정(일반)
반투과형 박막 트랜지스터 기판 및 그 제조 방법(Thin Film Transistor Substrate of Transflective TypeAnd Method for Fabricating The Same),엘지디스플레이 주식회사(서울특별시 영등포구...),2004.12.31,등록결정(일반)
박막트랜지스터 어레이 기판 및 이를 포함하는 표시장치(Substrate for Thin Film Transistor And Display Device Of The Same),엘지디스플레이 주식회사(서울특별시 영등포구...),2016.12.23,
구동회로 일체형 액정표시장치의 박막 트랜지스터 및 그제조방법(Thin Film Transistor for Liquid Crystal Display Devicewith driving circuit and method of fabricating the same),엘지디스플레이 주식회사(서울특별시 영등포구...),2002.12.24,등록결정(일반)
박막 트랜지스터 어레이 기판 및 그 제조 방법(THIN FILM TRANSISTOR ARRAY SUBSTRATE AND FABRICATINGMETHOD THEREOF),엘지디스플레이 주식회사(서울특별시 영등포구...),2003.10.14,등록결정(일반)
박막트랜지스터를 포함하는 기판(SUBSTRATE INCLUDING THIN FILM TRANSISTOR),엘지디스플레이 주식회사(서울특별시 영등포구...),2015.07.28,등록결정(일반)
고 투과율을 갖는 고 해상도 액정표시장치용 박막 트랜지스터 기판(Thin Film Transistor Substrate For High Resolution Liquid Crystal Display Having High Apperture Ratio),엘지디스플레이 주식회사(서울특별시 영등포구...),2016.11.14,취하(심사미청구)
"픽셀 회로, 이를 이용한 전계 발광 표시장치, 및 이를 이용한 발광 제어 트랜지스터의 특성 센싱 방법(PIXEL CIRCUIT, ELECTROLUMINESCENT DISPLAY USING THE SAME, AND METHOD FOR SENSING CHRACTERISTIC OF LIGHT EMISSION CONTROL TRANSISTOR USING THE SAME)",엘지디스플레이 주식회사(서울특별시 영등포구...),2019.12.26,
박막 트랜지스터 액정표시장치 및 그 제조방법(THIN FILM TRANSISTOR LCD AND METHOD FOR MANUFACTURINGLCD),엘지디스플레이 주식회사(서울특별시 영등포구...),2002.12.30,등록결정(일반)
서로 다른 타입의 박막 트랜지스터들을 포함하는 표시장치 및 그 제조방법(DISPLAY APPARATUS COMPRISING DIFFERENT TYPES OF THIN FILM TRANSISTORS AND MEHTHOD FOR MANUFACTURING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2018.12.26,
"박막 트랜지스터, 그의 제조방법, 및 그를 포함한 표시장치(THIN FILM TRANSISTOR AND METHOD FOR MANUFACTURING THE SAME, AND DISPLAY DEVICE INCLUDING THE SAME)",엘지디스플레이 주식회사(서울특별시 영등포구...),2016.12.30,
두께 차를 갖는 액티브층을 포함하는 박막 트랜지스터 및 이를 포함하는 표시장치(THIN FILM TRANSISTOR COMPRISING ACTIVE LAYER HAVING THICKNESS DIFFERENCE AND DISPLAY APPARATUS COMPRISING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2018.12.28,
디지털 엑스레이 검출기용 박막 트랜지스터 어레이 기판 및 이를 포함하는 디지털 엑스레이 검출기(THIN FILM TRANSISTOR ARRAY SUBSTRATE DIGITAL X-RAY DETECTOR AND DIGITAL X-RAY DETECTOR INCLUDING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2018.12.11,
박막 트랜지스터 기판 및 이를 포함하는 표시 장치(THIN FILM TRANSISTOR AND DISPLAY DEVICE INCLUDING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2016.12.16,
칼라 필터가 형성된 박막 트랜지스터 기판 및 그 제조 방법(Color Filter On Thin Film Transistor Array SubstrateAnd Method For Fabricating The Same),엘지디스플레이 주식회사(서울특별시 영등포구...),2003.12.11,등록결정(일반)
"박막 트랜지스터, 박막 트랜지스터 기판 및 그 제조방법(THIN FILM TRANSISTOR, THIN FILM TRANSISTOR SUBSTRATE AND METHODS OF MANUFACTURING THE SAMES)",엘지디스플레이 주식회사(서울특별시 영등포구...),2011.11.24,등록결정(일반)
박막 트랜지스터 어레이 기판 및 이의 제조방법(THIN FILM TRANSISTOR ARRAY SUBSTRATE AND METHOD FOR FABRICATING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2011.05.23,등록결정(일반)
산화물 박막 트랜지스터 및 그 제조방법(OXIDE THIN FILM TRANSISTOR AND METHOD OF FABRICATING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2009.05.27,등록결정(일반)
유기박막트랜지스터 및 그 제조방법(Organic Thin Film Transistor and Method formanufacturing the same),엘지디스플레이 주식회사(서울특별시 영등포구...),2005.12.29,등록결정(일반)
횡전계 방식 액정표시장치용 박막 트랜지스터 어레이 기판및 이를 구비하는 액정표시장치(In-plane switching mode thin film transistor arraypanel and liquid crystal display comprising the same),엘지디스플레이 주식회사(서울특별시 영등포구...),2005.11.09,등록결정(일반)
박막 트랜지스터 기판 및 이의 제조 방법(THIN FILM TRANSISTOR SUBSTRATE AND METHOD FOR FABRICATING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2011.04.20,등록결정(일반)
패턴 형성 방법 및 박막 트랜지스터 어레이 기판의 제조 방법(Method for Forming Patterns and Method for Manufacturing Thin Film Transistor Substrate),엘지디스플레이 주식회사(서울특별시 영등포구...),2009.12.11,등록결정(일반)
금속 산화물 반도체를 포함하는 박막 트랜지스터 기판(Thin Film Transistor Substrate Having Metal Oxide Semiconductor),엘지디스플레이 주식회사(서울특별시 영등포구...),2012.03.29,등록결정(일반)
삼중 금속층 게이트 요소를 갖는 박막 트랜지스터 기판 제조 방법(Method For Manufacturing Thin Film Transistor Having Three-Layered Metal Gate Element),엘지디스플레이 주식회사(서울특별시 영등포구...),2011.12.12,등록결정(일반)
산화물 박막트랜지스터를 포함하는 액정표시장치 및 액정표시장치 제조방법(Liquid Crystal Display having Oxide Thin Film Transistor and Method of manufacturing the same),엘지디스플레이 주식회사(서울특별시 영등포구...),2011.11.09,등록결정(일반)
박막 트랜지스터 기판 및 그 제조방법(THIN FILM TRANSISTOR ARRAY SUBSTRATE AND METHOD FOR FABRICATING THEREOF),엘지디스플레이 주식회사(서울특별시 영등포구...),2006.12.28,등록결정(일반)
액정표시장치용 박막 트랜지스터 기판 및 이의 제조 방법(Thin film transistor panel using liquid crystal displayand method for manufacturing the same),엘지디스플레이 주식회사(서울특별시 영등포구...),2005.09.30,등록결정(일반)
박막트랜지스터 기판의 제조 방법(METHOD OF FABRICATING THIN FILM TRANSISTOR SUBSTRATE),엘지디스플레이 주식회사(서울특별시 영등포구...),2011.11.11,등록결정(일반)
박막트랜지스터의 제조방법(MANUFACTURING METHOD OF THIN FILM TRANSISTOR),엘지디스플레이 주식회사(서울특별시 영등포구...),2011.03.08,등록결정(재심사후)
폴리실리콘 박막트랜지스터 및 그 제조방법(Poly Silicon Thin Film Transistor and Method of fabricating the same),엘지디스플레이 주식회사(서울특별시 영등포구...),2008.07.08,등록결정(일반)
수평 전계 인가형 박막 트랜지스터 기판 및 그 제조 방법(THIN FILM TRANSISTOR SUBSTRATE OF HORIZONTALELECTRONIC FIELD APPLYING TYPE AND FABRICATING METHODTHEREOF),엘지디스플레이 주식회사(서울특별시 영등포구...),2004.06.24,등록결정(일반)
"나노 디바이스, 이를 포함하는 트랜지스터, 나노 디바이스및 이를 포함하는 트랜지스터의 제조 방법(NANODEVICE, TRANSISTOR COMPRISING THE NANODEVICE, METHOD FOR MANUFACTURING THE NANODEVICE, AND METHOD FOR MANUFACTURING THE TRANSISTOR)",엘지디스플레이 주식회사(서울특별시 영등포구...),2008.02.04,등록결정(일반)
액정 표시 장치용 박막 트랜지스터 기판 및 이의 제조 방법(THIN FILM TRANSISTOR SUBSTRATE IN LIQUID CRYSTAL DISPLAY DEVICE AND METHOD OF MANUFACTURING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2006.12.29,등록결정(심사전치후)
박막트랜지스터 기판 및 그 제조 방법(THIN FILM TRANSISTOR SUBSTRATE AND METHOD OF FABRICATING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2010.09.03,등록결정(일반)
박막트랜지스터 및 평판형 표시장치 제조방법(Method for manufacturing of Thin Film Transistor),엘지디스플레이 주식회사(서울특별시 영등포구...),2009.12.18,등록결정(재심사후)
박막 트랜지스터 기판 및 그 제조 방법(Thin Film Transistor Substrate And Method For Manufacturing The Same),엘지디스플레이 주식회사(서울특별시 영등포구...),2015.04.20,등록결정(재심사후)
이종접합 광트랜지스터를 검출소자로 하는 광수신기 광전집적회로(Photoreceiver photo electronic integrated circuit having heterojunction photo-transistor as detecting device),엘지이노텍 주식회사(서울특별시 강서구...),2003.07.14,등록결정(일반)
"유기 박막트랜지스터와 그 제조방법, 및 이를 이용한 액정표시소자의 제조방법(ORGANIC THIN FILM TRANSISTOR AND METHOD FABRICATING THEREOF, AND FABRICATION METHOD OF LIQUID CRYSTAL DISPLAY DEVICE USING THE SAME)",엘지디스플레이 주식회사(서울특별시 영등포구...),2004.08.30,등록결정(일반)
박막트랜지스터 어레이 기판 및 이를 포함하는 표시장치(THIN FILM TRANSISTOR ARRAY SUBSTRATE AND DISPLAY DEVICE COMPRISING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2014.10.24,거절결정(일반)
유기발광 표시장치의 트랜지스터 특성 측정방법(Measuring method of transistor characteristics of Organic light-emitting display device),엘지디스플레이 주식회사(서울특별시 영등포구...),2011.10.04,등록결정(재심사후)
산화물 박막 트랜지스터의 제조방법(METHOD OF FABRICATING OXIDE THIN FILM TRANSISTOR),엘지디스플레이 주식회사(서울특별시 영등포구...),2009.06.02,등록결정(일반)
박막트랜지스터 액정표시장치 및 그 제조방법(Thin Film Transistor Liquid Crystal Display Device andthe method for fabricating thereof),엘지디스플레이 주식회사(서울특별시 영등포구...),2006.10.24,등록결정(일반)
반투과형 박막트랜지스터 어레이 기판 및 그 제조방법(Thin Film Transistor Array Substrate of TransflectiveType And Fabricating Method Thereof),엘지디스플레이 주식회사(서울특별시 영등포구...),2004.12.18,등록결정(일반)
결정화방법 및 이를 이용한 박막 트랜지스터의 제조방법(METHOD OF CRYSTALLIZATION AND METHOD OF FABRICATINGTHIN FILM TRANSISTOR USING THEREOF),엘지디스플레이 주식회사(서울특별시 영등포구...),2003.12.24,등록결정(일반)
하이브리드 액정 표시 장치용 박막 트랜지스터 기판 및그의 제조 방법(Thin film transistor substrate for hybrid liquidcrystal display and method for fabricating thereof),엘지디스플레이 주식회사(서울특별시 영등포구...),2005.10.31,등록결정(일반)
박막 트랜지스터 어레이 기판의 제조방법(Method for manufacturing thin film transistor array substrate),엘지디스플레이 주식회사(서울특별시 영등포구...),2009.12.11,등록결정(일반)
수직 구조 트랜지스터 및 전자장치(VERTICAL STRUCTURE TRANSISTOR AND ELECTRONIC DEVICE),엘지디스플레이 주식회사(서울특별시 영등포구...),2018.11.28,
박막 트랜지스터 기판 및 박막 트랜지스터 기판 제조 방법(THIN FILM TRANSISTOR SUBSTRATE AND METHOD FOR MANUFACTUCING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2014.10.17,등록결정(재심사후)
박막트랜지스터 어레이 기판 및 그의 제조방법(THIN FILM TRANSISTOR ARRAY SUBSTRATE AND MANUFACTURING METHOD OF THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2013.06.05,등록결정(일반)
수소 공급 박막을 구비한 산화물 반도체를 포함하는 박막 트랜지스터 기판(Oxide Semiconductor Thin Film Transistor Substrate Having Hydrogen Supplying Thin Layer),엘지디스플레이 주식회사(서울특별시 영등포구...),2014.12.02,등록결정(재심사후)
산화물 반도체 박막 트랜지스터 기판(Oxide Semiconductor Thin Film Transistor Substrate),엘지디스플레이 주식회사(서울특별시 영등포구...),2014.12.02,등록결정(일반)
박막트랜지스터를 포함하는 기판 및 그를 가지는 표시 패널(SUBSTRATE INCLUDING THIN FILM TRANSISTOR AND DISPLAY PANEL HAVING THE SMAE),엘지디스플레이 주식회사(서울특별시 영등포구...),2015.07.29,등록결정(일반)
박막 트랜지스터 어레이 기판 및 이를 구비하는 유기전계발광 표시장치(Thin Film Transistor Array Substrate and Organic Light Emitting Diode Display Device Having The Same),엘지디스플레이 주식회사(서울특별시 영등포구...),2014.11.04,등록결정(일반)
폴리실리콘 박막트랜지스터의 제조방법(Method of fabricating the same for Poly-Silicone ThinFilm Transistor),엘지디스플레이 주식회사(서울특별시 영등포구...),2001.12.27,등록결정(심사전치후)
산화물 트랜지스터를 이용한 쉬프트 레지스터 및 그를 이용한 표시 장치(SHIFT REGISTER USING OXIDE TRANSISTOR AND DISPLAY DEVICE USING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2015.07.31,등록결정(일반)
박막트랜지스터 기판의 제조 방법(METHOD OF FABRICATING THIN FILM TRANSISTOR SUBSTRATE),엘지디스플레이 주식회사(서울특별시 영등포구...),2004.12.31,등록결정(일반)
박막트랜지스터 제조방법(Method of fabricating of a thin film transistor),엘지디스플레이 주식회사(서울특별시 영등포구...),2003.03.07,등록결정(일반)
박막 트랜지스터 어레이 기판 및 그 제조 방법(THIN FILM TRANSISTOR ARRAY SUBSTRATE AND MANUFACTURINGMETHOD OF THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2003.12.24,등록결정(일반)
박막 트랜지스터 어레이 기판 및 이를 포함하는 전자장치(THIN FILM TRANSISTOR ARRAY SUBSTRATE AND ELECTRONIC DEVICE INCLUDING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2018.12.10,
디지털 엑스레이 검출기용 박막 트랜지스터 어레이 기판과 이를 포함하는 디지털 엑스레이 검출기 및 그 제조 방법(THIN FILM TRANSISTOR ARRAY SUBSTRATE FOR DIGITAL X-RAY DETECTOR AND DIGITAL X-RAY DETECTOR INCLUDING THE SAME AND THE MANUFACTURING METHOD OF THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2018.12.21,
박막트랜지스터 및 그 제조방법(Thin Film Transistor and method for fabricating thesame),엘지디스플레이 주식회사(서울특별시 영등포구...),2001.11.05,등록결정(일반)
박막 트랜지스터 어레이 기판 및 그 제조 방법(Thin film transistor array substrate and method for fabricating the same),엘지디스플레이 주식회사(서울특별시 영등포구...),2013.11.29,등록결정(일반)
평판 표시장치용 박막 트랜지스터 어레이 기판(THIN FILM ARRAY TRANSISTOR SUBSTRATE FOR FLAT PANEL DISPLAY DEVICE),엘지디스플레이 주식회사(서울특별시 영등포구...),2014.06.27,등록결정(일반)
산화물 박막 트랜지스터(OXIDE THIN FILM TRANSISTOR),엘지디스플레이 주식회사(서울특별시 영등포구...),2013.04.30,등록결정(재심사후)
표시장치용 박막 트랜지스터 어레이 기판 제조방법 및 박막 트랜지스터 어레이 기판(METHOD FOR FABRICATING THIN FILM TRANSISTOR ARRAY SUBSTRATE FOR DISPLAY DEVICE AND THE THIN FILM TRANSISTOR ARRAY SUBSTRATE),엘지디스플레이 주식회사(서울특별시 영등포구...),2013.11.01,등록결정(일반)
표시장치용 박막 트랜지스터 어레이 기판 및 그 제조방법(THIN FILM TRANSISTOR ARRAY SUBSTRATE FOR DISPLAY DEVICE AND METHOD FOR FABRICATING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2013.12.31,등록결정(일반)
"트랜지스터, 그 제조 방법, 이를 구비한 표시장치 및 그 제조 방법(Transistor, method of fabricating the transistor, display device having the same and fabricating method thereof)",엘지디스플레이 주식회사(서울특별시 영등포구...),2011.08.10,취하(심사미청구)
박막 트랜지스터(Thin Film Transistors),엘지디스플레이 주식회사(서울특별시 영등포구...),2002.12.31,등록결정(일반)
