발명의명칭,출원인,출원일자,심사진행상태
박막트랜지스터 및 그를 포함하는 트랜지스터 어레이 기판(Thin Film Transistor and Transistor Array Substrate including of the same),엘지디스플레이 주식회사(서울특별시 영등포구...),2011.05.03,등록결정(일반)
박막트랜지스터 기판 및 그 제조 방법(THIN FILM TRANSISTOR SUBSTRATE AND METHOD OF FABRICATING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2010.12.17,등록결정(재심사후)
박막 트랜지스터 액정표시장치 및 이의 제조방법(THIN FILM TRANSISTOR LIQUID CRYSTAL DISPLAY DEVICE AND METHOD FOR FABRICATING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2011.12.06,등록결정(일반)
박막트랜지스터의 제조방법 및 이를 적용한 액정표시소자의제조방법(Method For Fabricating Thin Film Transistor And MethodFor Fabricating Liquid Crystal Display Device),엘지디스플레이 주식회사(서울특별시 영등포구...),2005.09.14,등록결정(일반)
박막트랜지스터의 제조방법 및 이를 이용한 TFT 어레이기판의 제조방법(Method For Fabricating Thin Film Transistor And MethodFor Fabricating Thin Film Transistor Array Substrate ByApplying Said Method),엘지디스플레이 주식회사(서울특별시 영등포구...),2006.06.30,등록결정(일반)
박막트랜지스터 및 이를 이용한 표시장치(THIN FILM TRANSISTOR AND DISPLAY DEVICE USING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2021.01.12,등록결정(일반)
박막 트랜지스터 및 박막 트랜지스터 제조방법(thin film transistor and method of fabricating the thin film transistor),엘지디스플레이 주식회사(서울특별시 영등포구...),2017.11.30,등록결정(일반)
컬러 필터층을 포함하는 박막 트랜지스터 기판을 구비하는 평판 표시장치 및 그 제조 방법(FLAT PANEL DISPLAY INCLUDING THIN FILM TRANSISTOR SUBSTRATE HAVING COLOR FILTER LAYER AND MANUFACTURING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2012.08.28,등록결정(일반)
박막 트랜지스터 및 표시장치용 전극기판의 제조방법(Method for Manufacturing Thin Film Transistor and Electrode Substrate Used in Display Device),엘지디스플레이 주식회사(서울특별시 영등포구...),2011.10.31,등록결정(일반)
액정표시장치용 박막트랜지스터 어레이기판 및 그 제조방법(THIN FILM TRANSISTOR ARRAY SUBSTRATE FOR LIQUID CRYSTAL DISPLAY DEVICE AND METHOD FOR FABRICATING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2011.11.11,등록결정(재심사후)
박막 트랜지스터와 표시장치용 전극기판의 제조방법(Method for Manufacturing Thin Film Transistor and Electrode Substrate Used in Display Device),엘지디스플레이 주식회사(서울특별시 영등포구...),2011.10.31,등록결정(일반)
박막 트랜지스터 기판 및 이의 제조 방법(THIN FILM TRANSISTOR SUBSTRATE AND METHOD OF FABRICATING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2011.06.01,등록결정(일반)
박막트랜지스터 어레이 기판과 이를 포함한 표시장치(THIN FILM TRANSISTOR ARRAY SUBSTRATE AND DISPLAY DEVICE INCLUDING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2016.12.30,
박막 트랜지스터 및 그 제조방법(THIN FILM TRANSISTOR AND METHOD OF FABRICATING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2011.10.14,등록결정(재심사후)
표시장치용 산화물 박막 트랜지스터 및 그 제조방법(OXIDE THIN FILM TRANSISTOR FOR DISPLAY DEVICE AND METHOD FOR FABRICATING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2012.09.28,등록결정(재심사후)
트랜지스터 제조방법(method of manufacturing of transistor),엘지디스플레이 주식회사(서울특별시 영등포구...),2011.08.12,등록결정(재심사후)
결정화방법 및 이를 이용한 박막 트랜지스터의 제조방법(CRYSTALLIZATION METHOD AND METHOD OF FABRICATING THIN FILM TRANSISTOR USING THEREOF),엘지디스플레이 주식회사(서울특별시 영등포구...),2011.09.29,등록결정(일반)
산화물 박막 트랜지스터 및 그 제조방법(OXIDE THIN FILM TRANSISTOR AND METHOD OF FABRICATING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2008.10.08,등록결정(일반)
"산화물 박막 트랜지스터, 그 제조방법, 이를 구비한 표시장치 및 그 제조방법(OXIDE THIN FILM TRANSISTOR, METHOD FOR FABRICATING TFT, DISPLAY DEVICE HAVING TFT AND METHOD FOR FABRICATING THE SAME)",엘지디스플레이 주식회사(서울특별시 영등포구...),2012.05.24,등록결정(일반)
박막 트랜지스터 기판 및 이의 제조 방법(THIN FILM TRANSISTOR SUBSTRATE AND METHOD OF FABRICATING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2011.11.15,등록결정(일반)
산화물 박막 트랜지스터 및 그 제조방법(OXIDE THIN FILM TRANSISTOR AND METHOD OF FABRICATING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2008.11.26,등록결정(일반)
디지털 엑스레이 검출기용 박막 트랜지스터 어레이 기판(thin film transistor array panel for digital X-ray detector),엘지디스플레이 주식회사(서울특별시 영등포구...),2014.11.05,등록결정(일반)
"차광막을 포함한 박막 트랜지스터 어레이 기판 및 그 제조방법(Thin Film Transistor array substrate having Light Shield Layer, Method of manufacturing the same)",엘지디스플레이 주식회사(서울특별시 영등포구...),2011.05.03,취하(심사미청구)
박막 트랜지스터 기판 및 그 제조 방법(THIN FILM TRANSISTOR SUBSTRATE AND METHOD OF FABRICATING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2011.11.14,거절결정(재심사)
박막 트랜지스터 기판 및 이를 이용한 표시장치(Thin Film Transistor Substrate And Display Using The Same),엘지디스플레이 주식회사(서울특별시 영등포구...),2015.02.24,등록결정(일반)
티오씨 액정표시장치 및 그의 제조 방법(Thin Film Transistor Array Type Liquid Crystal DisplayDevice and a Method for manufacturing the same),엘지디스플레이 주식회사(서울특별시 영등포구...),2003.06.25,등록결정(일반)
"박막 트랜지스터, 박막 트랜지스터 어레이 기판 및 그 제조 방법(THIN FILM TRANSISTOR AND THIN FILM TRANSISTOR Array substrate and manufacturing method of tHE SAME)",엘지디스플레이 주식회사(서울특별시 영등포구...),2020.12.08,
"박막 트랜지스터, 그의 제조방법, 및 그를 포함하는 유기발광 표시장치(THIN FILM TRANSISTOR, METHOD FOR MANUFACTURING THE SAME, AND ORGANIC LIGHT EMITTING DISPLAY DEVICE INCLUDING THE SAME)",엘지디스플레이 주식회사(서울특별시 영등포구...),2016.12.30,
박막 트랜지스터 기판 및 이를 포함하는 표시장치(Thin Film Transistor And Display Device Comprising The Same),엘지디스플레이 주식회사(서울특별시 영등포구...),2015.06.30,등록결정(재심사후)
박막 트랜지스터 기판 및 이를 이용한 표시장치(Thin Film Transistor Substrate And Display Using The Same),엘지디스플레이 주식회사(서울특별시 영등포구...),2015.02.24,등록결정(일반)
"폴리실리콘 박막 트랜지스터 및 그 제조 방법과 그를이용한 표시장치와 그 제조 방법(POLYSILICON THIN FILM TRANSISTOR, METHOD F0RFABRICATING THE SAME, DISPLAY USING THE SAME ANDMEETHOD FOR FABRICATING THE DISPLAY)",엘지디스플레이 주식회사(서울특별시 영등포구...),2006.05.30,등록결정(심사전치후)
박막 트랜지스터 기판 및 이를 포함하는 표시장치(THIN FILM TRANSISTOR SUBSTRATE AND DISPLAY APPARATUS COMPRISING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2020.12.31,
표시 장치 및 박막 트랜지스터 어레이 기판(DISPLAY DEVICE AND THIN FILM TRANSISTOR ARRAY SUBSTRATE),엘지디스플레이 주식회사(서울특별시 영등포구...),2020.12.30,
박막 트랜지스터 기판 및 이를 포함하는 표시장치(THIN FILM TRANSISTOR SUBSTRATE AND DISPLAY APPARATUS COMPRISING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2020.12.28,
박막 트랜지스터 액정표시장치(THIN FILM TRANSISTOR LIQUID CRYSTAL DISPLAY DEVICE),엘지디스플레이 주식회사(서울특별시 영등포구...),2013.03.29,등록결정(일반)
박막트랜지스터 어레이 기판 및 그 제조방법(THIN FILM TRANSISTOR ARRAY SUBSTRATE AND METHOD FOR MANUFACTURING OF THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2012.09.24,등록결정(일반)
산화물 트랜지스터를 이용한 쉬프트 레지스터 및 그를 이용한 표시 장치(SHIFT REGISTER USING OXIDE TRANSISTOR AND DISPLAY DEVICE USING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2015.04.29,등록결정(일반)
전계 효과 트랜지스터 보호 장치 및 이를 이용한 과전류 방지 시스템(APPARATUS FOR PROTECTING FIELD EFFECT TRANSISTOR AND SYSTEM FOR PREVENTING OVER-CURRENT USING THE SAME),주식회사 엘지에너지솔루션(서울특별시 영등포구...),2018.05.08,등록결정(일반)
박막 트랜지스터 기판 및 그 제조 방법(Thin Film Transistor Substrate and Manufacturing Method Thereof),엘지디스플레이 주식회사(서울특별시 영등포구...),2015.09.17,등록결정(일반)
박막 트랜지스터 및 그 제조 방법(Thin Film Transistor and the fabrication method),엘지디스플레이 주식회사(서울특별시 영등포구...),2004.09.02,등록결정(일반)
박막 트랜지스터 및 이를 포함하는 표시장치(THIN FILM TRANSISTOR AND DISPLAY APPARATUS COMPRISING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2020.12.23,
"박막트랜지스터, 그를 포함하는 표시 장치 및 그 박막트랜지스터의 제조 방법(THIN FILM TRANSISTOR, DISPLAY WITH THE SAME, AND METHOD OF FABRICATING THE SAME)",엘지디스플레이 주식회사(서울특별시 영등포구...),2022.02.07,등록결정(일반)
고해상도 디지털 엑스레이 검출기용 박막 트랜지스터 어레이 기판 및 이를 포함하는 고해상도 디지털 엑스레이 검출기(THIN FILM TRANSISTOR ARRAY SUBSTRATE FOR HIGH RESOLUTION DIGITAL X-RAY DETECTOR AND THE HIGH RESOLUTION DIGITAL X-RAY DETECTOR INCLUDING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2018.10.18,
고해상도 디지털 엑스레이 검출기용 박막 트랜지스터 어레이 기판 및 이를 포함하는 고해상도 디지털 엑스레이 검출기(THIN FILM TRANSISTOR ARRAY SUBSTRATE FOR HIGH RESOLUTION DIGITAL X-RAY DETECTOR AND THE HIGH RESOLUTION DIGITAL X-RAY DETECTOR INCLUDING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2018.10.18,
FET 센싱을 이용하는 BMU 테스트 시스템 및 BMU 테스트 방법(System for testing Battery Management Unit using Field Effect Transistor sensing and method thereof),주식회사 엘지화학(서울특별시 영등포구...),2012.12.06,등록결정(일반)
액티브 매트릭스형 유기발광다이오드 소자용 박막트랜지스터(Thin Film Transistor for Active Matrix type OrganicLight Emitting Diode Device),엘지디스플레이 주식회사(서울특별시 영등포구...),2001.12.27,등록결정(심사전치후)
박막 트랜지스터 및 이를 포함하는 표시장치(THIN FILM TRANSISTOR SUBSTRATE AND DISPLAY APPARATUS COMPRISING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2020.12.14,
유기절연막 조성물 및 그를 이용한 박막 트랜지스터 기판 및 디스플레이 장치(Composition of organic insulating layer and Thin film Transistor substrate and Display Device using the same),엘지디스플레이 주식회사(서울특별시 영등포구...),2011.11.30,등록결정(일반)
산화물 박막 트랜지스터 및 그 제조방법(OXIDE THIN FILM TRANSISTOR AND METHOD OF FABRICATING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2011.06.09,등록결정(일반)
금속 산화물 반도체를 포함하는 박막 트랜지스터 기판(Thin Film Transistor Substrate Having Metal Oxide Semiconductor),엘지디스플레이 주식회사(서울특별시 영등포구...),2013.02.28,등록결정(일반)
박막 트랜지스터의 제조방법 및 박막 트랜지스터를 포함하는 표시장치의 제조방법(METHOD FOR FABRICATING THIN FILM TRANSISTOR AND METHOD FOR FABRICATING DISPLAY DEVICE HAVING THIN FILM TRANSISTOR),엘지디스플레이 주식회사(서울특별시 영등포구...),2009.05.29,등록결정(일반)
산화물 박막 트랜지스터 및 그 제조방법(OXIDE THIN FILM TRANSISTOR AND METHOD OF MANUFACTURING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2011.11.22,등록결정(일반)
액정 표시 장치 및 광학 박막 트랜지스터 기판의 제조 방법(LIQUID CRYSTAL DIPLAY DEVICE AND MANUFACTURING METHOD OF PHOTO TRANSISTOR SUBSTRATE),엘지디스플레이 주식회사(서울특별시 영등포구...),2011.04.06,등록결정(일반)
박막트랜지스터 어레이기판 제조방법(Method for fabricating Array substrate having Thin Film Transistor),엘지디스플레이 주식회사(서울특별시 영등포구...),2010.11.18,등록결정(일반)
TFT 어레이 기판 및 그 제조방법(Thin Film Transistor Array Substrate And Method For Fabricating The Same),엘지디스플레이 주식회사(서울특별시 영등포구...),2006.11.28,등록결정(일반)
박막 트랜지스터 및 그 제조방법(Thin film transistor and fabrication method of the same),엘지디스플레이 주식회사(서울특별시 영등포구...),2006.03.10,등록결정(일반)
박막트랜지스터의 모델링 방법(Method for modeling of Thin Film Transistor),엘지디스플레이 주식회사(서울특별시 영등포구...),2010.12.27,등록결정(재심사후)
산화물 박막트랜지스터를 구비한 표시소자 및 그 제조방법(DISPLAY DEVICE HAVING OXIDE THIN FILM TRANSISTOR AND METHOD OF FABRICATING THEREOF),엘지디스플레이 주식회사(서울특별시 영등포구...),2009.06.02,등록결정(일반)
박막 트랜지스터 기판 및 이의 제조 방법(THIN FILM TRANSISTOR SUBSTRATE AND METHOD FOR FABRICATING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2010.12.08,등록결정(일반)
박막 트랜지스터 기판 및 이를 이용한 표시 장치(Thin Film Transistor Substrate and Display Device Using the Same),엘지디스플레이 주식회사(서울특별시 영등포구...),2014.12.30,등록결정(일반)
박막 트랜지스터 액정표시장치(THIN FILM TRANSISTOR LIQUID CRYSTAL DISPLAY DEVICE),엘지디스플레이 주식회사(서울특별시 영등포구...),2013.03.29,등록결정(일반)
액정표시장치용 박막 트랜지스터 어레이 기판 및 그의 제조방법(Thin Film Transistor Array Substrate for Liquid Crystal Display Device and method of manufacturing the same),엘지디스플레이 주식회사(서울특별시 영등포구...),2007.09.04,등록결정(일반)
액정표시장치용 박막 트랜지스터 기판 및 이의 제조 방법(Thin film transistor panel using liquid crystal displayand method for manufacturing the same),엘지디스플레이 주식회사(서울특별시 영등포구...),2005.08.02,등록결정(일반)
산화물 박막트랜지스터를 포함하는 어레이 기판 및 그 제조방법(Array Substrate Including Oxide Thin Film Transistor And Method Of Fabricating The Same),엘지디스플레이 주식회사(서울특별시 영등포구...),2012.07.26,등록결정(재심사후)
박막 트랜지스터 기판 및 이의 제조 방법(THIN FILM TRANSISTOR SUBSTRATE AND METHOD FOR FABRICATING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2013.01.30,등록결정(일반)
다결정 실리콘 박막 트랜지스터 및 그 제조방법(POLYCRYSTALLINE SILICON THIN FILM TRANSISTOR ANDMETHOD OF FABRICATING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2004.04.29,등록결정(일반)
칼라 필터 층을 포함하는 고 투과율 박막 트랜지스터 기판 및 그 제조 방법(HIGH LIGHT TRANSMITTANCE THIN FILM TRANSISTOR SUBSTRATE HAVING COLOR FILTER LAYER AND MANUFACTURING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2011.05.20,등록결정(일반)
산화물 박막 트랜지스터 및 그 제조방법(OXIDE THIN FILM TRANSISTOR AND METHOD FOR FABRICATING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2011.09.01,등록결정(재심사후)
박막 트랜지스터 기판 및 이를 이용한 표시장치(Thin Film Transistor Substrate And Display Using The Same),엘지디스플레이 주식회사(서울특별시 영등포구...),2015.06.19,등록결정(일반)
"박막 트랜지스터 및 이를 포함한 액정표시장치와 이들의 제조방법(Thin film transistor, Flat display device, and Method for fabricating the same)",엘지디스플레이 주식회사(서울특별시 영등포구...),2010.12.07,등록결정(일반)
박막 트랜지스터 어레이 기판 및 그 제조방법(THIN FILM TRANSISTOR ARRAY SUBSTRATE AND METHOD OF MANUFACTURING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2013.09.30,등록결정(일반)
다결정 실리콘 박막트랜지스터의 제조 방법(Method of fabricating Poly Silicon Thin Film Transistor),엘지디스플레이 주식회사(서울특별시 영등포구...),2004.09.14,등록결정(일반)
박막트랜지스터 기판 및 그를 가지는 액정 표시 패널(THIN FILM TRANSISTOR SUBSTRATE AND LIQUID CRYSTAL DISPLAY PANEL WITH THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2015.08.31,등록결정(일반)
산화물 박막 트랜지스터의 제조방법(METHOD OF FABRICATING OXIDE THIN FILM TRANSISTOR),엘지디스플레이 주식회사(서울특별시 영등포구...),2008.11.27,등록결정(일반)
박막트랜지스터 기판과 이를 이용한 액정표시장치(SUBSTRATE OF THIN FILM TRANSISTOR AND LIQUID CRYSTALDISPLAY USING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2002.12.20,등록결정(일반)
박막 트랜지스터 어레이 기판 및 이를 포함하는 전자장치(THIN FILM TRANSISTOR ARRAY SUBSTRATE AND ELECTRONIC DEVICE INCLUDING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2020.11.27,
다수의 타입들의 박막 트랜지스터들을 갖는 디스플레이 백플레인(DISPLAY BACKPLANE HAVING MULTIPLE TYPES OF THIN-FILM-TRANSISTORS),엘지디스플레이 주식회사(서울특별시 영등포구...),2015.12.16,등록결정(일반)
다수의 타입들의 박막 트랜지스터들을 갖는 디스플레이 백플레인(DISPLAY BACKPLANE HAVING MULTIPLE TYPES OF THIN-FILM-TRANSISTORS),엘지디스플레이 주식회사(서울특별시 영등포구...),2015.12.15,등록결정(일반)
"박막 트랜지스터, 이를 포함하는 평판표시장치 및 그의제조방법(Thin Film Transistor, Flat panel display and Method of Manufacturing the same)",엘지전자 주식회사(서울특별시 영등포구...),2007.02.07,취하(심사미청구)
산화물 박막 트랜지스터의 제조방법(METHOD OF FABRICATING OXIDE THIN FILM TRANSISTOR),엘지디스플레이 주식회사(서울특별시 영등포구...),2009.12.23,거절결정(일반)
박막 트랜지스터 기판과 그 제조방법 및 액정표시장치와 그 제조방법(Thin film transistor substrate and Liquid Crystal Display Device and method of manufacturing the sames),엘지디스플레이 주식회사(서울특별시 영등포구...),2009.12.11,등록결정(재심사후)
액정 표시 장치의 박막 트랜지스터 기판 및 그 제조 방법(THIN FILM TRANSISTOR OF LIQUID CRYSTAL DISPLAY AND METHOD FOR FABRICATING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2009.09.08,등록결정(재심사후)
포토 마스크 및 이를 이용한 박막트랜지스터 어레이 기판의제조 방법(PHOTO MASK AND METHOD OF FABRICATING THIN FILM TRANSISTOR ARRAY SUBSTRATE USING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2007.12.21,등록결정(일반)
박막트랜지스터 어레이 기판의 제조방법(METHOD FOR MANUFACTURING THE THIN FILM TRANSISTOR ARRAY SUBSTRATE),엘지디스플레이 주식회사(서울특별시 영등포구...),2013.01.31,등록결정(일반)
다결정 실리콘 박막 트랜지스터 및 그 제조방법(POLYCRYSTALLINE SILICON THIN FILM TRANSISTOR ANDMETHOD FOR FABRICATING THEREOF),엘지디스플레이 주식회사(서울특별시 영등포구...),2004.06.26,등록결정(일반)
유기박막트랜지스터 및 그 제조방법(Organic Thin Film Transistor and Method formanufacturing the same),엘지디스플레이 주식회사(서울특별시 영등포구...),2005.12.29,등록결정(일반)
박막트랜지스터 기판 및 그 제조방법(Thin Film Transistor Substrate And Fabricating MethodThereof),엘지디스플레이 주식회사(서울특별시 영등포구...),2004.12.23,등록결정(일반)
산화물 반도체를 포함하는 박막 트랜지스터 기판 및 그 제조 방법(Thin Film Transistor Substrate Having Oxide Semiconductor and Manufacturing Method Thereof),엘지디스플레이 주식회사(서울특별시 영등포구...),2012.10.24,등록결정(일반)
산화물 박막트랜지스터 및 이의 제조방법(Oxide thin film transistor and method for manufacturing the same),엘지디스플레이 주식회사(서울특별시 영등포구...),2011.11.18,등록결정(일반)
박막트랜지스터 기판 및 그 제조 방법(THIN FILM TRANSISTOR SUBSTRATE AND METHOD OF FABRICATING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2011.10.11,등록결정(일반)
"박막트랜지스터 기판 및 그 제조 방법과 그를 가지는 평판 표시 소자(THIN FILM TRANSISTOR SUBSTRATE, METHOD OF FABRICATING THE SAME, AND FLAT DISPLAY HAVING THE SAME)",엘지디스플레이 주식회사(서울특별시 영등포구...),2010.06.11,등록결정(일반)
박막트랜지스터 기판 및 그를 가지는 액정 표시 패널(THIN FILM TRANSISTOR SUBSTRATE AND LIQUID CRYSTAL DISPLAY PANEL WITH THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2015.10.29,등록결정(일반)
박막트랜지스터 어레이기판 및 그의 제조방법(THIN FILM TRANSISTOR ARRAY SUBSTRATE AND MANUFACTURING METHOD THEREOF),엘지디스플레이 주식회사(서울특별시 영등포구...),2009.02.18,등록결정(일반)
박막 트랜지스터 기판의 제조 방법(METHOD OF MANUFACTURIG THIN FILM TRANSISTOR SUBSTRATE),엘지디스플레이 주식회사(서울특별시 영등포구...),2007.12.31,등록결정(일반)
박막트랜지스터 어레이 기판(Thin Film Transistor Array Substrate),엘지디스플레이 주식회사(서울특별시 영등포구...),2006.11.30,등록결정(일반)
박막 트랜지스터 어레이 기판의 제조 방법(The Manufacturing of Thin Film Transistors Array onGlass),엘지디스플레이 주식회사(서울특별시 영등포구...),2002.12.31,등록결정(일반)
박막 트랜지스터 어레이 기판 및 그 제조방법(Thin Film Transistor Array Substrate And Method For Fabricating Thereof),엘지디스플레이 주식회사(서울특별시 영등포구...),2007.03.05,등록결정(일반)
실리콘 결정화 방법 및 이를 이용한 박막 트랜지스터제조방법(SILICON CRYSTALLIZATION METHOD AND METHOD FOR MANUFACTURING THIN FILM TRANSISTOR USING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2006.12.08,등록결정(일반)
박막트랜지스터 기판 및 그 제조 방법(THIN FILM TRANSISTOR SUBSTRATE AND METHOD OF FABRICATING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2010.11.15,등록결정(재심사후)
표시장치용 트랜지스터 어레이 기판(TRANSISTOR ARRAY SUBSTRATE FOR DISPLAY DEVICE),엘지디스플레이 주식회사(서울특별시 영등포구...),2005.04.29,등록결정(취소환송후)
"절연막, 이를 구비하는 박막트랜지스터 및 이들의 제조방법(INSULATING LAYER, THIN FILM TRANSISTOR HAVING THEINSULATING LAYER AND METHOD OF MANUFACTURING THEREOF)",엘지디스플레이 주식회사(서울특별시 영등포구...),2006.10.10,등록결정(일반)
박막 트랜지스터 어레이 기판(THIN FILM TRANSISTOR ARRAY SUBSTRATE),엘지디스플레이 주식회사(서울특별시 영등포구...),2014.02.18,등록결정(일반)
박막 트랜지스터 기판 및 이의 제조 방법(THIN FILM TRANSISTOR SUBSTRATE AND METHOD OF MANUFACTURING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2007.04.30,등록결정(심사전치후)
저저항 배선 형성방법 및 그를 이용한 박막 트랜지스터 제조방법(METHOD OF FORMING LOW RESISTANCE WIRE AND METHOD OF MANUFACTURING THIN FILM TRANSISTOR USING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2012.09.11,등록결정(일반)
유기반도체 박막트랜지스터 및 그의 제조방법(Organic thin film transistor and method for fabricating of the same),엘지디스플레이 주식회사(서울특별시 영등포구...)|고쿠리츠다이가쿠호진 토쿄고교 다이가꾸(일본국 토쿄 메구로쿠 오오카야마 *-**-*),2006.11.28,등록결정(일반)
박막 트랜지스터 및 그의 제조 방법(Thin Film Transistor and Method For Fabricating the Same),엘지디스플레이 주식회사(서울특별시 영등포구...),2007.04.27,등록결정(심사전치후)
"박막트랜지스터, 이를 구비하는 표시장치 및 이들의 제조방법(THIN FILM TRANSISTOR, DISPLAY DEVICE HAVING THE THINFILM TRANSISTOR AND METHOD OF MANUFACTURING THEREOF)",엘지디스플레이 주식회사(서울특별시 영등포구...),2006.09.22,등록결정(일반)
표시장치용 산화물 박막 트랜지스터 제조방법(METHOD FOR FABRICATING OXIDE THIN FILM TRANSISTOR FOR DISPLAY DEVICE),엘지디스플레이 주식회사(서울특별시 영등포구...),2013.06.26,등록결정(일반)
박막 트랜지스터 기판 및 그 제조 방법(Thin Film Transistor Substrate and Manufacturing methodof the same),엘지디스플레이 주식회사(서울특별시 영등포구...),2006.10.25,등록결정(일반)
박막 트랜지스터 기판(Thin Film Transistor Substrate),엘지디스플레이 주식회사(서울특별시 영등포구...),2012.11.19,등록결정(일반)
박막트랜지스터 기판 및 그 제조 방법(THIN FILM TRANSISTOR SUBSTRATE AND METHOD OF FABRICATING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2009.12.22,등록결정(일반)
박막 트랜지스터 어레이 기판 및 이의 제조 방법(The Substrate of Thin Film Transistors Array and Method for Manufacturing the Same),엘지디스플레이 주식회사(서울특별시 영등포구...),2007.07.25,등록결정(일반)
디스플레이 장치의 박막트랜지스터(THIN FILM TRANSISTOR OF DISPLAY DEVICE),엘지디스플레이 주식회사(서울특별시 영등포구...),2015.06.12,등록결정(일반)
박막 트랜지스터 어레이 기판 및 이를 포함하는 전자장치(THIN FILM TRANSISTOR ARRAY SUBSTRATE AND ELECTRONIC DEVICE INCLUDING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2020.10.27,
유기 트랜지스터 및 이의 제조방법(ORGANIC TRANSISTOR AND METHOD FOR FABRICATING THE SAME),주식회사 엘지화학(서울특별시 영등포구...),2007.02.13,등록결정(일반)
디지털 엑스레이 검출기용 박막 트랜지스터 어레이 기판과 이를 포함하는 디지털 엑스레이 검출기 및 이의 제조 방법(THIN FILM TRANSISTOR ARRAY SUBSTRATE FOR DIGITAL X-RAY DETECTOR AND THE DIGITAL X-RAY DETECTOR INCLUDING THE SAME AND THE MANUFACTURING METHOD THEREOF),엘지디스플레이 주식회사(서울특별시 영등포구...),2019.05.29,
터치 표시 장치의 박막트랜지스터를 포함하는 기판(SUBSTRATE INCLUDING THIN FILM TRANSISTOR FOR TOUCH DISPLAY),엘지디스플레이 주식회사(서울특별시 영등포구...),2015.07.28,등록결정(일반)
TFT 기판의 패드 구조 및 그 제조방법(Pad structure of thin film transistor substrate andits fabricating method),엘지디스플레이 주식회사(서울특별시 영등포구...),2001.05.14,등록결정(일반)
"박막 트랜지스터, 박막 트랜지스터 제조 방법 및 박막 트랜지스터를 포함하는 표시 장치(THIN FILM TRANSISTOR, METHOD FOR MANUFACTURING THE SAME AND DISPLAY DEVICE COMPRISING THE SAME)",엘지디스플레이 주식회사(서울특별시 영등포구...),2013.11.28,등록결정(재심사후)
박막 트랜지스터 어레이 기판 및 이를 포함하는 전자장치(THIN FILM TRANSISTOR ARRAY SUBSTRATE AND ELECTRONIC DEVICE INCLUDING THE SAME),엘지디스플레이 주식회사(서울특별시 영등포구...),2020.10.20,
금속기판을 이용한 고온 다결정 실리콘 박막트랜지스터제조 방법(production method of high temperature poly-siliconThin Film Transistor using metal substrate),엘지전자 주식회사(서울특별시 영등포구...),2001.10.19,등록결정(일반)
"박막 트랜지스터, 박막 트랜지스터의 제조방법 및 이를 포함하는 표시장치(THIN FILM TRANSISTOR, METHOD FOR MANUFACTURING THE THIN FILM TRANSISTOR AND DISPLAY DEVICE COMPRISING THE THIN FILM TRANSISTOR)",엘지디스플레이 주식회사(서울특별시 영등포구...),2020.10.12,
