심사진행상태,출원일자,발명의명칭,출원인,,,,,,,,,,,,,,,,,
등록결정(일반),1998.06.15,교류형플라즈마디스플레이패널및그의구동방법(ALTERNATING CURRENT PLASMA DISPLAY PANEL AND OPERATING METHOD OF THE SAME),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1998.06.22,액정표시소자의 위상차 검출회로(PHASE DIFFERENCE DETECTION CIRCUIT FOR A LIQUID CRYSTAL DISPLAY DEVICE),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
거절결정(일반),1998.06.12,평판 디스플레이 패널의 데이터 입력장치(DATA INPUT APPARATUS OF PLAT PANEL DISPLAY),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1998.05.29,컬러쉬프트가없는아이피에스모드액정표시장치(IPS MODE LIQUID CRYSTAL DISPLAY DEVICE HAVING NO COLOR SHIFT),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
취하(심사미청구),1998.05.13,차량의 오디오/비디오 시스템 모드 정보 표시 방법(METHOD OF DISPLAYING MODE INFORMATION OF A CAR AUDIO AND VIDEO SYSTEM WHICH IS ABLE TO TRACK OF AN ENTIRE SYSTEM BY DISPLAYING OPERATING STATE OF A CAR AUDIO AND VIDEO SYSTEM ON A SCREEN IN RESPONSE TO MODES),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
취하(심사미청구),1998.05.13,"차량의 주행 정보 표시 장치 및 그 방법(DEVICE AND A METHOD FOR DISPLAYING TRAVELING INFORMATION OF A VEHICLE, ESPECIALLY FOR DISPLAYING TRAVELABLE DISTANCE, FUEL ECONOMY, AND VEHICLE SPEED)",에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1998.04.22,액정표시소자(Liquid crystal display device),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
취하(심사미청구),1998.03.04,비엠피 데이터 디스플레이 방법(METHOD OF DISPLAYING BMP DATA FOR DISPLAYING BMP FILE HAVING DESIRED SIZE IN A DESIRED POSITION),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1998.03.02,플라즈마디스플레이패널(PDP)(PLASMA DISPLAY PANEL),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
취하(심사미청구),1998.03.04,문자 디스플레이장치 및 방법(APPARATUS AND METHOD FOR DISPLAYING CHARACTERS FOR DISPLAYING KOREAN ALPHABET OR ASCII CHARACTERS),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1998.01.30,액정 표시 소자(LIQUID CRYSTAL DISPLAY),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
취하(심사미청구),1997.12.31,플라즈마 디스플레이 패널의 화상 개선구조(STRUCTURE FOR IMPROVING A QUALITY OF AN IMAGE FOR A PLASMA DISPLAY PANEL BY FORMING A CURVED UNIT POSITIONED AT A FLUORESCENT BODY AND SHAPED LIKE A CONCAVE MIRROR),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1997.12.30,"EDO DRAM 모듈의 불량소자 검출기(DEFECTIVE DEVICE DETECTOR OF EDO DRAM MODULE, CAPABLE OF DISPLAYING VALUE OF DATA AND ADDRESS WHEN ERROR OCCURS)",에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1997.12.29,플라즈마 디스플레이 패널(PLASMA DISPLAY PANEL),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1997.12.30,마이크로 브릿지형 플라즈마 디스플레이 패널 및 그의 제조방법(MICRO BRIDGE PLASMA DISPLAY PANEL AND METHOD OF MANUFACTURING THE SAME),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1997.12.29,플라즈마 디스플레이 패널(PLASMA DISPLAY PANEL),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1997.12.29,액정표시소자(LIQUID CRYSTAL DISPLAY DEVICE),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
거절결정(일반),1997.12.29,액정표시소자(ELECTRODE CONFIGURATION OF LIQUID CRYSTAL DISPLAY DEVICE WHERE ELECTRIC FIELDS OF ELECTRODE CONFIGURATIONS OF NEIGHBORING UNIT PIXEL CROSS AT RIGHT ANGLES),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1997.12.29,액정표시소자의 자동 모드 검출 회로(AUTOMATIC MODE DETECTION CIRCUIT OF LIQUID DISPLAY ELEMENT),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
거절결정(일반),1997.12.27,"수신국가 시간표시기능을 가지는 CDMA단말기 및 그 수신국가 시간표시방법(CDMA(CODE DIVISION MULTIPLE ACCESS) TERMINAL HAVING A RECEIVING COUNTRY TIME DISPLAY FUNCTION AND A RECEIVING COUNTRY TIME DISPLAY METHOD, PARTICULARLY FOR AUTOMATICALLY DISPLAYING A DATE AND TIME OF A RECEIVING COUNTRY BY STORING COUNTRY CODE DATA AND AREA CODE DATA OF A RECEIVING COUNTRY AND DATA ABOUT TIME DIFFERENCE WITH A TRANSMITTING COUNTRY IN A MEMORY OF THE CDMA TERMINAL)",에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
포기(등록료 미납),1997.12.29,"EQ 음질 튜닝장치 및 그 제어방법(APPARATUS FOR TUNING EQ(EQUALIZER) SOUND QUALITY AND A METHOD FOR CONTROLLING THE SAME, ESPECIALLY CAPABLE OF EASY ADJUSTMENT OF SOUND QUALITY BY DISPLAYING SOUND QUALITY LEVEL)",에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1997.12.26,플라즈마디스플레이패널의제조방법(MANUFACTURING METHOD OF PLASMA DISPLAY PANEL),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1997.12.29,액정표시소자(Liquid crystal display device),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
취하(심사미청구),1997.12.29,"방송방식에 따른 화면 디스플레이 자동 변환장치(APPARATUS FOR AUTOMATICALLY CHANGING A SCREEN DISPLAY ACCORDING TO A BROADCASTING TYPE, ESPECIALLY FOR DETERMINING A BROADCASTING TYPE BY SEPARATING AND ANALYZING A SYNCHRONIZATION SIGNAL FROM A BROADCASTING SIGNAL AND AUTOMATICALLY CHANGING INTO A CORRESPONDING DISPLAY TYPE OF A TFT-LCD(THIN FILM TRANSISTOR LIQUID CRYSTAL DISPLAY) IMAGE SIGNAL)",에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1997.12.26,플라즈마 디스플레이 패널(PDP) 및 그의 구동 방법(PLASMA DISPLAY PANEL AND ITS DRIVING METHOD),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1997.12.26,플라즈마 디스플레이 패널 및 그의 제어 방법(PLASMA DISPLAY PANEL AND ITS CONTROL METHOD),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1997.12.24,플라즈마디스플레이패널(PLASMA DISPLAY PANEL),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1997.12.24,테스트패턴이구비된플라즈마디스플레이패널(PLASMA DISPLAY PANEL WITH TEST PATTERN),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1997.12.24,직류형 플라즈마 디스플레이 패널 및 그의 제조방법(DC PLASMA DISPLAY PANEL AND MANUFACTURING METHOD THEREOF),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1997.12.24,마이크로 브릿지형 플라즈마 디스플레이 패널 및 그의 제조방법(MICRO-BRIDGE TYPE PLASMA DISPLAY PANEL AND MANUFACTURING METHOD THEREOF),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1997.12.22,액정표시소자(LIQUID CRYSTAL DISPLAY DEVICE),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
취하(심사미청구),1997.12.11,"디지털 위성방송 수신기의 비디오 포맷과 디스플레이 화면크기 변경 제어 방법(METHOD FOR CHANGING THE CONTROL OF A VIDEO FORMAT AND A DISPLAY SCREEN SIZE IN A DIGITAL SATELLITE BROADCASTING RECEIVER, ESPECIALLY FOR AUTOMATICALLY CHANGING THE VIDEO FORMAT AND THE DISPLAY SCREEN SIZE ACCORDING TO VIDEO FORMAT INFORMATION AND DISPLAY SCREEN INFORMATION BY DETECTING A VIDEO STREAM RECEIVED FROM A SATELLITE)",에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
취하(심사미청구),1997.12.11,"아날로그/디지털 영상의 자막 오버레이 장치(APPARATUS FOR OVERLAYING A CAPTION OF AN ANALOG/DIGITAL VIDEO, ESPECIALLY FOR OVERLAYING THE CAPTION GENERATED IN A DIGITAL FORM WHEN AN ANALOG VIDEO IS DISPLAYED)",에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
거절결정(일반),1997.12.11,디스플레이의픽셀처리장치(PIXEL PROCESSING DEVICE OF A DISPLAY FOR PROCESSING TWO PIXEL MODES BY USING TWO SIGNALS INPUTTED ONE PIXEL SHAPE WITHOUT SEPARATE DEVICE),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1997.12.03,액정표시소자(LIQUID CRYSTAL DISPLAY),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1997.11.25,액정표시소자(Liquid Crystal Display Device),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1997.11.10,자외선에 의한 빛의 간섭을 줄이기 위한 플라즈마 디스플레이판넬(PLASMA DISPLAY PANEL WITH DECREASED ULTRA VIOLET BEAM INTERFERENCE),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1997.11.10,자외선에 의한 빛의 간섭을 줄이기 위한 플라즈마 디스플레이판넬(PLASMA DISPLAY PANEL WITH DECREASED VIOLET INTERFERENCE),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
취하(심사미청구),1997.10.22,디지털 비디오 디스크 플레이어의 멀티모드 슬립선택 방법(METHOD FOR SELECTING A SLEEPING FUNCTION BY A MULTI MODE OF A DIGITAL VIDEO DISC PLAYER BY OUTPUTTING A SELECTION MENU BY AN OSD(ON-SCREEN DISPLAY)),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
취하(심사미청구),1997.10.20,액정구동장치 디스플레이방향 구현방법(DISPLAY DIRECTION ADJUSTING METHOD OF A LIQUID CRYSTAL DISPLAY DEVICE TO CONVERT A DISPLAY DIRECTION OF USER'S OWN ACCORD),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
취하(심사미청구),1997.10.14,"스탠드-바이전원상태에서의화면디스플레이장치및그제어방법(SCREEN DISPLAY APPARATUS IN A STANDBY POWER STATE AND A CONTROL METHOD THEREOF, ESPECIALLY FOR REMOVING A NECESSITY THAT A USER TURNS ON POWER AND REDUCING TIME REQUIRED TO DISPLAY A SCREEN FOR A USER)",김성기(경기도 안산시 단원구...)|에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1997.08.16,액정표시장치의문자표시방법(Character display method for LCD),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1997.08.08,하이스피드비디오프레임버퍼(HIGH SPEED VIDEO FRAME BUFFER USING DYNAMIC MEMORY CELL INSTALLED ON SAME CHIP AS VIDEO DISPLAY CONTROLLER),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(심사전치후),1997.06.30,쓰기가능한액정표시장치(WRITABLE LIQUID CRYSTAL DISPLAY DEVICE),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1997.06.30,액정표시소자 반입/반출장치(Apparatus for carring in/out liquid display device),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1997.06.27,플라즈마 디스플레이 패널의 스크린 마스크 제작 방법(METHOD OF MANUFACTURING SCREEN MASK OF PLASMA DISPLAY PANEL),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1997.06.28,이동통신교환기의 운용보전인터페이스 시스템간의 넘버.7 신호링크 상태표현방법(NO.7 SIGNAL LINK STATUS DISPLAY METHOD BETWEEN MOBILE EXCHANGE AND MAINTENANCE INTERFACE),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1997.06.28,통신 시스템의 서비스 요금 표시장치 및 표시방법(Method and apparatus for displaying service fare in communication system),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1997.06.26,플라즈마 디스플레이 패널 및 그의 제조방법(PLASMA DISPLAY PANEL AND MANUFACTURING METHOD THEREOF),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1997.06.25,플라즈마 디스플레이 패널(PLASMA DISPLAY PANEL),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1997.06.26,플라즈마 디스플레이 패널의 제조 방법(MANUFACTURE OF PLASMA DISPLAY PANEL),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1996.12.30,액정표시소자(LIQUID CRYSTAL DISPLAY ELEMENT),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1996.11.29,액정 표시 장치(LIQUID CRYSTAL DISPLAY DEVICE),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1996.11.29,액정 표시 소자 및 그 제조방법(LIQUID CRYSTAL DISPLAY ELEMENTS AND ITS MANUFACTURING METHOD),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1996.11.29,액정 표시 소자(LIQUID CRYSTAL DISPLAY ELEMENT),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1996.11.27,화면 구동 장치(CIRCUIT FOR DRIVING DISPLAY),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1996.11.29,액정 표시소자 및 그 제조방법(LIQUID CRYSTAL DISPLAY ELEMENT AND ITS MANUFACTURING METHOD),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1996.06.29,박막 트랜지스터 액정표시소자(THIN FILM TRANSISTOR LIQUID CRYSTAL DISPLAY DEVICE),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1996.06.27,액정 표시 소자의 제조방법(MANUFACTURING METHOD OF LIQUID CRYSTAL DISPLAY ELEMENT),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1996.05.22,능동 매트리스 액정 표시 소자의 제조 방법(A MENUFACTURE METHOD OF ACTIVE MATRIX LIQUID CRYSTAL DISPLAY DEVICE),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1996.05.08,전계 방출 표시기 및 그 제조방법(FIELD EMISSION DISPLAY DEVICE AND MANUFACTURING METHOD THEREOF),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1996.01.11,액정 표시 소자의 제조방법(MANUFACTURING METHOD OF LIQUID CRYSTAL DISPLAY ELEMENT),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1996.01.11,액정 표시 장치의 전극배선 형성방법(ELECTRODE WIRING FORMATING METHOD OF LIQUID CRYSTAL DISPLAY DEVICE),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1995.12.29,차량 속도 디스플레이 장치(SPEED DISPLAY DEVICE OF CAR),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1995.12.29,디스플레이 장치의 수직 동기신호 처리장치(VERTICAL SYNCHRONIZATION SIGNAL PROCESS DEVICE OF DISPLAY APPARATUS),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1995.12.23,액정표시소자(LIQUID CRYSTAL DISPLAY DEVICE),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1995.12.23,액정표시소자(LIQUID CRYSTAL DISPLAY DEVICE),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1995.12.23,액정표시소자(LIQUID CRYSTAL DISPLAY ELEMENTS),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1995.11.20,액정표시소자의박막트랜지스터제조방법(A TFT MENUFACTURE METHOD OF LIQUID CRYSTAL DISPLAY DEVICE),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1995.11.20,플라즈마디스플레이패널의제조방법(Manufacturing method of plasma display panel),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1993.12.29,홀로그램광학소자를이용한자동차용헤드엎디스플레이장치(VEHICLE HEAD-UP DISPLAY APPARATUS FOR HOLOGRAM LIGHT PARTICLE),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1992.09.02,다중동기시알티(CRT)디스플레이장치에이용되는디지털컨버전스장치(The digital convergence apparatus using multi-sync CRT display apparatus),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1993.12.23,홀로그램광학소자를이용한자동차용헤드엎디스플레이장치(VEHICLE HEAD-UP DISPLAY DEVICE FOR HOLOGRAM LIGHT PARTICLE),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
취하(심사미청구),1998.07.10,무인과속단속기를 이용한 도로교통상황 정보 디스플레이 장치및 방법(ROAD TRAFFIC SITUATION INFORMATION DISPLAY DEVICE AND METHOD USING A PILOTLESS EXCESSIVE SPEED GUN),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
취하(심사미청구),1998.02.26,지역 차량항법 정보장치(LOCAL CAR NAVIGATION INFORMATION APPARATUS WHICH DISPLAYS CURRENT CAR POSITION AND OTHER TRAFFIC INFORMATION BY REGION),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
거절결정(일반),1998.06.27,개구율이 개선된 액정 표시 장치(LIQUID CRYSTAL DISPLAY UNIT HAVING IMPROVING APERATURE RATIO),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
거절결정(일반),1997.12.24,"플라즈마디스플레이패널의제조방법(METHOD FOR MANUFACTURING A PLASMA DISPLAY PANEL BY EXPOSING A LIGHT-SENSITIVE PASTE PRINTED BY USING A DISC-TYPE GLASS MASK, ON A GLASS SUBSTRATE)",에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1991.06.21,퍼스널컴퓨터기기의화상표시부백-레쉬제거구조(BACK-LASH ELEMINATING APPARATUS FOR DISPLAY UNIT),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
취하(심사미청구),1997.10.14,"비디오신호 디스플레이 장치 및 그 제어방법(VIDEO SIGNAL DISPLAY DEVICE AND A CONTROL METHOD THEREOF, ESPECIALLY FOR OVERLAYING DIFFERENT VIDEO SIGNALS OF AN NTSC(NATIONAL TELEVISION SYSTEM COMMITTEE) TYPE AND A PAL(PHASER ALTERNATION LINE) TYPE)",에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
취하(심사미청구),1997.10.14,영상기기 출력 검사장치(APPARATUS FOR TESTING OUTPUTS OF DISPLAY DEVICES USING SINGLE TV RECEIVER),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
취하(심사미청구),2001.02.22,이동통신 단말기에서의 배터리 잔량을 이용한 개인 정보표시 방법(METHOD FOR DISPLAYING INFORMATION USING BATTERY VOLUMEREMAIN IN MOBILE COMMUNICATION PHONE),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1990.09.14,충전기의밧데리충전시간표시회로및방법(METHOD AND CIRCUIT FOR DISPLAYING CHARGING TIME OF BATTERY),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1994.12.28,액정디스플레이의빛확산구조(LIGHT DIFFUSING STRUCTURE OF LIQUID CRYSTAL DISPLAY),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1994.12.09,디스플레이카운터가구비된웨이퍼로우딩시스템(WAFER LOADING SYSTEM HAVING DISPLAY COUNTER),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1994.10.28,에이-시-티변속단위치및진단코드표시장치(ACT TRANSMISSION GEAR SHIFTING DISPLAY),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1994.10.17,무선호출수신기의액정디스플레이(LCD)보호장치(APPARATUS FOR PROTECTING THE LCD DISPLAY OF PAGER TERMINAL),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1994.08.02,다색발광다이오드를이용한다중모드표시회로(MULTI-MODE DISPLAY CIRCUIT FOR A MULTI-LED),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1993.03.31,평판표시소자용어셈블러(ASSEMBLY A OF AN FLAT DISPLAY ELEMENT),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1992.11.14,고무도전판을이용한엘씨디의접속불량방지장치(NONCONDUCTOR CHECK DEVICE OF RUBBER ELECTRIC PLATE USING LIQUID CRISTAL DISPLAY),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1992.06.30,AF카메라시험용거리표시장치(DISTANCE DISPLAY DEVICE FOR TESTING OF AF CAMERA),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1991.10.14,칼라디스플레이장치의일그러짐보정회로(DISTORTION COMPENSATING CIRCUIT FOR COLOR DISPLAY DEVICE),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1991.06.21,휴대용퍼스널컴퓨터의화상표시부각도조절힌지(DISPLAY UNIT FOR PORTABLE PERSONAL COMPUTER),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1991.04.18,모니터의수직진폭모드절환장치(VERTICAL SIGNAL AMPLITUDE MODE TRANSFER APPARATUS FOR DISPLAY MONITORS),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1990.11.19,전기전자통신기기의LCD판고정장치(LIQUID CRYSTAL DISPLAY BOARD FIXING DEVICE),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1990.11.15,휴대용컴퓨터의액정표시판자동열림장치(AUTO-UNLOCKING APPARATUS FOR LCD DISPLAY OF PORTABLE P.C.),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1990.09.19,카-오디오스피커의불평형표시회로(DISPLAY CIRCUIT OF CAR AUDIO SPEAKER),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1990.05.31,마이크로프로세서제어LED표시장치(MICROPROCESSOR CONTROL LED DISPLAY DEVICE),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1990.04.11,액정표시커버의틸팅용스프링장치(TILTING APPARATUS FOR LCD-DISPLAY PANEL),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1990.03.31,LCD문자표시구동장치(DRIVING DEVICE WHICH DISPLAYS LCD WORD),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1989.11.30,무전기의수신감도향상을위한LED디스플레이구동회로(CIRCUIT FOR DRIVING LED DISPLAY FOR IMPROVING SENSITIVITY OF RADIO TRANSCEIVER),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1989.11.30,카스테레오의문자표시판각도조절장치(DISPLAY BOARD ANGLE CONTROL APPARATUS),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1989.11.29,밧데리재충전시기표시회로(DISPLAYING CIRCUIT TIMING RECHARGE BATTERY),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
등록결정(일반),1989.10.19,팩시밀리의기록지잔량표시장치(RECORDING PAPER DISPLAY DEVICE FOR FAX),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
취하(심사미청구),2001.02.21,휴대용 단말기의 배터리 잔량 및 수신감도 표시 방법(Method for displaying of battery residue or receivesensitivity in portable terminal),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
거절결정(일반),2000.06.24,고화질 텔레비전의 움직임 보상 및 화면 디스플레이 장치(Apparatus for motion compensating and displaying inHDTV),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
거절결정(일반),2000.03.18,이동통신 시스템에서 선불카드 가입자에게 통화잔액과사용시간을 디스플레이하기 위한 방법(Method for displaying balance and using time topre-paidservice subscriber in mobile communicationsystem),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
거절결정(일반),1999.12.28,자모음 조합 표시 구조를 갖는 한글 자막 방송 수신기 및그의 제어 방법(KOREAN CLOSED CAPTION DECORDER HAVING CONSONANT ANDVOWEL COMBINATION DISPLAY STRUCTURE AND CONTROL METHODTHEREOF),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
취하(심사미청구),1999.04.27,라디오 방송국명 표시방법(Method for display of radio broadcasting station title),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
취하(심사미청구),1999.04.27,차량의 주행 가능 거리 표시 방법(Method for display as to navigation possible distance in vehicles),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
거절결정(일반),1999.04.14,CDMA 통신시스템에서의 단말기 위치정보 디스플레이방법(METHOD FOR DISPLAYING POSITION INFORMATION OF MOBILE STATIONIN CDMACOMMUNICATION SYSTEM),에스케이하이닉스 주식회사(경기도 이천시...),,,,,,,,,,,,,,,,,
